"COUNT","Crash ID","DrvPassOthr","Road User Sex","Road User Age","Road User Injury","Road User Role","Road User Driver at Fault","Road User Ethnicity"
1,201012698,Driver,Male, 68,Not injured,1,">1 party, dvr prime fault",European
1,201012702,Driver,Male, 18,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201012706,Driver,Female, 16,Minor,1,">1 party, dvr prime fault",NZ Maori
1,201012706,Driver,Male, 20,Serious,2,">1 party, no dvr fault",European
1,201012707,Driver,Female, 68,Not injured,3,">1 party, no dvr fault",European
1,201012707,Driver,Female, 81,Serious,1,">1 party, dvr prime fault",European
1,201012707,Driver,Male, 51,Not injured,2,">1 party, no dvr fault",European
1,201012726,Driver,Male, 22,Not injured,2,">1 party, dvr prime fault",European
1,201012726,Other,Female, 17,Serious,1,">1 party, no dvr fault",Other
1,201012730,Driver,Male, 36,Not injured,2,">1 party, dvr prime fault",European
1,201012730,Other,Male, 53,Serious,1,">1 party, no dvr fault",NZ Maori
1,201012742,Other,Unknown, 20,Minor,1,">1 party, dvr prime fault",NZ Maori
1,201012748,Driver,Female, 17,Serious,2,">1 party, dvr prime fault",European
1,201012748,Driver,Male, 63,Minor,1,">1 party, no dvr fault",European
1,201012759,Driver,Female, 60,Not injured,2,">1 party, dvr prime fault",Unknown
1,201012759,Driver,Male, 41,Serious,1,">1 party, no dvr fault",Unknown
1,201012767,Driver,Female, 35,Minor,2,">1 party, dvr prime fault",European
1,201012767,Driver,Male, 22,Not injured,1,">1 party, dvr part fault",European
1,201012767,Other,Male, 39,Serious,4,">1 party, no dvr fault",Other
1,201012769,Driver,Male, 38,Serious,1,"1 veh, dvr at fault",European
1,201012775,Driver,Female, 18,Serious,1,"1 veh, dvr at fault",European
1,201012777,Driver,Male, 29,Not injured,1,"1 veh, dvr at fault",NZ Maori
1,201012777,Passenger,Female, 26,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201012779,Driver,Male, 60,Not injured,2,">1 party, no dvr fault",European
1,201012779,Other,Male, 40,Serious,1,">1 party, dvr prime fault",European
1,201012792,Driver,Female, 47,Not injured,2,">1 party, dvr prime fault",Asian
1,201012792,Other,Female, 43,Serious,1,">1 party, no dvr fault",European
1,201012801,Driver,Female, 41,Not injured,2,">1 party, no dvr fault",European
1,201012801,Driver,Male, 42,Serious,1,">1 party, dvr prime fault",Unknown
1,201012808,Driver,Male, 19,Not injured,1,">1 party, dvr part fault",European
1,201012808,Driver,Male, 21,Not injured,2,">1 party, dvr part fault",NZ Maori
2,201012808,Passenger,Male,  1,Minor,2,">1 party, dvr part fault",European
1,201012808,Passenger,Male, 17,Minor,2,">1 party, dvr part fault",European
1,201012808,Passenger,Male, 19,Serious,1,">1 party, dvr part fault",European
1,201012824,Driver,Female, 41,Not injured,1,">1 party, dvr prime fault",Other
1,201012825,Driver,Female, 62,Not injured,1,">1 party, dvr prime fault",European
1,201012826,Driver,Female, 50,Not injured,1,">1 party, dvr prime fault",European
1,201012828,Driver,Male, 44,Serious,1,"1 veh, dvr at fault",European
1,201012845,Driver,Female, 18,Serious,1,"1 veh, dvr at fault",European
2,201012845,Passenger,Female,,Serious,1,"1 veh, dvr at fault",European
1,201012846,Driver,Female, 25,Not injured,1,">1 party, dvr prime fault",European
1,201012847,Driver,Female, 28,Serious,2,">1 party, dvr prime fault",European
1,201012847,Driver,Female, 49,Serious,1,">1 party, no dvr fault",European
1,201012847,Driver,Male, 50,Not injured,3,">1 party, no dvr fault",European
1,201012855,Driver,Male, 46,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201012855,Passenger,Male, 15,Minor,1,"1 veh, dvr at fault",NZ Maori
1,201012858,Driver,Male, 17,Serious,1,"1 veh, dvr at fault",European
1,201012862,Driver,Female, 16,Serious,1,"1 veh, dvr at fault",Unknown
2,201012862,Passenger,Female, 17,Serious,1,"1 veh, dvr at fault",Unknown
1,201012862,Passenger,Female, 17,Minor,1,"1 veh, dvr at fault",Other
1,201012874,Driver,Female, 77,Not injured,1,">1 party, dvr prime fault",European
1,201012901,Driver,Male, 17,Serious,1,"1 veh, dvr at fault",European
1,201012904,Driver,Male, 46,Not injured,1,"1 veh, dvr at fault",European
1,201012905,Driver,Male, 57,Not injured,1,">1 party, dvr prime fault",European
1,201012910,Driver,Male, 57,Not injured,1,">1 party, dvr prime fault",Unknown
1,201012910,Driver,Male, 64,Serious,2,">1 party, no dvr fault",European
1,201012912,Driver,Male, 16,Serious,1,">1 party, dvr part fault",NZ Maori
1,201012912,Driver,Male, 33,Not injured,2,">1 party, dvr prime fault",European
1,201012915,Driver,Female, 57,Serious,1,">1 party, no dvr fault",European
1,201012915,Driver,Male, 75,Minor,2,">1 party, dvr prime fault",European
1,201012927,Driver,Male, 33,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201012931,Driver,Female, 53,Minor,2,">1 party, dvr part fault",European
1,201012931,Driver,Male, 27,Not injured,1,">1 party, dvr prime fault",NZ Maori
1,201012931,Passenger,Female, 73,Serious,2,">1 party, dvr part fault",European
1,201012941,Driver,Male, 50,Serious,1,"1 veh, dvr at fault",European
1,201012949,Driver,Male, 33,Serious,1,"1 veh, dvr at fault",European
1,201012950,Driver,Male, 21,Serious,2,">1 party, no dvr fault",European
1,201012950,Driver,Male, 39,Minor,3,">1 party, no dvr fault",European
1,201012950,Driver,Male,,Minor,1,">1 party, dvr prime fault",European
1,201012951,Driver,Female, 40,Minor,1,">1 party, dvr prime fault",European
1,201012951,Driver,Male, 46,Serious,2,">1 party, no dvr fault",European
1,201012963,Driver,Male, 32,Minor,2,">1 party, dvr prime fault",European
1,201012963,Driver,Male, 68,Serious,1,">1 party, no dvr fault",European
1,201012965,Driver,Male, 54,Minor,1,">1 party, dvr prime fault",European
1,201012965,Driver,Male, 54,Not injured,2,">1 party, dvr part fault",NZ Maori
1,201012965,Passenger,Female, 54,Serious,1,">1 party, dvr prime fault",European
1,201012968,Driver,Female, 41,Not injured,2,">1 party, dvr prime fault",European
1,201012968,Other,Female, 36,Serious,1,">1 party, no dvr fault",Asian
1,201012969,Driver,Female, 83,Serious,1,">1 party, dvr prime fault",European
1,201012969,Driver,Unknown,,Not injured,2,">1 party, no dvr fault",Unknown
1,201012972,Driver,Male, 21,Minor,1,"1 veh, dvr at fault",Asian
1,201012972,Passenger,Female, 18,Serious,1,"1 veh, dvr at fault",Asian
1,201012972,Passenger,Female, 19,Minor,1,"1 veh, dvr at fault",Asian
1,201012972,Passenger,Female, 23,Serious,1,"1 veh, dvr at fault",Asian
1,201012972,Passenger,Male, 19,Minor,1,"1 veh, dvr at fault",Asian
1,201012972,Passenger,Male, 21,Minor,1,"1 veh, dvr at fault",Asian
1,201012973,Driver,Male, 18,Minor,1,">1 party, dvr prime fault",NZ Maori
1,201012973,Driver,Male, 18,Not injured,2,">1 party, dvr part fault",European
1,201012973,Passenger,Female, 18,Serious,1,">1 party, dvr prime fault",Unknown
1,201012973,Passenger,Male, 16,Minor,1,">1 party, dvr prime fault",Unknown
1,201012973,Passenger,Male, 17,Serious,1,">1 party, dvr prime fault",Unknown
1,201012983,Driver,Male, 61,Minor,1,"1 veh, dvr at fault",European
1,201012983,Passenger,Female, 59,Serious,1,"1 veh, dvr at fault",European
1,201012984,Driver,Female, 65,Serious,1,">1 party, no dvr fault",European
1,201012984,Driver,Male, 20,Not injured,2,">1 party, dvr prime fault",Unknown
1,201012989,Driver,Female, 35,Minor,1,">1 party, no dvr fault",European
1,201012989,Driver,Male, 83,Serious,2,">1 party, dvr prime fault",European
1,201012990,Driver,Female, 40,Not injured,1,">1 party, no dvr fault",Unknown
1,201012996,Driver,Female, 27,Minor,1,">1 party, no dvr fault",European
1,201012996,Driver,Male, 58,Not injured,3,">1 party, no dvr fault",European
1,201012996,Driver,Male, 78,Not injured,2,">1 party, dvr prime fault",European
1,201012996,Passenger,Female, 76,Serious,2,">1 party, dvr prime fault",European
1,201012998,Driver,Female, 22,Not injured,2,">1 party, no dvr fault",European
1,201012998,Driver,Male, 68,Serious,1,">1 party, dvr prime fault",European
1,201013000,Driver,Male, 17,Serious,2,">1 party, no dvr fault",European
1,201013000,Driver,Male, 21,Not injured,1,">1 party, dvr prime fault",NZ Maori
1,201013015,Driver,Male, 18,Serious,1,"1 veh, no dvr fault",European
1,201013015,Passenger,Male, 18,Serious,1,"1 veh, no dvr fault",European
1,201013015,Passenger,Male, 19,Serious,1,"1 veh, no dvr fault",European
1,201013019,Driver,Female, 31,Not injured,1,">1 party, no dvr fault",European
1,201013022,Driver,Male, 69,Not injured,1,"1 veh, dvr at fault",European
1,201013022,Passenger,Female, 71,Serious,1,"1 veh, dvr at fault",European
1,201013023,Driver,Male, 25,Not injured,2,">1 party, no dvr fault",European
1,201013023,Driver,Male, 54,Serious,1,">1 party, dvr prime fault",European
1,201013026,Driver,Male, 43,Not injured,2,">1 party, dvr prime fault",European
1,201013026,Driver,Male,,Not injured,1,">1 party, no dvr fault",NZ Maori
1,201013026,Passenger,Male, 16,Serious,1,">1 party, no dvr fault",NZ Maori
1,201013033,Driver,Male, 30,Not injured,1,">1 party, dvr prime fault",NZ Maori
1,201013036,Driver,Female, 47,Serious,1,"1 veh, dvr at fault",European
1,201013042,Driver,Female, 44,Not injured,1,"1 veh, no dvr fault",European
1,201013042,Passenger,Female, 69,Serious,1,"1 veh, no dvr fault",European
1,201013045,Driver,Male, 60,Serious,1,"1 veh, dvr at fault",European
1,201013048,Driver,Male, 27,Not injured,1,"1 veh, dvr at fault",NZ Maori
1,201013048,Passenger,Female, 23,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201013051,Driver,Female, 42,Serious,1,"1 veh, no dvr fault",European
1,201013054,Driver,Female, 27,Minor,1,"1 veh, dvr at fault",European
1,201013054,Passenger,Male, 36,Serious,1,"1 veh, dvr at fault",European
1,201013062,Driver,Male, 47,Not injured,1,">1 party, no dvr fault",European
1,201013065,Driver,Male, 26,Not injured,1,"1 veh, dvr at fault",NZ Maori
1,201013070,Driver,Female, 24,Serious,1,">1 party, dvr prime fault",Other
1,201013070,Driver,Female, 30,Minor,2,">1 party, no dvr fault",European
1,201013070,Passenger,Female, 24,Serious,1,">1 party, dvr prime fault",Other
1,201013073,Driver,Male, 66,Serious,1,"1 veh, dvr at fault",European
1,201013085,Driver,Female, 42,Not injured,2,">1 party, dvr prime fault",Asian
1,201013085,Driver,Male, 53,Serious,1,">1 party, no dvr fault",European
1,201013091,Driver,Male, 53,Serious,1,"1 veh, dvr at fault",European
1,201013092,Driver,Male, 30,Not injured,2,">1 party, dvr part fault",European
1,201013092,Driver,Male, 32,Serious,1,">1 party, dvr prime fault",European
1,201013096,Driver,Male, 60,Not injured,2,">1 party, no dvr fault",NZ Maori
1,201013096,Other,Male, 13,Serious,1,">1 party, dvr prime fault",European
1,201013104,Driver,Male, 38,Serious,1,"1 veh, dvr at fault",European
1,201013109,Driver,Male, 17,Serious,1,">1 party, dvr prime fault",Unknown
1,201013109,Driver,Male, 75,Minor,2,">1 party, no dvr fault",Unknown
1,201013109,Passenger,Female, 15,Serious,1,">1 party, dvr prime fault",Unknown
1,201013109,Passenger,Male, 17,Minor,1,">1 party, dvr prime fault",Unknown
1,201013112,Driver,Male, 35,Serious,1,"1 veh, dvr at fault",European
1,201013115,Driver,Male, 19,Not injured,1,"1 veh, dvr at fault",European
1,201013116,Driver,Unknown,,Not injured,1,"1 veh, dvr at fault",Unknown
1,201013116,Passenger,Male, 25,Serious,1,"1 veh, dvr at fault",European
1,201013120,Driver,Male, 20,Serious,1,"1 veh, dvr at fault",European
1,201013132,Driver,Female, 33,Serious,1,"1 veh, dvr at fault",Other
1,201013133,Driver,Male, 43,Serious,1,"1 veh, dvr at fault",European
1,201013137,Driver,Female, 54,Not injured,2,">1 party, dvr prime fault",European
1,201013137,Driver,Male, 21,Serious,1,">1 party, no dvr fault",European
1,201013144,Driver,Female, 32,Serious,1,">1 party, dvr part fault",European
1,201013144,Driver,Female, 43,Minor,2,">1 party, dvr prime fault",European
1,201013159,Driver,Male, 40,Not injured,1,">1 party, dvr prime fault",European
1,201013159,Other,Male, 48,Serious,2,">1 party, no dvr fault",European
1,201013176,Driver,Female, 32,Not injured,1,">1 party, no dvr fault",NZ Maori
1,201013176,Driver,Female, 50,Serious,2,">1 party, dvr prime fault",NZ Maori
1,201013176,Passenger,Female, 12,Minor,1,">1 party, no dvr fault",NZ Maori
1,201013184,Driver,Male, 18,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201013186,Driver,Male, 56,Not injured,1,">1 party, dvr prime fault",European
1,201013194,Driver,Male, 49,Serious,1,"1 veh, no dvr fault",NZ Maori
1,201013195,Driver,Male, 27,Serious,1,"1 veh, dvr at fault",European
1,201013203,Driver,Male, 32,Not injured,1,">1 party, no dvr fault",European
1,201013207,Driver,Female, 42,Serious,1,"1 veh, dvr at fault",European
1,201013209,Driver,Female, 56,Not injured,2,">1 party, no dvr fault",European
1,201013209,Other,Female, 12,Serious,1,">1 party, dvr prime fault",European
1,201013218,Driver,Male, 50,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201013237,Driver,Female, 21,Not injured,1,"1 veh, dvr at fault",NZ Maori
1,201013237,Passenger,Male,,Serious,1,"1 veh, dvr at fault",Unknown
1,201013242,Driver,Male, 55,Serious,1,">1 party, dvr prime fault",European
1,201013242,Driver,Male, 58,Not injured,2,">1 party, no dvr fault",European
1,201013256,Driver,Female, 18,Serious,1,"1 veh, dvr at fault",European
1,201013268,Driver,Male, 39,Serious,1,"1 veh, dvr at fault",European
1,201013269,Driver,Male, 49,Not injured,2,">1 party, dvr prime fault",European
1,201013269,Other,Male, 41,Serious,1,">1 party, no dvr fault",European
1,201013272,Driver,Female, 49,Not injured,1,">1 party, dvr prime fault",European
1,201013272,Driver,Male, 18,Serious,2,">1 party, no dvr fault",Unknown
1,201013272,Passenger,Female, 78,Serious,1,">1 party, dvr prime fault",European
1,201013283,Driver,Female, 45,Not injured,2,">1 party, no dvr fault",Unknown
1,201013283,Driver,Male, 48,Serious,1,">1 party, dvr prime fault",European
1,201013284,Driver,Male, 56,Serious,1,">1 party, dvr prime fault",Asian
1,201013288,Driver,Male, 54,Not injured,1,">1 party, no dvr fault",Unknown
1,201013297,Driver,Unknown,,Not injured,1,"1 veh, dvr at fault",Unknown
1,201013297,Passenger,Male, 20,Minor,1,"1 veh, dvr at fault",NZ Maori
1,201013297,Passenger,Male, 23,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201013303,Driver,Female, 23,Not injured,2,">1 party, dvr prime fault",European
1,201013303,Driver,Male, 85,Serious,1,">1 party, no dvr fault",European
1,201013314,Driver,Female, 52,Serious,2,">1 party, dvr prime fault",European
1,201013314,Driver,Male, 40,Minor,1,">1 party, no dvr fault",European
1,201013314,Passenger,Male, 55,Minor,2,">1 party, dvr prime fault",European
1,201013319,Driver,Male, 42,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201013323,Driver,Male, 38,Serious,1,">1 party, dvr prime fault",NZ Maori
1,201013323,Driver,Male, 54,Not injured,2,">1 party, no dvr fault",European
1,201013326,Driver,Male, 43,Serious,1,">1 party, dvr prime fault",European
1,201013326,Driver,Male, 79,Not injured,2,">1 party, no dvr fault",European
1,201013330,Driver,Female, 37,Not injured,2,">1 party, no dvr fault",Asian
1,201013330,Driver,Male, 58,Not injured,3,">1 party, no dvr fault",European
1,201013330,Driver,Male, 69,Serious,1,">1 party, dvr prime fault",European
1,201013332,Driver,Female, 49,Not injured,2,">1 party, no dvr fault",NZ Maori
1,201013332,Driver,Male, 15,Serious,1,">1 party, dvr prime fault",European
1,201013333,Driver,Male, 20,Minor,1,">1 party, dvr prime fault",European
1,201013336,Driver,Male, 63,Serious,1,"1 veh, dvr at fault",European
1,201013339,Driver,Female, 56,Not injured,2,">1 party, dvr prime fault",European
1,201013339,Other,Female, 41,Serious,1,">1 party, no dvr fault",European
1,201013340,Driver,Unknown,,Not injured,1,">1 party, dvr prime fault",Unknown
1,201013340,Other,Female, 33,Serious,2,">1 party, no dvr fault",European
1,201013342,Driver,Male, 52,Serious,1,"1 veh, dvr at fault",European
1,201013348,Driver,Male, 68,Not injured,1,"1 veh, dvr at fault",European
1,201013350,Driver,Male, 46,Not injured,2,">1 party, dvr prime fault",European
1,201013350,Other,Male, 42,Serious,1,">1 party, no dvr fault",Asian
1,201013351,Other,Male, 28,Minor,1,">1 party, dvr prime fault",European
1,201013360,Driver,Female, 58,Not injured,1,">1 party, no dvr fault",European
1,201013367,Driver,Female, 21,Serious,1,">1 party, dvr prime fault",European
1,201013367,Driver,Male, 25,Not injured,2,">1 party, no dvr fault",NZ Maori
1,201013373,Driver,Male, 56,Not injured,1,">1 party, dvr prime fault",European
1,201013377,Driver,Female, 18,Not injured,1,">1 party, dvr prime fault",NZ Maori
1,201013377,Driver,Female, 21,Not injured,2,">1 party, no dvr fault",European
1,201013377,Driver,Male, 37,Serious,3,">1 party, no dvr fault",European
1,201013378,Driver,Male, 20,Not injured,2,">1 party, dvr prime fault",Other
1,201013378,Driver,Male, 45,Serious,1,">1 party, no dvr fault",European
1,201013383,Driver,Female, 21,Serious,1,"1 veh, dvr at fault",European
1,201013384,Driver,Female, 61,Serious,2,">1 party, dvr prime fault",European
1,201013384,Driver,Male, 40,Minor,1,">1 party, dvr part fault",European
1,201013389,Other,Female, 19,Minor,1,">1 party, dvr prime fault",European
1,201013389,Other,Male, 49,Serious,2,">1 party, dvr part fault",European
1,201013389,Other,Male, 49,Minor,4,">1 party, dvr part fault",European
1,201013389,Other,Male, 53,Serious,5,">1 party, dvr part fault",European
1,201013389,Other,Male, 55,Serious,3,">1 party, dvr part fault",European
1,201013391,Driver,Unknown, 56,Serious,1,"1 veh, dvr at fault",European
1,201013395,Driver,Male, 39,Serious,1,">1 party, no dvr fault",European
1,201013395,Driver,Male, 39,Not injured,2,">1 party, dvr prime fault",European
1,201013396,Driver,Female, 23,Minor,1,"1 veh, dvr at fault",NZ Maori
1,201013396,Passenger,Male, 30,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201013396,Passenger,Male, 33,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201013424,Driver,Male, 20,Minor,1,"1 veh, dvr at fault",European
1,201013424,Passenger,Male, 18,Minor,1,"1 veh, dvr at fault",European
1,201013424,Passenger,Male, 19,Serious,1,"1 veh, dvr at fault",European
2,201013424,Passenger,Male, 20,Minor,1,"1 veh, dvr at fault",European
1,201013425,Driver,Male, 43,Minor,1,">1 party, dvr prime fault",European
1,201013425,Driver,Male, 52,Not injured,2,">1 party, no dvr fault",European
1,201013425,Passenger,Female, 51,Serious,2,">1 party, no dvr fault",European
1,201013436,Driver,Male, 34,Not injured,1,">1 party, dvr prime fault",NZ Maori
1,201013437,Driver,Unknown,,Not injured,1,"1 veh, dvr at fault",Unknown
1,201013437,Passenger,Female, 16,Serious,1,"1 veh, dvr at fault",Unknown
1,201013437,Passenger,Male, 14,Minor,1,"1 veh, dvr at fault",Unknown
1,201013441,Driver,Female, 70,Serious,1,"1 veh, dvr at fault",European
1,201013441,Passenger,Male, 68,Serious,1,"1 veh, dvr at fault",European
1,201013447,Driver,Male, 66,Not injured,1,">1 party, dvr prime fault",European
1,201013448,Driver,Male, 19,Serious,2,">1 party, dvr part fault",NZ Maori
1,201013448,Driver,Unknown,,Not injured,1,">1 party, dvr prime fault",Unknown
1,201013453,Driver,Male, 37,Not injured,1,">1 party, dvr prime fault",European
1,201013461,Driver,Male, 60,Minor,1,">1 party, no dvr fault",European
1,201013461,Other,Male, 15,Serious,2,">1 party, dvr prime fault",NZ Maori
1,201013465,Driver,Female, 39,Not injured,1,"1 veh, dvr at fault",European
1,201013470,Driver,Female, 31,Not injured,1,">1 party, dvr prime fault",NZ Maori
1,201013470,Other,Female, 61,Serious,2,">1 party, no dvr fault",European
1,201013475,Driver,Male, 28,Serious,1,"1 veh, dvr at fault",European
1,201013476,Driver,Female, 65,Serious,1,">1 party, no dvr fault",European
1,201013476,Driver,Male, 25,Not injured,2,">1 party, dvr prime fault",European
1,201013477,Driver,Female, 50,Serious,1,"1 veh, dvr at fault",European
1,201013483,Driver,Female, 46,Serious,2,">1 party, no dvr fault",European
1,201013483,Driver,Male, 20,Not injured,1,">1 party, dvr prime fault",NZ Maori
1,201013485,Driver,Female, 49,Serious,1,"1 veh, dvr at fault",European
1,201013494,Driver,Male, 33,Serious,1,"1 veh, dvr at fault",European
1,201013505,Driver,Male, 28,Serious,1,"1 veh, dvr at fault",Asian
1,201013506,Driver,Female, 21,Minor,2,">1 party, no dvr fault",NZ Maori
1,201013506,Driver,Female, 57,Serious,4,">1 party, no dvr fault",European
1,201013506,Driver,Male, 22,Serious,1,">1 party, dvr prime fault",Other
1,201013506,Driver,Male, 28,Not injured,3,">1 party, no dvr fault",European
1,201013506,Passenger,Female, 30,Serious,1,">1 party, dvr prime fault",Other
1,201013506,Passenger,Male, 19,Serious,1,">1 party, dvr prime fault",Other
1,201013507,Driver,Male, 58,Not injured,1,"1 veh, dvr at fault",Other
1,201013520,Driver,Male, 64,Serious,1,"1 veh, dvr at fault",European
1,201013521,Driver,Female, 23,Not injured,1,">1 party, dvr prime fault",European
1,201013526,Driver,Female, 18,Serious,1,">1 party, dvr prime fault",European
1,201013526,Driver,Male, 47,Minor,2,">1 party, no dvr fault",NZ Maori
1,201013526,Passenger,Male,,Serious,1,">1 party, dvr prime fault",NZ Maori
1,201013528,Driver,Male, 27,Serious,1,">1 party, dvr prime fault",Unknown
1,201013528,Driver,Male, 36,Not injured,2,">1 party, no dvr fault",Unknown
1,201013529,Driver,Male, 31,Serious,1,"1 veh, dvr at fault",European
1,201013533,Driver,Male, 20,Serious,1,"1 veh, dvr at fault",European
1,201013543,Driver,Male, 32,Serious,1,"1 veh, dvr at fault",European
1,201013559,Driver,Female, 68,Serious,1,"1 veh, dvr at fault",European
1,201013560,Driver,Male, 43,Serious,1,">1 party, no dvr fault",European
1,201013560,Driver,Male, 86,Not injured,2,">1 party, dvr prime fault",European
1,201013567,Driver,Male, 42,Serious,1,"1 veh, dvr at fault",European
1,201013569,Driver,Male, 62,Not injured,1,">1 party, dvr prime fault",Asian
1,201013572,Driver,Female, 78,Serious,1,">1 party, dvr prime fault",Unknown
1,201013586,Driver,Male, 22,Serious,1,">1 party, dvr prime fault",European
1,201013586,Driver,Male, 66,Minor,2,">1 party, no dvr fault",European
1,201013588,Driver,Female, 44,Not injured,3,">1 party, no dvr fault",European
1,201013588,Driver,Female, 54,Not injured,2,">1 party, dvr prime fault",Asian
1,201013588,Driver,Male, 22,Serious,1,">1 party, no dvr fault",European
1,201013591,Driver,Male, 34,Not injured,2,">1 party, dvr prime fault",European
1,201013591,Driver,Male, 37,Serious,1,">1 party, no dvr fault",Unknown
1,201013597,Driver,Male, 19,Not injured,1,">1 party, dvr prime fault",NZ Maori
1,201013597,Driver,Male, 44,Not injured,2,">1 party, no dvr fault",European
1,201013597,Passenger,Male,  8,Serious,1,">1 party, dvr prime fault",NZ Maori
1,201013598,Driver,Female, 20,Serious,1,"1 veh, dvr at fault",European
1,201013598,Passenger,Female, 27,Serious,1,"1 veh, dvr at fault",European
1,201013604,Driver,Male, 34,Serious,1,"1 veh, dvr at fault",European
1,201013607,Driver,Male, 18,Not injured,1,">1 party, dvr prime fault",European
1,201013608,Driver,Male, 35,Serious,1,">1 party, no dvr fault",Other Pacific Islander
1,201013608,Driver,Male, 42,Not injured,2,">1 party, dvr prime fault",European
1,201013619,Driver,Male, 53,Minor,1,"1 veh, dvr at fault",Asian
1,201013619,Passenger,Female, 49,Serious,1,"1 veh, dvr at fault",Asian
1,201013619,Passenger,Male, 49,Minor,1,"1 veh, dvr at fault",Asian
1,201013620,Driver,Male, 17,Serious,1,"1 veh, dvr at fault",European
1,201013620,Passenger,Female, 18,Serious,1,"1 veh, dvr at fault",European
1,201013623,Driver,Female, 26,Serious,1,">1 party, dvr prime fault",European
1,201013630,Driver,Male, 76,Serious,1,"1 veh, dvr at fault",European
1,201013630,Passenger,Female, 71,Minor,1,"1 veh, dvr at fault",European
1,201013633,Driver,Male, 15,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201013633,Passenger,Male, 24,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201013635,Driver,Female, 17,Serious,1,"1 veh, dvr at fault",European
1,201013636,Driver,Male, 31,Minor,1,"1 veh, dvr at fault",NZ Maori
1,201013636,Passenger,Female, 29,Serious,1,"1 veh, dvr at fault",NZ Maori
2,201013636,Passenger,Male,,Minor,1,"1 veh, dvr at fault",NZ Maori
1,201013639,Driver,Male, 19,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201013641,Driver,Male, 56,Serious,1,">1 party, dvr prime fault",NZ Maori
1,201013644,Driver,Male, 26,Serious,1,">1 party, dvr prime fault",European
1,201013644,Driver,Male, 42,Not injured,2,">1 party, no dvr fault",European
1,201013647,Driver,Male, 30,Serious,1,"1 veh, dvr at fault",European
1,201013650,Driver,Female, 56,Serious,1,">1 party, dvr part fault",European
1,201013650,Driver,Male, 58,Minor,2,">1 party, no dvr fault",European
1,201013655,Driver,Female, 26,Not injured,1,">1 party, no dvr fault",European
1,201013664,Driver,Female, 18,Minor,1,">1 party, no dvr fault",European
1,201013664,Driver,Female, 20,Not injured,2,">1 party, dvr prime fault",European
1,201013664,Passenger,Female, 17,Serious,1,">1 party, no dvr fault",European
1,201013666,Driver,Male, 20,Serious,1,">1 party, dvr part fault",Unknown
1,201013666,Driver,Male, 21,Serious,2,">1 party, dvr prime fault",European
1,201013669,Driver,Male, 50,Minor,1,"1 veh, dvr at fault",NZ Maori
1,201013669,Passenger,Male, 59,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201013671,Driver,Male, 32,Serious,1,">1 party, dvr prime fault",NZ Maori
1,201013671,Driver,Male, 74,Serious,2,">1 party, no dvr fault",NZ Maori
1,201013671,Passenger,Female, 15,Minor,2,">1 party, no dvr fault",Unknown
1,201013671,Passenger,Female, 68,Serious,2,">1 party, no dvr fault",Unknown
1,201013671,Passenger,Male, 18,Serious,2,">1 party, no dvr fault",Unknown
1,201013675,Driver,Male, 63,Not injured,2,">1 party, no dvr fault",European
1,201013675,Other,Female, 12,Serious,1,">1 party, dvr prime fault",European
1,201013679,Driver,Male, 39,Serious,1,">1 party, no dvr fault",European
1,201013679,Other,Male, 16,Serious,2,">1 party, dvr prime fault",NZ Maori
1,201013681,Driver,Male, 25,Serious,1,">1 party, dvr prime fault",Other Pacific Islander
1,201013681,Driver,Male, 63,Serious,2,">1 party, no dvr fault",Unknown
1,201013681,Passenger,Female, 62,Minor,2,">1 party, no dvr fault",European
1,201013682,Driver,Male, 41,Serious,1,"1 veh, dvr at fault",European
1,201013685,Driver,Male, 20,Serious,1,"1 veh, dvr at fault",European
1,201013686,Driver,Female, 69,Serious,1,">1 party, no dvr fault",European
1,201013686,Driver,Male, 51,Minor,2,">1 party, dvr prime fault",Asian
1,201013686,Passenger,Male, 69,Minor,1,">1 party, no dvr fault",European
1,201013692,Driver,Female, 18,Serious,2,">1 party, no dvr fault",European
1,201013692,Driver,Male, 64,Minor,1,">1 party, dvr prime fault",European
1,201013695,Driver,Female, 15,Not injured,1,"1 veh, dvr at fault",NZ Maori
1,201013695,Passenger,Female, 16,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201013695,Passenger,Female, 18,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201013697,Driver,Male, 62,Serious,1,"1 veh, dvr at fault",European
1,201013698,Driver,Female, 68,Serious,1,"1 veh, dvr at fault",European
1,201013701,Driver,Male, 24,Serious,1,"1 veh, dvr at fault",NZ Maori
1,201013705,Driver,Female, 45,Minor,2,">1 party, no dvr fault",European
