"COUNT","Worst Inj. FSMN","State Highway","Crash Day","Crash Month","Crash Year","Crash Hour","Police District","Police Area","Police Station","Crash ID"
1,Serious,No,23,07,2008,17,Southern,"Southern - Dunedin","Southern - Dunedin - DUNEDIN CENTRAL",2822605
1,Serious,No,23,07,2008,18,Wellington,"Wellington - Kapiti-Mana","Wellington - Kapiti-Mana - PORIRUA CENTRAL",2812573
1,Serious,No,23,07,2009,08,Tasman,"Tasman - Marlborough","Tasman - Marlborough - BLENHEIM",2912513
1,Serious,No,23,07,2009,09,Southern,"Southern - Otago Rural","Southern - Otago Rural - OMAKAU",2923683
1,Serious,No,23,07,2009,17,Central,"Central - Manawatu","Central - Manawatu - AWAPUNI",2912836
1,Serious,No,23,07,2010,07,Wellington,"Wellington - Wellington","Wellington - Wellington - JOHNSONVILLE",201012622
1,Serious,No,23,07,2010,12,Auckland,"Auckland - Auckland West","Auckland - Auckland West - AVONDALE",201004020
1,Serious,No,23,07,2010,13,Southern,"Southern - Dunedin","Southern - Dunedin - DUNEDIN CENTRAL",201022273
1,Serious,No,23,07,2010,16,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - HASTINGS",201012646
1,Serious,No,23,07,2010,21,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON NORTH",201005920
1,Serious,No,23,07,2011,01,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - GLENFIELD",201104913
1,Serious,No,23,07,2011,15,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",201122241
1,Serious,No,23,07,2011,18,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TOKOROA",201103703
1,Serious,No,23,07,2011,20,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - FLAXMERE",201112243
1,Serious,No,23,07,2012,06,Auckland,"Auckland - Auckland East","Auckland - Auckland East - NEWMARKET",201203488
1,Serious,No,23,07,2012,15,Central,"Central - Taranaki","Central - Taranaki - HAWERA",201212311
1,Serious,No,23,07,2012,17,Southern,"Southern - Dunedin","Southern - Dunedin - BALCLUTHA",201222553
1,Serious,No,23,08,2008,01,Canterbury,"Canterbury - Chch Central","Canterbury - Chch Central - CHRISTCHURCH",2822938
1,Serious,No,23,08,2008,01,Counties/Manukau,"Counties/Manukau - Manukau West","Counties/Manukau - Manukau West - OTAHUHU",2804588
1,Serious,No,23,08,2008,21,Canterbury,"Canterbury - Chch Central","Canterbury - Chch Central - CHRISTCHURCH",2823082
1,Serious,No,23,08,2008,21,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON EAST",2804194
1,Serious,No,23,08,2008,22,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - OREWA",2805171
1,Serious,No,23,08,2008,23,Central,"Central - Manawatu","Central - Manawatu - PALMERSTON NORTH",2813965
1,Serious,No,23,08,2009,00,Waikato,"Waikato - Waikato West","Waikato - Waikato West - RAGLAN",2904286
1,Serious,No,23,08,2009,01,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - ROLLESTON",2922777
1,Serious,No,23,08,2009,04,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TAUPO",2904256
1,Serious,No,23,08,2009,08,Tasman,"Tasman - Marlborough","Tasman - Marlborough - KAIKOURA",2922585
1,Serious,No,23,08,2010,09,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - MURUPARA",201004430
1,Serious,No,23,08,2011,03,Counties/Manukau,"Counties/Manukau - Manukau West","Counties/Manukau - Manukau West - OTAHUHU",201104170
1,Serious,No,23,08,2011,15,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - BEACHLANDS",201105140
1,Serious,No,23,08,2012,17,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - HORNBY",201222476
1,Serious,No,23,09,2008,07,Central,"Central - Manawatu","Central - Manawatu - FEILDING",2813174
1,Serious,No,23,09,2008,08,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - NEW BRIGHTON",2823527
1,Serious,No,23,09,2008,17,Counties/Manukau,"Counties/Manukau - Manukau West","Counties/Manukau - Manukau West - PAPATOETOE",2805580
1,Serious,No,23,09,2008,20,Auckland,"Auckland - Auckland West","Auckland - Auckland West - AVONDALE",2806097
1,Serious,No,23,09,2009,09,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - NELSON",2912863
1,Serious,No,23,09,2009,13,Canterbury,"Canterbury - Chch Central","Canterbury - Chch Central - CHRISTCHURCH",2922887
1,Serious,No,23,09,2009,15,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - METHVEN",2922896
1,Serious,No,23,09,2009,17,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - HASTINGS",2912872
1,Serious,No,23,09,2010,09,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - CHRISTCHURCH SOUTH",201022777
1,Serious,No,23,09,2010,15,Auckland,"Auckland - Auckland West","Auckland - Auckland West - PONSONBY",201005143
1,Serious,No,23,09,2011,17,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - RANGIORA",201122578
1,Serious,No,23,09,2012,01,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON NORTH",201204397
1,Serious,No,23,09,2012,03,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - TAURANGA",201204329
1,Serious,No,23,09,2012,17,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - RANGIORA",201222575
1,Serious,No,23,10,2008,11,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",2823366
1,Serious,No,23,10,2008,13,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - TAKAPUNA",2804647
1,Serious,No,23,10,2008,16,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",2823368
1,Serious,No,23,10,2008,16,Central,"Central - Manawatu","Central - Manawatu - DANNEVIRKE",2813192
1,Serious,No,23,10,2008,16,Wellington,"Wellington - Wairarapa","Wellington - Wairarapa - CARTERTON",2813255
1,Serious,No,23,10,2008,19,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - HORNBY",2823497
1,Serious,No,23,10,2009,08,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - ASHBURTON",2923111
1,Serious,No,23,10,2009,17,Auckland,"Auckland - Auckland East","Auckland - Auckland East - MOUNT WELLINGTON",2905173
1,Serious,No,23,10,2009,17,Wellington,"Wellington - Wairarapa","Wellington - Wairarapa - CARTERTON",2913278
1,Serious,No,23,10,2010,00,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - LINCOLN",201022989
1,Serious,No,23,10,2010,11,Northland,"Northland - Far North","Northland - Far North - KAIKOHE",201005798
1,Serious,No,23,10,2010,15,Waikato,"Waikato - Waikato West","Waikato - Waikato West - RAGLAN",201004875
1,Serious,No,23,10,2011,06,Counties/Manukau,"Counties/Manukau - Manukau West","Counties/Manukau - Manukau West - MANGERE",201105826
1,Serious,No,23,10,2011,17,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - CHRISTCHURCH SOUTH",201122913
1,Serious,No,23,11,2008,00,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - HENDERSON",2805658
1,Serious,No,23,11,2008,01,Southern,"Southern - Southland","Southern - Southland - GORE",2823611
1,Serious,No,23,11,2008,20,Auckland,"Auckland - Auckland West","Auckland - Auckland West - AVONDALE",2805709
1,Serious,No,23,11,2008,21,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - KAIAPOI",2823511
1,Serious,No,23,11,2009,14,Auckland,"Auckland - Auckland West","Auckland - Auckland West - PONSONBY",2905520
1,Serious,No,23,11,2010,02,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - GLENFIELD",201005838
1,Serious,No,23,11,2010,17,Southern,"Southern - Otago Rural","Southern - Otago Rural - OMAKAU",201023110
1,Serious,No,23,11,2010,17,Southern,"Southern - Southland","Southern - Southland - INVERCARGILL CENTRAL",201023150
1,Serious,No,23,11,2010,17,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - HENDERSON",201005770
1,Serious,No,23,11,2011,00,Wellington,"Wellington - Wellington","Wellington - Wellington - JOHNSONVILLE",201113079
1,Serious,No,23,11,2012,16,Southern,"Southern - Southland","Southern - Southland - TE ANAU",201222950
1,Serious,No,23,11,2012,17,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - TAURANGA",201205251
1,Serious,No,23,11,2012,23,Tasman,"Tasman - West Coast","Tasman - West Coast - WESTPORT",201223432
1,Serious,No,23,12,2008,18,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PAPAKURA",2806561
1,Serious,No,23,12,2008,18,Southern,"Southern - Dunedin","Southern - Dunedin - DUNEDIN CENTRAL",2823722
1,Serious,No,23,12,2008,21,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - FLAXMERE",2814071
1,Serious,No,23,12,2009,05,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - TARADALE",2913695
1,Serious,No,23,12,2009,09,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - PUTARURU",2905685
1,Serious,No,23,12,2009,12,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",2923643
1,Serious,No,23,12,2010,01,Central,"Central - Manawatu","Central - Manawatu - WOODVILLE",201013729
1,Serious,No,23,12,2010,11,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - WELLSFORD",201006408
1,Serious,No,23,12,2010,12,Auckland,"Auckland - Auckland Central","Auckland - Auckland Central - AUCKLAND CENTRAL",201006065
1,Serious,No,23,12,2010,21,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - NEW BRIGHTON",201023323
1,Serious,No,23,12,2011,11,Counties/Manukau,"Counties/Manukau - Manukau Central","Counties/Manukau - Manukau Central - MANUREWA",201105467
1,Serious,No,23,12,2011,21,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - OTARA",201105214
1,Serious,No,23,12,2012,09,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - HENDERSON",201205426
1,Serious,No,23,12,2012,12,Wellington,"Wellington - Kapiti-Mana","Wellington - Kapiti-Mana - WAITANGIRUA",201213156
1,Serious,No,24,01,2008,01,Southern,"Southern - Southland","Southern - Southland - HALFMOON BAY",2821248
1,Serious,No,24,01,2008,17,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - BROWNS BAY",2802104
1,Serious,No,24,01,2009,07,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - OTARA",2901565
1,Serious,No,24,01,2009,13,Wellington,"Wellington - Hutt Valley","Wellington - Hutt Valley - UPPER HUTT",2911143
1,Serious,No,24,01,2009,14,Tasman,"Tasman - Marlborough","Tasman - Marlborough - BLENHEIM",2911453
1,Serious,No,24,01,2009,15,Canterbury,"Canterbury - Chch Central","Canterbury - Chch Central - CHRISTCHURCH",2921126
1,Serious,No,24,01,2009,16,Waikato,"Waikato - Waikato West","Waikato - Waikato West - CAMBRIDGE",2901264
1,Serious,No,24,01,2009,18,Wellington,"Wellington - Wairarapa","Wellington - Wairarapa - MASTERTON",2911208
1,Serious,No,24,01,2009,19,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",2922136
1,Serious,No,24,01,2009,20,Wellington,"Wellington - Wairarapa","Wellington - Wairarapa - MASTERTON",2911075
1,Serious,No,24,01,2009,21,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - HOWICK",2902522
1,Serious,No,24,01,2009,23,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - LINCOLN",2921169
1,Serious,No,24,01,2009,23,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - GLENFIELD",2901198
1,Serious,No,24,01,2010,05,Auckland,"Auckland - Auckland East","Auckland - Auckland East - ONEHUNGA",201002457
1,Serious,No,24,01,2010,12,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",201021199
1,Serious,No,24,01,2010,14,Central,"Central - Manawatu","Central - Manawatu - EKETAHUNA",201011114
1,Serious,No,24,01,2010,17,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - TAKAKA",201011079
1,Serious,No,24,01,2011,10,Southern,"Southern - Dunedin","Southern - Dunedin - DUNEDIN SOUTH",201121233
1,Serious,No,24,01,2011,18,Southern,"Southern - Otago Rural","Southern - Otago Rural - ROXBURGH",201121064
1,Serious,No,24,01,2012,16,Auckland,"Auckland - Auckland West","Auckland - Auckland West - BALMORAL",201202627
1,Serious,No,24,01,2012,16,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - GLENFIELD",201201521
1,Serious,No,24,02,2008,11,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - NORTH SHORE",2802215
1,Serious,No,24,02,2008,14,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON EAST",2801521
1,Serious,No,24,02,2008,16,Waikato,"Waikato - Waikato West","Waikato - Waikato West - TE AWAMUTU",2802326
1,Serious,No,24,02,2008,17,Central,"Central - Manawatu","Central - Manawatu - HIGHBURY",2811689
1,Serious,No,24,02,2008,17,Southern,"Southern - Southland","Southern - Southland - INVERCARGILL CENTRAL",2821555
1,Serious,No,24,02,2009,08,Wellington,"Wellington - Kapiti-Mana","Wellington - Kapiti-Mana - PORIRUA CENTRAL",2911162
1,Serious,No,24,02,2009,19,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON CENTRAL",2901728
1,Serious,No,24,02,2010,09,," - "," -  - ",201021961
1,Serious,No,24,02,2010,19,Waikato,"Waikato - Waikato West","Waikato - Waikato West - CAMBRIDGE",201001783
1,Serious,No,24,02,2011,04,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - RAKAIA",201121946
1,Serious,No,24,02,2011,13,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - HAVELOCK NORTH",201111207
1,Serious,No,24,02,2012,16,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",201221365
1,Serious,No,24,02,2012,16,Central,"Central - Taranaki","Central - Taranaki - STRATFORD",201211404
1,Serious,No,24,02,2012,17,Wellington,"Wellington - Wellington","Wellington - Wellington - WELLINGTON",201211379
1,Serious,No,24,02,2012,18,Wellington,"Wellington - Wairarapa","Wellington - Wairarapa - MASTERTON",201211368
1,Serious,No,24,03,2008,12,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - OTARA",2801899
1,Serious,No,24,03,2009,07,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - NORTH SHORE",2901896
1,Serious,No,24,03,2009,08,Wellington,"Wellington - Wellington","Wellington - Wellington - WELLINGTON",2912114
1,Serious,No,24,03,2009,12,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - GLENFIELD",2901894
1,Serious,No,24,03,2009,16,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",2921574
1,Serious,No,24,03,2010,08,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - ROTORUA",201001362
1,Serious,No,24,03,2010,08,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - NAPIER",201011734
1,Serious,No,24,03,2010,09,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - TARADALE",201011732
1,Serious,No,24,03,2010,10,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",201021661
1,Serious,No,24,03,2010,12,Counties/Manukau,"Counties/Manukau - Manukau West","Counties/Manukau - Manukau West - MANGERE",201001981
1,Serious,No,24,03,2010,12,Waikato,"Waikato - Waikato West","Waikato - Waikato West - NGARUAWAHIA",201003260
1,Serious,No,24,03,2010,16,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - BAY VIEW",201011731
1,Serious,No,24,03,2010,18,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON CENTRAL",201002654
1,Serious,No,24,03,2011,08,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",201121821
1,Serious,No,24,03,2011,14,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - METHVEN",201121874
1,Serious,No,24,03,2011,17,Northland,"Northland - Far North","Northland - Far North - KAIKOHE",201102218
1,Serious,No,24,03,2012,00,Southern,"Southern - Southland","Southern - Southland - WYNDHAM",201221861
1,Serious,No,24,03,2012,15,Canterbury,"Canterbury - Chch Central","Canterbury - Chch Central - CHRISTCHURCH",201222160
1,Serious,No,24,03,2012,17,Waikato,"Waikato - Waikato East","Waikato - Waikato East - NGATEA",201201392
1,Serious,No,24,03,2012,21,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - WAIPAWA",201211555
1,Serious,No,24,04,2008,12,Auckland,"Auckland - Auckland West","Auckland - Auckland West - AVONDALE",2802437
1,Serious,No,24,04,2009,18,Auckland,"Auckland - Auckland Central","Auckland - Auckland Central - AUCKLAND CENTRAL",2902644
1,Serious,No,24,04,2009,21,Northland,"Northland - Whangarei","Northland - Whangarei - WHANGAREI",2902416
1,Serious,No,24,04,2010,06,Southern,"Southern - Dunedin","Southern - Dunedin - DUNEDIN SOUTH",201021887
1,Serious,No,24,04,2010,12,Southern,"Southern - Otago Rural","Southern - Otago Rural - CROMWELL",201021650
1,Serious,No,24,04,2010,12,Southern,"Southern - Southland","Southern - Southland - INVERCARGILL CENTRAL",201021764
1,Serious,No,24,04,2010,16,Southern,"Southern - Dunedin","Southern - Dunedin - PORTOBELLO",201022299
1,Serious,No,24,04,2011,01,Auckland,"Auckland - Auckland Central","Auckland - Auckland Central - AUCKLAND CENTRAL",201102451
1,Serious,No,24,04,2011,03,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - HENDERSON",201102270
1,Serious,No,24,04,2011,16,Wellington,"Wellington - Kapiti-Mana","Wellington - Kapiti-Mana - KAPITI",201111537
1,Serious,No,24,04,2012,07,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",201221795
1,Serious,No,24,04,2012,08,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",201221920
1,Serious,No,24,04,2012,17,Wellington,"Wellington - Wellington","Wellington - Wellington - WELLINGTON",201211685
1,Serious,No,24,04,2012,18,Auckland,"Auckland - Auckland Central","Auckland - Auckland Central - AUCKLAND CENTRAL",201203615
1,Serious,No,24,04,2012,23,Central,"Central - Manawatu","Central - Manawatu - DANNEVIRKE",201211707
1,Serious,No,24,05,2008,07,Auckland,"Auckland - Auckland East","Auckland - Auckland East - GLEN INNES",2806558
1,Serious,No,24,05,2008,13,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON EAST",2802860
1,Serious,No,24,05,2008,17,Southern,"Southern - Dunedin","Southern - Dunedin - PORT CHALMERS",2822254
1,Serious,No,24,05,2010,12,Waikato,"Waikato - Waikato West","Waikato - Waikato West - TE KUITI",201002863
1,Serious,No,24,05,2010,15,Waikato,"Waikato - Waikato West","Waikato - Waikato West - NGARUAWAHIA",201003222
1,Serious,No,24,05,2010,16,Waikato,"Waikato - Waikato West","Waikato - Waikato West - TE AWAMUTU",201002865
1,Serious,No,24,05,2011,08,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - NORTH SHORE",201103336
1,Serious,No,24,05,2011,13,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - OREWA",201103369
1,Serious,No,24,05,2011,16,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - MANGAKINO",201102790
1,Serious,No,24,05,2011,22,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - OTARA",201103052
1,Serious,No,24,05,2011,23,Central,"Central - Whanganui","Central - Whanganui - WHANGANUI",201112306
1,Serious,No,24,05,2012,08,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - ROTORUA",201202263
1,Serious,No,24,05,2012,16,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - NEW BRIGHTON",201221974
1,Serious,No,24,05,2012,16,Waikato,"Waikato - Waikato East","Waikato - Waikato East - TE AROHA",201203411
1,Serious,No,24,05,2012,20,Central,"Central - Manawatu","Central - Manawatu - ROSSMONT",201211975
1,Serious,No,24,06,2008,18,Wellington,"Wellington - Hutt Valley","Wellington - Hutt Valley - LOWER HUTT",2812350
1,Serious,No,24,06,2008,22,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - HORNBY",2822398
1,Serious,No,24,06,2009,14,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TOKOROA",2903441
1,Serious,No,24,06,2010,16,Central,"Central - Whanganui","Central - Whanganui - WHANGANUI",201012250
1,Serious,No,24,06,2010,17,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON CENTRAL",201003258
1,Serious,No,24,06,2010,21,Auckland,"Auckland - Auckland Central","Auckland - Auckland Central - AUCKLAND CENTRAL",201004034
1,Serious,No,24,06,2011,06,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - HOWICK",201103193
1,Serious,No,24,06,2011,06,Waikato,"Waikato - Waikato West","Waikato - Waikato West - TE AWAMUTU",201103600
1,Serious,No,24,06,2011,16,Counties/Manukau,"Counties/Manukau - Manukau Central","Counties/Manukau - Manukau Central - MANUREWA",201104137
1,Serious,No,24,06,2011,18,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - HASTINGS",201112183
1,Serious,No,24,06,2011,21,Auckland,"Auckland - Auckland Central","Auckland - Auckland Central - AUCKLAND CENTRAL",201103187
1,Serious,No,24,06,2011,23,Waikato,"Waikato - Waikato East","Waikato - Waikato East - COROMANDEL",201106077
1,Serious,No,24,06,2012,17,Wellington,"Wellington - Wellington","Wellington - Wellington - WELLINGTON",201212126
1,Serious,No,24,06,2012,21,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - KAWERAU",201203306
1,Serious,No,24,07,2008,00,Auckland,"Auckland - Auckland West","Auckland - Auckland West - BALMORAL",2803730
1,Serious,No,24,07,2008,07,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON CENTRAL",2804004
1,Serious,No,24,07,2008,08,Counties/Manukau,"Counties/Manukau - Manukau West","Counties/Manukau - Manukau West - MANGERE",2803980
1,Serious,No,24,07,2008,15,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - CHRISTCHURCH SOUTH",2822900
1,Serious,No,24,07,2008,18,Southern,"Southern - Dunedin","Southern - Dunedin - DUNEDIN SOUTH",2823124
1,Serious,No,24,07,2008,22,Southern,"Southern - Southland","Southern - Southland - INVERCARGILL CENTRAL",2822523
1,Serious,No,24,07,2009,12,Tasman,"Tasman - Marlborough","Tasman - Marlborough - KAIKOURA",2922438
1,Serious,No,24,07,2010,00,Wellington,"Wellington - Wellington","Wellington - Wellington - WELLINGTON",201012537
1,Serious,No,24,07,2010,01,Central,"Central - Manawatu","Central - Manawatu - ROSSMONT",201012398
1,Serious,No,24,07,2010,01,Northland,"Northland - Whangarei","Northland - Whangarei - WHANGAREI",201003954
1,Serious,No,24,07,2010,02,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - HENDERSON",201004642
1,Serious,No,24,07,2010,16,Wellington,"Wellington - Hutt Valley","Wellington - Hutt Valley - WAINUIOMATA",201012653
1,Serious,No,24,07,2010,22,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - TAURANGA SOUTH",201003766
1,Serious,No,24,07,2011,02,Eastern,"Eastern - Tairawhiti","Eastern - Tairawhiti - GISBORNE",201112246
1,Serious,No,24,07,2011,03,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - TAURANGA",201103676
1,Serious,No,24,07,2011,04,Waikato,"Waikato - Waikato West","Waikato - Waikato West - TE AWAMUTU",201103719
1,Serious,No,24,07,2011,09,Southern,"Southern - Southland","Southern - Southland - WYNDHAM",201122192
1,Serious,No,24,07,2011,11,Central,"Central - Manawatu","Central - Manawatu - ROSSMONT",201112444
1,Serious,No,24,07,2011,16,Waikato,"Waikato - Waikato West","Waikato - Waikato West - NGARUAWAHIA",201104054
1,Serious,No,24,07,2012,08,Waikato,"Waikato - Waikato East","Waikato - Waikato East - WAIHI",201203702
1,Serious,No,24,07,2012,16,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - HORNBY",201222382
1,Serious,No,24,07,2012,22,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",201222429
1,Serious,No,24,08,2008,01,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",2823156
1,Serious,No,24,08,2008,03,Canterbury,"Canterbury - Chch Central","Canterbury - Chch Central - CHRISTCHURCH",2822903
1,Serious,No,24,08,2008,03,Central,"Central - Taranaki","Central - Taranaki - OPUNAKE",2812995
1,Serious,No,24,08,2008,10,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - OTARA",2804285
1,Serious,No,24,08,2008,11,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - MOUNT MAUNGANUI",2804700
1,Serious,No,24,08,2008,16,Central,"Central - Taranaki","Central - Taranaki - MANAIA",2812960
1,Serious,No,24,08,2009,04,Southern,"Southern - Dunedin","Southern - Dunedin - BALCLUTHA",2922641
1,Serious,No,24,08,2009,08,Auckland,"Auckland - Auckland East","Auckland - Auckland East - NEWMARKET",2904953
1,Serious,No,24,08,2009,15,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",2922707
1,Serious,No,24,08,2009,22,Southern,"Southern - Otago Rural","Southern - Otago Rural - WANAKA",2922863
1,Serious,No,24,08,2010,07,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - HENDERSON",201004256
1,Serious,No,24,08,2010,12,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - CHRISTCHURCH SOUTH",201022779
1,Serious,No,24,08,2010,17,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - MOTUEKA",201012769
1,Serious,No,24,08,2011,14,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON WEST",201104413
1,Serious,No,24,08,2012,12,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON WEST",201204318
1,Serious,No,24,08,2012,15,Counties/Manukau,"Counties/Manukau - Manukau Central","Counties/Manukau - Manukau Central - MANUREWA",201204230
1,Serious,No,24,08,2012,16,Wellington,"Wellington - Kapiti-Mana","Wellington - Kapiti-Mana - PORIRUA CENTRAL",201212468
1,Serious,No,24,08,2012,17,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - WAIPUKURAU",201212591
1,Serious,No,24,09,2008,07,Central,"Central - Manawatu","Central - Manawatu - FEILDING",2813789
