"COUNT","Worst Inj. FSMN","State Highway","Crash Day","Crash Month","Crash Year","Crash Hour","Police District","Police Area","Police Station","Crash ID"
1,Fatal,No,01,01,2009,20,Central,"Central - Whanganui","Central - Whanganui - WHANGANUI",2910003
1,Fatal,No,01,01,2010,16,Southern,"Southern - Otago Rural","Southern - Otago Rural - QUEENSTOWN",201020001
1,Fatal,No,01,01,2011,01,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - HASTINGS",201110001
1,Fatal,No,01,01,2012,17,Central,"Central - Manawatu","Central - Manawatu - EKETAHUNA",201210001
1,Fatal,No,01,02,2008,12,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - RANGIORA",2820011
1,Fatal,No,01,02,2008,15,Wellington,"Wellington - Kapiti-Mana","Wellington - Kapiti-Mana - WAITANGIRUA",2810009
1,Fatal,No,01,02,2008,19,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - OTARA",2800018
1,Fatal,No,01,02,2009,17,Central,"Central - Taranaki","Central - Taranaki - STRATFORD",2910015
1,Fatal,No,01,02,2011,08,Northland,"Northland - Whangarei","Northland - Whangarei - KAMO",201100015
1,Fatal,No,01,03,2010,21,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PUKEKOHE",201000030
1,Fatal,No,01,03,2011,09,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - HOWICK",201100024
1,Fatal,No,01,04,2008,11,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - TIMARU",2820031
1,Fatal,No,01,05,2008,04,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - ASHBURTON",2820034
1,Fatal,No,01,05,2008,18,Counties/Manukau,"Counties/Manukau - Manukau West","Counties/Manukau - Manukau West - PAPATOETOE",2800065
1,Fatal,No,01,05,2009,12,Northland,"Northland - Far North","Northland - Far North - RUSSELL",2900075
1,Fatal,No,01,05,2009,16,Northland,"Northland - Far North","Northland - Far North - HOUHORA",2900076
1,Fatal,No,01,05,2011,11,Counties/Manukau,"Counties/Manukau - Manukau West","Counties/Manukau - Manukau West - OTAHUHU",201100046
1,Fatal,No,01,06,2011,13,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON NORTH",201100058
1,Fatal,No,01,06,2011,20,Central,"Central - Manawatu","Central - Manawatu - ROSSMONT",201110031
1,Fatal,No,01,07,2010,13,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - BROWNS BAY",201000098
1,Fatal,No,01,07,2010,19,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - ROTORUA",201000101
1,Fatal,No,01,08,2009,03,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TAUPO",2900122
1,Fatal,No,01,08,2009,22,Central,"Central - Whanganui","Central - Whanganui - RAETIHI",2910063
1,Fatal,No,01,08,2012,09,Central,"Central - Taranaki","Central - Taranaki - FITZROY",201210046
1,Fatal,No,01,10,2010,20,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - LEESTON",201020057
1,Fatal,No,01,10,2010,20,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - OTARA",201000127
1,Fatal,No,01,12,2008,13,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TAUPO",2800151
1,Fatal,No,01,12,2010,00,Southern,"Southern - Southland","Southern - Southland - LUMSDEN",201020072
1,Fatal,No,01,12,2011,20,Southern,"Southern - Dunedin","Southern - Dunedin - DUNEDIN SOUTH",201120054
1,Fatal,No,01,12,2011,21,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - OREWA",201100121
1,Fatal,No,01,12,2012,22,Central,"Central - Whanganui","Central - Whanganui - TAUMARUNUI",201210070
1,Fatal,No,01,12,2012,23,Waikato,"Waikato - Waikato East","Waikato - Waikato East - PAEROA",201200122
1,Fatal,No,02,01,2008,01,Wellington,"Wellington - Wairarapa","Wellington - Wairarapa - GREYTOWN",2810001
1,Fatal,No,02,01,2008,05,Tasman,"Tasman - West Coast","Tasman - West Coast - REEFTON",2820001
1,Fatal,No,02,01,2008,12,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - TWIZEL",2820002
1,Fatal,No,02,01,2009,19,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - ROTORUA",2900003
1,Fatal,No,02,01,2010,01,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - OPOTIKI",201000001
1,Fatal,No,02,02,2008,08,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TAUPO",2800021
1,Fatal,No,02,02,2010,12,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - NORTH SHORE",201000020
1,Fatal,No,02,02,2010,13,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - ROTORUA",201000021
1,Fatal,No,02,03,2008,00,Central,"Central - Manawatu","Central - Manawatu - FOXTON",2810018
1,Fatal,No,02,03,2008,19,Tasman,"Tasman - West Coast","Tasman - West Coast - GREYMOUTH",2820021
1,Fatal,No,02,04,2010,01,Waikato,"Waikato - Waikato East","Waikato - Waikato East - MATAMATA",201000052
1,Fatal,No,02,04,2011,00,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - OXFORD",201120014
1,Fatal,No,02,04,2011,16,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - MASSEY",201100036
1,Fatal,No,02,06,2012,20,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - BAY VIEW",201210031
1,Fatal,No,02,07,2009,03,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - CLIVE",2910054
1,Fatal,No,02,07,2009,08,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - WARKWORTH",2900109
1,Fatal,No,02,07,2011,01,Central,"Central - Taranaki","Central - Taranaki - WESTOWN",201110038
1,Fatal,No,02,08,2008,20,Waikato,"Waikato - Waikato West","Waikato - Waikato West - HUNTLY",2800112
1,Fatal,No,02,08,2012,14,Southern,"Southern - Southland","Southern - Southland - INVERCARGILL CENTRAL",201220040
1,Fatal,No,02,09,2010,07,Northland,"Northland - Far North","Northland - Far North - MANGONUI",201000117
1,Fatal,No,02,09,2011,21,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - TEMUKA",201120039
1,Fatal,No,02,09,2012,02,Auckland,"Auckland - Auckland East","Auckland - Auckland East - ONEHUNGA",201200076
1,Fatal,No,02,09,2012,16,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - OREWA",201200077
1,Fatal,No,02,10,2010,14,Northland,"Northland - Whangarei","Northland - Whangarei - WHANGAREI",201000131
1,Fatal,No,02,10,2011,03,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON CENTRAL",201100103
1,Fatal,No,02,11,2012,13,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - ASHBURTON",201220055
1,Fatal,No,02,12,2008,20,Northland,"Northland - Whangarei","Northland - Whangarei - HIKURANGI",2800152
1,Fatal,No,03,01,2008,04,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - ROTORUA",2800003
1,Fatal,No,03,02,2011,17,Auckland,"Auckland - Auckland Central","Auckland - Auckland Central - AUCKLAND CENTRAL",201100019
1,Fatal,No,03,03,2012,05,Auckland,"Auckland - Auckland East","Auckland - Auckland East - MOUNT WELLINGTON",201200026
1,Fatal,No,03,03,2012,12,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - HASTINGS",201210014
1,Fatal,No,03,03,2012,14,Southern,"Southern - Dunedin","Southern - Dunedin - GREEN ISLAND",201220010
1,Fatal,No,03,03,2012,23,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - ASHBURTON",201220011
1,Fatal,No,03,04,2010,11,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",201020014
1,Fatal,No,03,04,2010,20,Northland,"Northland - Far North","Northland - Far North - KAITAIA",201000055
1,Fatal,No,03,05,2009,02,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - HORNBY",2920021
1,Fatal,No,03,06,2008,19,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PUKEKOHE",2800081
1,Fatal,No,03,06,2010,03,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - NEW BRIGHTON",201020031
1,Fatal,No,03,06,2011,06,Central,"Central - Whanganui","Central - Whanganui - MARTON",201110032
1,Fatal,No,03,06,2012,02,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - LINCOLN",201220031
1,Fatal,No,03,07,2009,00,Southern,"Southern - Southland","Southern - Southland - INVERCARGILL CENTRAL",2920031
1,Fatal,No,03,07,2009,22,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - OTARA",2900110
1,Fatal,No,03,07,2010,22,Wellington,"Wellington - Wellington","Wellington - Wellington - WELLINGTON",201010056
1,Fatal,No,03,07,2011,20,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - LINCOLN",201120032
1,Fatal,No,03,07,2012,00,Wellington,"Wellington - Wellington","Wellington - Wellington - JOHNSONVILLE",201210037
1,Fatal,No,03,08,2008,10,Southern,"Southern - Dunedin","Southern - Dunedin - OAMARU",2820052
1,Fatal,No,03,08,2012,12,Southern,"Southern - Dunedin","Southern - Dunedin - MOSGIEL",201220039
1,Fatal,No,03,09,2009,16,Central,"Central - Whanganui","Central - Whanganui - HUNTERVILLE",2910071
1,Fatal,No,03,09,2011,13,Northland,"Northland - Far North","Northland - Far North - KERIKERI",201100090
1,Fatal,No,03,10,2011,18,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - METHVEN",201120042
1,Fatal,No,03,10,2011,19,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TOKOROA",201100104
1,Fatal,No,03,10,2012,13,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - GLENFIELD",201200092
1,Fatal,No,03,12,2008,17,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - MURCHISON",2810077
1,Fatal,No,04,01,2010,16,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - WARKWORTH",201000004
1,Fatal,No,04,03,2009,17,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - TAURANGA SOUTH",2900033
1,Fatal,No,04,04,2009,03,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - HENDERSON",2900049
1,Fatal,No,04,06,2008,08,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - MOUNT MAUNGANUI",2800082
1,Fatal,No,04,08,2008,10,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - FLAXMERE",2810050
1,Fatal,No,04,08,2009,12,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - WAIUKU",2900124
1,Fatal,No,04,08,2010,14,Northland,"Northland - Whangarei","Northland - Whangarei - DARGAVILLE",201000110
1,Fatal,No,04,08,2010,23,Northland,"Northland - Far North","Northland - Far North - KAEO",201000111
1,Fatal,No,04,08,2011,23,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - BEACHLANDS",201100079
1,Fatal,No,04,09,2009,01,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - OTARA",2900136
1,Fatal,No,04,10,2012,15,Counties/Manukau,"Counties/Manukau - Manukau Central","Counties/Manukau - Manukau Central - MANUREWA",201200093
1,Fatal,No,04,11,2008,15,Canterbury,"Canterbury - Chch Central","Canterbury - Chch Central - CHRISTCHURCH",2820074
1,Fatal,No,04,11,2011,21,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PUKEKOHE",201100113
1,Fatal,No,04,11,2012,21,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - WAIMATE",201220056
1,Fatal,No,04,12,2009,19,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PUKEKOHE",2900170
1,Fatal,No,04,12,2009,20,Southern,"Southern - Southland","Southern - Southland - INVERCARGILL CENTRAL",2920057
1,Fatal,No,04,12,2010,23,Counties/Manukau,"Counties/Manukau - Manukau West","Counties/Manukau - Manukau West - MANGERE",201000152
1,Fatal,No,04,12,2011,01,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - OREWA",201100123
1,Fatal,No,05,01,2008,14,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PAPAKURA",2800004
1,Fatal,No,05,01,2011,00,Auckland,"Auckland - Auckland East","Auckland - Auckland East - NEWMARKET",201100005
1,Fatal,No,05,02,2009,12,Southern,"Southern - Dunedin","Southern - Dunedin - MOSGIEL",2920002
1,Fatal,No,05,03,2011,15,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - WAIUKU",201100025
1,Fatal,No,05,03,2012,23,Southern,"Southern - Otago Rural","Southern - Otago Rural - RANFURLY",201220012
1,Fatal,No,05,04,2008,13,Waikato,"Waikato - Waikato East","Waikato - Waikato East - MATAMATA",2800048
1,Fatal,No,05,04,2008,19,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - HENDERSON",2800050
1,Fatal,No,05,04,2010,00,Eastern,"Eastern - Tairawhiti","Eastern - Tairawhiti - MANUTUKE",201010035
1,Fatal,No,05,04,2010,09,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - WAIPUKURAU",201010037
1,Fatal,No,05,05,2010,19,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",201020022
1,Fatal,No,05,05,2010,20,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - NEW LYNN",201000078
1,Fatal,No,05,06,2009,16,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - NORTH SHORE",2900094
1,Fatal,No,05,09,2008,14,Waikato,"Waikato - Waikato East","Waikato - Waikato East - MORRINSVILLE",2800122
1,Fatal,No,05,09,2009,13,Central,"Central - Manawatu","Central - Manawatu - ASHURST",2910073
1,Fatal,No,05,09,2010,12,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - BEACHLANDS",201000118
1,Fatal,No,05,09,2011,10,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON NORTH",201100092
1,Fatal,No,05,10,2009,20,Southern,"Southern - Southland","Southern - Southland - INVERCARGILL CENTRAL",2920048
1,Fatal,No,05,10,2009,No hours,Northland,"Northland - Far North","Northland - Far North - KOHUKOHU",2900147
1,Fatal,No,05,10,2010,14,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - NAPIER",201010076
1,Fatal,No,05,11,2011,15,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - TARADALE",201110067
1,Fatal,No,05,12,2010,12,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - OTARA",201000155
1,Fatal,No,05,12,2010,20,Waikato,"Waikato - Waikato West","Waikato - Waikato West - CAMBRIDGE",201000153
1,Fatal,No,06,01,2009,10,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - MASSEY",2900012
1,Fatal,No,06,02,2008,23,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - MOTUEKA",2810012
1,Fatal,No,06,02,2009,22,Auckland,"Auckland - Auckland Central","Auckland - Auckland Central - AUCKLAND CENTRAL",2900021
1,Fatal,No,06,02,2010,05,Tasman,"Tasman - West Coast","Tasman - West Coast - WESTPORT",201020006
1,Fatal,No,06,02,2011,07,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PAPAKURA",201100016
1,Fatal,No,06,02,2011,12,Central,"Central - Manawatu","Central - Manawatu - PONGAROA",201110010
1,Fatal,No,06,02,2012,10,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - KUMEU",201200017
1,Fatal,No,06,02,2012,14,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - HOWICK",201200016
1,Fatal,No,06,03,2008,15,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - OTARA",2800037
1,Fatal,No,06,03,2008,20,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - ASHBURTON",2820022
1,Fatal,No,06,03,2009,19,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - NAPIER",2910022
1,Fatal,No,06,04,2008,01,Eastern,"Eastern - Tairawhiti","Eastern - Tairawhiti - WAIROA",2810026
1,Fatal,No,06,04,2008,01,Waikato,"Waikato - Waikato East","Waikato - Waikato East - MATAMATA",2800049
1,Fatal,No,06,04,2010,07,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PAPAKURA",201000057
1,Fatal,No,06,04,2010,08,Auckland,"Auckland - Auckland East","Auckland - Auckland East - ONEHUNGA",201000058
1,Fatal,No,06,04,2010,21,Auckland,"Auckland - Auckland Central","Auckland - Auckland Central - WAIHEKE",201000059
1,Fatal,No,06,05,2008,21,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",2820037
1,Fatal,No,06,06,2009,23,Central,"Central - Manawatu","Central - Manawatu - ROSSMONT",2910049
1,Fatal,No,06,06,2010,05,Eastern,"Eastern - Tairawhiti","Eastern - Tairawhiti - TOKOMARU BAY",201010051
1,Fatal,No,06,06,2012,20,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON NORTH",201200049
1,Fatal,No,06,07,2008,02,Central,"Central - Manawatu","Central - Manawatu - ROSSMONT",2810046
1,Fatal,No,06,07,2009,14,Southern,"Southern - Dunedin","Southern - Dunedin - BALCLUTHA",2920033
1,Fatal,No,06,07,2011,06,Central,"Central - Whanganui","Central - Whanganui - MARTON",201110039
1,Fatal,No,06,07,2011,11,Bay Of Plenty,"Bay Of Plenty - Western Bay of Plenty","Bay Of Plenty - Western Bay of Plenty - MOUNT MAUNGANUI",201100066
1,Fatal,No,06,07,2011,13,Central,"Central - Manawatu","Central - Manawatu - FEILDING",201110040
1,Fatal,No,06,08,2009,19,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - LINCOLN",2920038
1,Fatal,No,06,10,2011,18,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON EAST",201100105
1,Fatal,No,06,11,2008,01,Counties/Manukau,"Counties/Manukau - Manukau Central","Counties/Manukau - Manukau Central - MANUREWA",2800141
1,Fatal,No,06,11,2008,17,Central,"Central - Taranaki","Central - Taranaki - WESTOWN",2810068
1,Fatal,No,06,11,2008,23,Auckland,"Auckland - Auckland East","Auckland - Auckland East - MOUNT WELLINGTON",2800143
1,Fatal,No,06,11,2011,05,Southern,"Southern - Southland","Southern - Southland - WINTON",201120049
1,Fatal,No,06,12,2011,21,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TAUPO",201100127
1,Fatal,No,07,01,2009,12,Northland,"Northland - Far North","Northland - Far North - KAEO",2900004
1,Fatal,No,07,01,2011,10,Central,"Central - Manawatu","Central - Manawatu - ASHURST",201110004
1,Fatal,No,07,01,2011,13,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - ALBANY",201100007
1,Fatal,No,07,01,2012,02,Auckland,"Auckland - Auckland East","Auckland - Auckland East - MOUNT WELLINGTON",201200002
1,Fatal,No,07,02,2008,23,Auckland,"Auckland - Auckland East","Auckland - Auckland East - MOUNT WELLINGTON",2800023
1,Fatal,No,07,02,2008,No hours,Southern,"Southern - Otago Rural","Southern - Otago Rural - QUEENSTOWN",2820015
1,Fatal,No,07,02,2012,07,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - TWIZEL",201220006
1,Fatal,No,07,03,2010,14,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PUKEKOHE",201000034
1,Fatal,No,07,06,2012,15,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - HAVELOCK NORTH",201210035
1,Fatal,No,07,09,2008,17,Southern,"Southern - Dunedin","Southern - Dunedin - OAMARU",2820058
1,Fatal,No,07,09,2008,21,Southern,"Southern - Otago Rural","Southern - Otago Rural - ALEXANDRA",2820057
1,Fatal,No,07,09,2009,19,Auckland,"Auckland - Auckland Central","Auckland - Auckland Central - AUCKLAND CENTRAL",2900138
1,Fatal,No,07,10,2010,21,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - ROTORUA",201000129
1,Fatal,No,07,10,2011,08,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - PAPANUI",201120045
1,Fatal,No,07,11,2008,22,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - KUMEU",2800144
1,Fatal,No,07,11,2010,13,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - METHVEN",201020063
1,Fatal,No,07,12,2012,11,Waikato,"Waikato - Hamilton City","Waikato - Hamilton City - HAMILTON NORTH",201200126
1,Fatal,No,08,01,2008,23,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TAUPO",2800006
1,Fatal,No,08,02,2009,11,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - MANGAKINO",2900022
1,Fatal,No,08,03,2008,18,Waikato,"Waikato - Waikato East","Waikato - Waikato East - MORRINSVILLE",2800041
1,Fatal,No,08,03,2008,19,Southern,"Southern - Dunedin","Southern - Dunedin - KAIKORAI VALLEY",2820024
1,Fatal,No,08,03,2008,20,Waikato,"Waikato - Waikato West","Waikato - Waikato West - TE AWAMUTU",2800040
1,Fatal,No,08,03,2011,17,Northland,"Northland - Far North","Northland - Far North - MANGONUI",201100027
1,Fatal,No,08,04,2009,06,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - HENDERSON",2900051
1,Fatal,No,08,04,2011,15,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - TURANGI",201100037
1,Fatal,No,08,05,2008,08,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - TAKAPUNA",2800068
1,Fatal,No,08,08,2008,18,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PUKEKOHE",2800114
1,Fatal,No,08,08,2010,01,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - LEESTON",201020044
1,Fatal,No,08,08,2012,13,Auckland,"Auckland - Auckland East","Auckland - Auckland East - MOUNT WELLINGTON",201200066
1,Fatal,No,08,09,2012,07,Auckland,"Auckland - Auckland West","Auckland - Auckland West - BALMORAL",201200080
1,Fatal,No,08,11,2012,06,Southern,"Southern - Otago Rural","Southern - Otago Rural - QUEENSTOWN",201220057
1,Fatal,No,08,12,2008,06,Waitemata,"Waitemata - Rodney","Waitemata - Rodney - OREWA",2800155
1,Fatal,No,08,12,2008,07,Tasman,"Tasman - Marlborough","Tasman - Marlborough - BLENHEIM",2810080
1,Fatal,No,08,12,2011,21,Waikato,"Waikato - Waikato East","Waikato - Waikato East - MATAMATA",201100125
1,Fatal,No,09,01,2008,11,Northland,"Northland - Whangarei","Northland - Whangarei - KAMO",2800008
1,Fatal,No,09,01,2010,16,Waikato,"Waikato - Waikato West","Waikato - Waikato West - BENNEYDALE",201000007
1,Fatal,No,09,01,2012,16,Canterbury,"Canterbury - Southern Canterbury","Canterbury - Southern Canterbury - LINCOLN",201220002
1,Fatal,No,09,02,2008,03,Canterbury,"Canterbury - Mid-South Canterbury","Canterbury - Mid-South Canterbury - PLEASANT POINT",2820016
1,Fatal,No,09,02,2010,08,Central,"Central - Manawatu","Central - Manawatu - HIGHBURY",201010015
1,Fatal,No,09,02,2012,00,Southern,"Southern - Southland","Southern - Southland - INVERCARGILL CENTRAL",201220007
1,Fatal,No,09,03,2011,08,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - TARADALE",201110015
1,Fatal,No,09,03,2012,20,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - TE KAHA",201200028
1,Fatal,No,09,04,2009,22,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - OTARA",2900052
1,Fatal,No,09,04,2011,23,Eastern,"Eastern - Hawkes Bay","Eastern - Hawkes Bay - NAPIER",201110019
1,Fatal,No,09,05,2008,19,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - OXFORD",2820038
1,Fatal,No,09,05,2009,11,Waitemata,"Waitemata - North Shore","Waitemata - North Shore - NORTH SHORE",2900082
1,Fatal,No,09,05,2010,08,Bay Of Plenty,"Bay Of Plenty - Eastern Bay of Plenty","Bay Of Plenty - Eastern Bay of Plenty - KAWERAU",201000082
1,Fatal,No,09,05,2010,15,Southern,"Southern - Otago Rural","Southern - Otago Rural - QUEENSTOWN",201020023
1,Fatal,No,09,06,2008,23,Central,"Central - Manawatu","Central - Manawatu - LINTON",2810040
1,Fatal,No,09,06,2009,21,Bay Of Plenty,"Bay Of Plenty - Rotorua","Bay Of Plenty - Rotorua - ROTORUA",2900095
1,Fatal,No,09,06,2012,13,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PUKEKOHE",201200052
1,Fatal,No,09,07,2009,01,Central,"Central - Taranaki","Central - Taranaki - HAWERA",2910056
1,Fatal,No,09,07,2009,08,Waitemata,"Waitemata - Waitakere","Waitemata - Waitakere - HENDERSON",2900112
1,Fatal,No,09,09,2008,17,Southern,"Southern - Dunedin","Southern - Dunedin - LAWRENCE",2820059
1,Fatal,No,09,09,2009,09,Central,"Central - Manawatu","Central - Manawatu - ASHURST",2910074
1,Fatal,No,09,09,2010,01,Bay Of Plenty,"Bay Of Plenty - Taupo","Bay Of Plenty - Taupo - MANGAKINO",201000121
1,Fatal,No,09,10,2009,19,Northland,"Northland - Whangarei","Northland - Whangarei - ONERAHI",2900149
1,Fatal,No,09,10,2010,13,Central,"Central - Manawatu","Central - Manawatu - ASHURST",201010077
1,Fatal,No,09,10,2012,23,Central,"Central - Manawatu","Central - Manawatu - ROSSMONT",201210057
1,Fatal,No,09,11,2009,21,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - OTARA",2900160
1,Fatal,No,09,11,2010,15,Tasman,"Tasman - Nelson Bays","Tasman - Nelson Bays - MOTUEKA",201010085
1,Fatal,No,09,12,2008,22,Counties/Manukau,"Counties/Manukau - Manukau South","Counties/Manukau - Manukau South - PUKEKOHE",2800157
1,Fatal,No,09,12,2009,17,Canterbury,"Canterbury - Chch Central","Canterbury - Chch Central - CHRISTCHURCH",2920058
1,Fatal,No,09,12,2010,13,Auckland,"Auckland - Auckland West","Auckland - Auckland West - BALMORAL",201000157
1,Fatal,No,09,12,2012,00,Canterbury,"Canterbury - Northern Canterbury","Canterbury - Northern Canterbury - NEW BRIGHTON",201220063
1,Fatal,No,09,12,2012,01,Central,"Central - Manawatu","Central - Manawatu - SHANNON",201210072
1,Fatal,No,10,01,2009,03,Counties/Manukau,"Counties/Manukau - Manukau East","Counties/Manukau - Manukau East - BEACHLANDS",2900005
