"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT",,"EASTING","NORTHING"
"TE HONO ST","80","N","TAIPARI ST","2837004","24/05/2008","Sat","0420","CAR1 NBD on TE HONO ST lost control turning left, CAR1 hit Fence, Parked Vehicle, VAN2 hit Fence","CAR1 alcohol test above limit or test refused, lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","0","0","1880523","5820916",
"TE HONO ST","20","S","TE WATI ST","201105705","23/12/2011","Fri","0315","CAR1 NBD on TE HONO ST lost control; went off road to right, CAR1 hit Fence","CAR1 alcohol test result unknown, lost control  ENV: road slippery (rain)","Wet","Dark","Light Rain","T Type Junction","Give Way Sign","0","0","1","1880729","5821100",
"TE KOPIA ROAD","500","W","COATES ROAD","2801996","24/03/2008","Mon","0900","CAR1 WBD on TE KOPIA ROAD lost control turning right on right hand bend ","CAR1 too far left/right, lost control on unsealed road  ENV: road slippery (recently graded), road surface deep loose metal","Dry","Bright Sun","Fine","Unknown","N/A","0","0","2","1876103","5740498",
"TE KOPIA ROAD","6750","S","WAIKITE VALLEY ROAD","2903447","26/07/2009","Sun","1250","SUV1 SBD on TE KOPIA ROAD cutting corner hit SUV2 head on","SUV1 on incorrect side of the island or median, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Dry","Bright Sun","Fine","Unknown","N/A","0","1","1","1882003","5746377",
"TE MAIRE ST","10","E","MARU ST","2841765","28/09/2008","Sun","","CAR1 WBD on TE MAIRE ST hit parked veh, CAR1 hit Parked Vehicle","CAR1 too far left/right","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","0","0","1882041","5826973",
"TE MAIRE ST","150","E","MARU ST","2941995","15/10/2009","Thu","1700","CAR1 WBD on TE MAIRE ST lost control; went off road to right, CAR1 hit Phone Box Etc.","CAR1 alcohol test above limit or test refused, lost control  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","0","0","1882180","5826968",
"TE MATAI ROAD","1300","S","ANGLAND DRIVE","201004162","06/09/2010","Mon","2243","CAR1 NBD on TE MATAI ROAD lost control turning left, CAR1 hit Cliff Bank","CAR1 lost control on unsealed road, new driver showed inexperience, driver over-reacted  ENV: road slippery (rain), road surface deep loose metal, road surface under construction or maintenance","Wet","Dark","Light Rain","Unknown","N/A","0","1","0","1890423","5802232",
"TE MATAI ROAD","3000","S","ANGLAND DRIVE","2802599","24/04/2008","Thu","1415","CAR1 NBD on TE MATAI ROAD lost control turning right on right hand bend ","CAR1 too fast entering corner, too far left/right, lost control while returning to seal from unsealed shoulder","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1889274","5801070",
"TE MATAI ROAD","250","N","MARK ROAD","2934531","15/04/2009","Wed","1817","VAN1 SBD on TE MATAI ROAD hit obstruction, VAN1 hit Stray Animal","VAN1 lost control, suddenly swerved to avoid animal  ENV: household pet rushed out or playing","Dry","Dark","Fine","Unknown","N/A","0","0","0","1893279","5808421",
"TE MATAI ROAD","500","N","MARK ROAD","201039483","11/09/2010","Sat","0900","CAR1 NBD on TE MATAI ROAD lost control; went off road to right","CAR1 too far left/right, attention diverted by cigarette etc","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1893413","5808633",
"TE MATAI ROAD","2000","N","MARK ROAD","2934602","07/05/2009","Thu","2300","TRUCK1 NBD on TE MATAI ROAD hit CAR2 turning right onto TE MATAI ROAD from the left","CAR2 failed to give way at driveway  ENV: entering or leaving other commercial","Dry","Dark","Fine","Driveway","N/A","0","0","0","1894156","5809935",
"TE MATAI ROAD","1050","S","MARK ROAD","201234432","03/07/2012","Tue","1000","SUV1 NBD on TE MATAI ROAD lost control turning left, SUV1 hit Cliff Bank","SUV1 too fast for conditions, lost control on unsealed road  ENV: road slippery (rain), entering or leaving private house / farm","Wet","Overcast","Light Rain","Driveway","N/A","0","0","0","1892580","5807334",
"TE MATAI ROAD","1200","S","MARK ROAD","201038098","17/05/2010","Mon","1322","TRUCK1 NBD on TE MATAI ROAD lost control turning right, TRUCK1 hit Guard Rail on right hand bend ","TRUCK1 too fast entering corner, lost control when turning","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1892549","5807190",
"TE MATAI ROAD","1150","N","RANGIURU ROAD","2802596","19/04/2008","Sat","1342","MOTOR CYCLE1 SBD on TE MATAI ROAD lost control turning right, MOTOR CYCLE1 hit Ditch on right hand bend ","MOTOR CYCLE1 too far left/right, lost control when turning","Dry","Bright Sun","Fine","Unknown","N/A","0","2","0","1889978","5801505",
"TE MATAI ROAD","2000","N","RANGIURU ROAD","2901308","28/01/2009","Wed","1939","MOTOR CYCLE1 SBD on TE MATAI ROAD lost control turning right on right hand bend ","MOTOR CYCLE1 alcohol test below limit, lost control due to road conditions, interferred with driver  ENV: road surface (uneven)","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1890412","5802221",
"TE MATAI ROAD","1650","S","RANGIURU ROAD","2941975","13/10/2009","Tue","0940","CAR1 NBD on TE MATAI ROAD hit parked veh, CAR1 hit Vehicle","CAR1 too fast on straight, too far left/right  TRUCK2 parked or stopped not as close a practicable to side of road  ENV: road surface unusually narrow","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1887862","5799949",
"TE MATAI ROAD","2680","S","RANGIURU ROAD","2801982","02/02/2008","Sat","1800","CAR1 NBD on TE MATAI ROAD lost control turning right, CAR1 hit Fence on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1887437","5799055",
"TE MATAI ROAD","4000","S","RANGIURU ROAD","2839917","19/08/2008","Tue","0929","TRUCK1 NBD on TE MATAI ROAD lost control turning left, TRUCK1 hit Cliff Bank","TRUCK1 lost control when turning, attention diverted by cell phone","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1886638","5798073",
"TE MATAI ROAD","4900","S","RANGIURU ROAD","2942564","07/10/2009","Wed","1740","CAR1 EBD on TE MATAI ROAD lost control turning right, CAR1 hit Cliff Bank, Ditch on right hand bend ","CAR1 lost control on unsealed road, new driver showed inexperience","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1885811","5797822",
"TE MATAI ROAD","320","S","REEVES ROAD","2933599","25/04/2009","Sat","1955","CAR1 SBD on TE MATAI ROAD hit obstruction, CAR1 hit Stray Animal","ENV: road slippery (rain), farm animal straying","Wet","Dark","Light Rain","Unknown","N/A","0","0","0","1891022","5804481",
"TE MATAI ROAD","40","S","SH 2","2837022","21/05/2008","Wed","1340","VAN1 NBD on TE MATAI ROAD hit PEDESTRIAN walking facing traffic","PEDESTRIAN2 Intoxicated non-driver, walking along road not keeping to side of rd, pedestrian playing on road or unnecessarily on road","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1894503","5812108",
"TE MATAI ROAD","4000","S","SH 2","201032934","09/04/2010","Fri","1635","CAR1 NBD on TE MATAI ROAD overtaking TRUCK2 ","CAR1 failed to notice warning sign, failed to notice lane use arrows / markings","Dry","Bright Sun","Fine","Unknown","Nil","0","0","0","1893279","5808422",
"TE MATAI ROAD","5000","S","SH 2","2806494","19/07/2008","Sat","1110","CAR1 SBD on TE MATAI ROAD lost control turning left, CAR1 hit Cliff Bank","CAR1 alcohol test above limit or test refused  ENV: road slippery (rain), visibility limited, heavy rain","Wet","Overcast","Heavy Rain","Unknown","Nil","0","1","1","1892723","5807591",
"TE MATAI ROAD","8000","S","SH 2","2943487","22/12/2009","Tue","0755","CAR1 NBD on TE MATAI ROAD lost control while overtaking","CAR1 too fast on straight, too far left/right, overtaking on left  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","N/A","0","0","0","1891166","5805112",
"TE MATAI ROAD","2000","E","SH 36","2905453","31/10/2009","Sat","1800","CAR1 EBD on TE MATAI ROAD lost control turning right, CAR1 hit Cliff Bank on right hand bend ","CAR1 lost control avoiding another vehicle","Dry","Bright Sun","Fine","Unknown","Nil","0","0","1","1879730","5794415",
"TE MATAI ROAD","2500","E","SH 36","2943497","19/12/2009","Sat","1245","SUV1 NBD on TE MATAI ROAD lost control turning left, SUV1 hit Cliff Bank","SUV1 too fast entering corner, lost control on unsealed road  ENV: road slippery (recently graded)","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1880112","5794710",
"TE MATAI ROAD","3000","E","SH 36","201034160","11/05/2010","Tue","0730","CAR1 WBD on TE MATAI ROAD lost control; went off road to right, CAR1 hit Cliff Bank","CAR1 lost control while returning to seal from unsealed shoulder, new driver showed inexperience","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1880545","5794840",
"TE MATAI ROAD","6210","E","SH 36","201137470","03/10/2011","Mon","1051","TRUCK1 EBD on TE MATAI ROAD lost control turning right, TRUCK1 hit Ditch on right hand bend ","TRUCK1 too far left/right, lost control when turning  ENV: heavy rain","Wet","Overcast","Heavy Rain","Unknown","N/A","0","0","0","1883307","5795725",
"TE MATAI ROAD","2000","S","TE KAHIKA ROAD EAST","201102792","24/05/2011","Tue","0710","CAR1 SBD on TE MATAI ROAD hit CAR2 turning right onto TE MATAI ROAD from the left","CAR2 failed to give way at driveway, didnt see/look when required to give way to traffic from another direction  ENV: entering or leaving other non-commercial","Dry","Bright Sun","Fine","Driveway","Nil","0","0","1","1894137","5809897",
"TE NGAE ROAD","","I","KING ST","2845150","19/12/2008","Fri","2005","VAN1 SBD on KING ST lost control on curve and hit CAR2 head on","VAN1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","0","0","1949854","5790746",
"TE NGAE ROAD","180","N","TI ST","201241741","04/12/2012","Tue","1720","CAR1 NBD on TE NGAE ROAD hit SUV2 U-turning from same direction of travel","SUV2 didnt see/look behind when changing lanes, position or direction","Dry","Overcast","Fine","Unknown","N/A","0","0","0","1885328","5773325",
"TE NGAE ROAD","270","N","TI ST","2938625","13/08/2009","Thu","1612","CAR1 SBD on TE NGAE ROAD hit rear of VAN2 turning right from centre line","CAR1 failed to notice car slowing, attention diverted by scenery or persons outside vehicle  ENV: entering or leaving shopping complex","Wet","Overcast","Fine","Driveway","N/A","0","0","0","1885272","5773395",
"TE NGAE ROAD","50","S","TI ST","201239321","18/10/2012","Thu","1608","VAN1 SBD on TE NGAE ROAD changing lanes/overtaking to right hit CAR2 ","VAN1 didnt see/look behind when changing lanes, position or direction  ENV: heavy rain","Wet","Overcast","Heavy Rain","Unknown","N/A","0","0","0","1885470","5773144",
"TE NGAE ROAD","","I","TI ST","2933028","22/03/2009","Sun","1230","CAR2 turning right hit by oncoming CAR1 NBD on TE NGAE ROAD ","CAR2 failed to give way when turning to non-turning traffic, misjudged intentions of another party, new driver showed inexperience","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","0","1885439","5773184",
"TE NGAE ROAD","","I","TI ST","201102960","13/06/2011","Mon","1355","CYCLIST1 (Age 62)NBD on TE NGAE ROAD hit CAR2 turning right onto TE NGAE ROAD from the left","CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","1","1885439","5773183",
"TE NGAE ROAD","","I","TI ST","201202214","17/05/2012","Thu","1740","CAR1 NBD on TE NGAE ROAD hit SUV2 turning right onto TE NGAE ROAD from the left","CAR1 didn't signal in time incorrect signal  SUV2 failed to give way at give way sign, misjudged intentions of another party","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","0","1","1885439","5773183",
"TE NGAE ROAD","","I","TI ST","2839958","02/09/2008","Tue","0825","CAR1 NBD on TE NGAE ROAD hit CAR2 turning right onto TE NGAE ROAD from the left","CAR2 alcohol test above limit or test refused, failed to notice car slowing","Wet","Overcast","Light Rain","T Type Junction","Give Way Sign","0","0","0","1885439","5773184",
"TE NGAIO ROAD","50","S","BANKS AVENUE","2906234","23/12/2009","Wed","1245","MOTOR CYCLE1 SBD on TE NGAIO ROAD lost control but did not leave the road, MOTOR CYCLE1 hit Other","MOTOR CYCLE1 lost control due to road conditions  ENV: slippery","Dry","Bright Sun","Fine","Unknown","Nil","0","0","1","1881262","5829595",
"TE NGAIO ROAD","200","N","GROVE AVENUE","201240888","01/12/2012","Sat","1300","CAR1 NBD on TE NGAIO ROAD hit CAR2 angle parking","CAR2 didnt see/look behind when reversing/manoeuvering","Dry","Bright Sun","Fine","Unknown","N/A","0","0","0","1881337","5829391",
"TE PAEROA ROAD","120","E","CARMICHAEL ROAD","201102914","07/06/2011","Tue","1448","MOPED1 SBD on TE PAEROA ROAD lost control turning right on right hand bend ","MOPED1 lost control due to road conditions  ENV: road slippery (loose material on seal)","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1873928","5823677",
"TE PAEROA ROAD","130","E","CARMICHAEL ROAD","201137161","04/09/2011","Sun","2206","SUV1 NBD on TE PAEROA ROAD lost control turning left, SUV1 hit Fence","SUV1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","0","0","1873934","5823669",
"TE PUKE QUARRY ROAD","80","W","ALLEY ROAD","201005673","30/11/2010","Tue","2240","CAR1 EBD on TE PUKE QUARRY ROAD lost control; went off road to left, CAR1 hit Bridge","CAR1 attention diverted by cigarette etc","Dry","Dark","Fine","Unknown","N/A","0","0","1","1889311","5814229",
"TE PUKE QUARRY ROAD","800","W","ALLEY ROAD","2942514","11/11/2009","Wed","0014","CAR1 SBD on TE PUKE QUARRY ROAD hit CAR2 head on","CAR1 intentional collision, evading enforcement","Dry","Dark","Fine","Unknown","N/A","0","0","0","1888872","5814631",
"TE PUKE QUARRY ROAD","2000","W","ALLEY ROAD","201040897","24/09/2010","Fri","1200","SUV1 NBD on TE PUKE QUARRY ROAD lost control turning right, SUV1 hit Fence, Tree on right hand bend ","SUV1 too fast entering corner, lost control when turning  ENV: road slippery (rain)","Wet","Bright Sun","Light Rain","Unknown","N/A","0","0","0","1888321","5815099",
"TE PUKE QUARRY ROAD","","I","ALLEY ROAD","201233672","19/06/2012","Tue","0613","VAN1 WBD on TE PUKE QUARRY ROAD lost control; went off road to left, VAN1 went Over Bank, Ditch","VAN1 lost control due to road conditions, misjudged speed, distance or position  ENV: road slippery (loose material on seal), fog or mist","Wet","Dark","Mist","T Type Junction","Nil","0","0","0","1889383","5814194",
"TE PUKE QUARRY ROAD","950","W","REID ROAD","201237228","09/09/2012","Sun","2045","CAR1 SBD on TE PUKE QUARRY ROAD lost control; went off road to left, CAR1 hit Cliff Bank","CAR1 alcohol test above limit or test refused, lost control on unsealed road  ENV: road slippery (rain)","Wet","Dark","Light Rain","Unknown","N/A","0","0","0","1886544","5815633",
"TE PUKE QUARRY ROAD","60","W","SH 2","201138361","03/11/2011","Thu","","MOTOR CYCLE1 WBD on TE PUKE QUARRY ROAD overtaking hit SUV2 turning right","MOTOR CYCLE1 overtaking vehicle signaling right turn  SUV2 failed to signal in time  ENV: entering or leaving other commercial","Dry","Bright Sun","Fine","Driveway","N/A","0","0","0","1891354","5813991",
"TE PUKE QUARRY ROAD","80","W","SH 2","201005039","29/09/2010","Wed","1100","CAR1 WBD on TE PUKE QUARRY ROAD lost control turning right, CAR1 hit Post Or Pole on right hand bend ","CAR1 too fast entering corner, lost control when turning","Dry","Unknown","Fine","Unknown","Nil","0","1","0","1891337","5813980",
"TE PUKE QUARRY ROAD","150","W","SH 2","2803572","18/04/2008","Fri","0723","CAR2 turning right hit by oncoming TRUCK1 EBD on TE PUKE QUARRY ROAD  CAR2 hit Ditch","CAR2 failed to give way when turning to non-turning traffic  ENV: entering or leaving industrial site","Wet","Bright Sun","Fine","Driveway","Nil","0","1","2","1891280","5813946",
"TE PUNA ROAD","1100","N","ARMSTRONG ROAD","201230583","13/03/2012","Tue","0802","CAR1 NBD on TE PUNA ROAD hit CAR2 turning right onto TE PUNA ROAD from the left","CAR2 failed to give way at driveway, didnt see/look when visibility limited by roadside features  ENV: visibility limited by curve, visibility limited by trees, entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","N/A","0","0","0","1871225","5824984",
"TE PUNA ROAD","","I","ARMSTRONG ROAD","2804372","05/09/2008","Fri","0830","CAR1 EBD on ARMSTRONG ROAD hit CAR2 crossing at right angle from right","CAR1 alcohol suspected, failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","0","1","1870993","5823916",
