"meshblockID" "REGC06" "CON06" "MCON06" "AU06" "UA06" "GED02" "MED02" "TA06V2" "WARD06V2" "CB06V2" "TASUB06V2" "urbanRuralGrade" "mainUrbanArea" "code" "urbanRural" "area" "roadLength" "MB01" "AU06D" "UA06D" "TA06" "TA06D" "RC06" "RC06D" "DHB" "DHBD" "population" "X0.4.Years" "X10.14.Years" "X15.19.Years" "X20.24.Years" "X25.29.Years" "X30.34.Years" "X35.39.Years" "X40.44.Years" "X45.49.Years" "X50.54.Years" "X55.59.Years" "X5.9.Years" "X60.64.Years" "X65.Years.and.Over" "Asian.Ethnic.Groups" "European.Ethnic.Groups" "Female" "Male" "Maori.Ethnic.Group" "Median.Age" "MELAA.Ethnic.Groups" "Other.Ethnic.Groups" "Pacific.Peoples..Ethnic.Groups" "Total" "Total.People"
1180304 "04" "0402" "0401" "538301" "009" "004" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.078194504390651 0.665400881038375 NA NA NA NA NA NA NA NA NA 126 12 15 6 0 3 9 15 12 6 9 9 12 3 12 3 93 63 63 21 36 0 24 0 252 123
1178900 "04" "0402" "0401" "538000" "009" "004" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0932929253038247 0.573740744855559 NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1175900 "04" "0402" "0401" "537601" "009" "052" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0623222692477772 0.614545948265224 NA NA NA NA NA NA NA NA NA 69 6 0 3 0 0 6 9 0 3 0 3 6 3 30 0 48 45 24 6 60 0 18 0 132 66
1177800 "04" "0402" "0401" "537900" "009" "004" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0313876205098969 0.367415975859925 NA NA NA NA NA NA NA NA NA 54 0 3 3 3 3 3 3 3 3 0 6 0 9 15 0 45 33 21 12 55 0 6 0 108 54
1180408 "04" "0402" "0401" "538303" "009" "004" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0361148325094684 0.191024143114374 NA NA NA NA NA NA NA NA NA 87 12 9 9 9 6 3 9 6 6 6 3 6 3 3 3 45 42 45 48 25 0 3 3 174 87
1204827 "04" "0401" "0401" "536202" "009" "004" "7" "023" "02301" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0354439539551829 0.631334937594165 NA NA NA NA NA NA NA NA NA 66 6 3 3 3 3 9 12 6 3 3 3 0 0 6 0 48 33 33 6 37 0 9 0 132 60
1023000 "08" "0801" "0899" "532601" "502" "051" "4" "036" "03603" "03601" "03699" "Highly rural/remote area" "" "G" "rural" 87.8352963649577 8.46259346309846 1023000 "Raurimu" "Rural (Incl.some Off Shore Islands)" 36 "Ruapehu District" 8 "Manawatu-Wanganui Region" 5 "Waikato" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1174604 "04" "0402" "0401" "536508" "507" "004" "7" "023" "02303" "02399" "02399" "Area outside urban/rural profile" "" "Z" NA 0.455661529169698 NA 1174604 "Inlet-Tauranga Harbour" "Inlet-in TA but not in Urban Area" 23 "Tauranga City" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1174602 "04" "0402" "0401" "536508" "507" "004" "7" "023" "02303" "02399" "02399" "Highly rural/remote area" "" "G" "rural" 0.0331013255563712 0.765226822379639 1174602 "Inlet-Tauranga Harbour" "Inlet-in TA but not in Urban Area" 23 "Tauranga City" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1179401 "04" "0402" "0401" "538000" "009" "004" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0988209670204708 0.883611399255672 NA NA NA NA NA NA NA NA NA 138 6 12 6 6 3 3 9 12 6 6 9 6 18 36 15 108 72 66 3 47 0 15 3 276 138
1172800 "04" "0402" "0401" "537500" "009" "052" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.111913065192473 0.614411620043219 NA NA NA NA NA NA NA NA NA 219 6 15 18 12 15 9 12 12 12 9 15 24 12 54 12 132 117 102 57 40 0 24 3 438 216
1172900 "04" "0402" "0401" "537700" "009" "052" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0612870519065315 0.244126182087607 NA NA NA NA NA NA NA NA NA 72 6 6 3 6 6 6 6 3 6 3 3 6 9 9 3 57 39 36 15 33 0 3 3 147 72
1297902 "04" "0404" "0403" "542511" "104" "004" "7" "025" "02501" "02501" "02599" "Independent Urban Area" "" "B" "urban" 0.541154156152198 1.83417473774627 1297902 "Orini" "Whakatane" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 0
1306200 "04" "0404" "0403" "542410" "104" "012" "7" "025" "02502" "02505" "02599" "Independent Urban Area" "" "B" "urban" 0.0373951279713113 0.460600784379594 1306200 "Whakatane North" "Whakatane" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 117 15 15 9 6 9 6 15 6 3 3 3 12 0 15 0 57 69 48 60 25 0 15 3 237 114
1305100 "04" "0404" "0403" "542410" "104" "012" "7" "025" "02502" "02505" "02599" "Independent Urban Area" "" "B" "urban" 0.0314627752076066 0.654121524971313 1305100 "Whakatane North" "Whakatane" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6 9 NA NA NA NA NA 27 9
1305602 "04" "0404" "0403" "542410" "104" "012" "7" "025" "02502" "02505" "02599" "Independent Urban Area" "" "B" "urban" 0.342148950436904 1.7710454003922 1305602 "Whakatane North" "Whakatane" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 207 24 21 21 9 12 15 15 9 18 15 6 18 3 21 6 51 105 102 165 29 0 3 15 420 204
1304800 "04" "0404" "0403" "542410" "104" "012" "7" "025" "02502" "02505" "02599" "Independent Urban Area" "" "B" "urban" 0.0257073585787249 0.446106218797994 1304800 "Whakatane North" "Whakatane" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 24 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 18 12 12 9 NA 0 6 0 51 27
1306800 "04" "0404" "0403" "542410" "104" "012" "7" "025" "02502" "02505" "02599" "Independent Urban Area" "" "B" "urban" 0.0656924005917435 0.65583778622842 1306800 "Whakatane North" "Whakatane" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 123 12 6 6 12 6 9 3 6 9 9 6 6 9 21 9 78 63 57 33 42 0 15 3 243 120
1127701 "03" "0309" "0399" "535232" "502" "051" "4" "019" "01901" "01901" "01999" "Rural area with low urban influence" "" "F" "rural" 17.0601937580297 13.4490118676548 1127701 "Tapapa" "Rural (Incl.some Off Shore Islands)" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 48 3 6 3 0 3 0 3 3 3 3 6 9 3 3 0 33 24 21 3 28 0 3 0 96 42
1048606 "04" "0401" "0401" "619702" "510" "009" "2" "999" "99999" "99999" "99999" "Area outside urban/rural profile" "" "Z" NA 227.919611513736 NA 1048606 "Oceanic-Bay of Plenty Region" "Oceanic-in Region but not in TA" 999 "Area Outside Territorial Authority" 4 "Bay of Plenty Region" 99 "Area outside District Health Board" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1262500 "03" "0310" "0399" "538850" "502" "048" "7" "024" "02404" "02499" "02499" "Rural area with moderate urban influence" "" "E" "rural" 32.5107930586737 13.033457241421 1262500 "Ngakuru" "Rural (Incl.some Off Shore Islands)" 24 "Rotorua District" 3 "Waikato Region" 6 "Lakes" 105 12 9 6 9 6 6 12 6 9 0 3 12 6 6 3 81 51 54 12 30 0 21 6 210 102
1292400 "03" "0310" "0399" "541320" "502" "051" "4" "021" "02101" "02199" "02199" "Rural area with low urban influence" "" "F" "rural" 2.04591597373472 2.0469569876134 1292400 "Marotiri" "Rural (Incl.some Off Shore Islands)" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 24 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 18 12 9 12 NA 0 0 0 45 21
1262600 "03" "0310" "0399" "538850" "502" "048" "7" "024" "02404" "02499" "02499" "Rural area with moderate urban influence" "" "E" "rural" 0.962483109683727 1.35205097067253 1262600 "Ngakuru" "Rural (Incl.some Off Shore Islands)" 24 "Rotorua District" 3 "Waikato Region" 6 "Lakes" 24 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 21 9 12 0 NA 0 3 0 48 24
1291900 "03" "0310" "0399" "541320" "502" "051" "4" "021" "02101" "02199" "02199" "Rural area with moderate urban influence" "" "E" "rural" 1.21791805571476 2.50087062727494 1291900 "Marotiri" "Rural (Incl.some Off Shore Islands)" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6 3
1303801 "04" "0404" "0403" "542562" "502" "012" "7" "025" "02503" "02502" "02599" "Highly rural/remote area" "" "G" "rural" 128.722719003963 NA 1303801 "Urewera" "Rural (Incl.some Off Shore Islands)" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1262400 "03" "0310" "0399" "538850" "502" "048" "7" "024" "02404" "02499" "02499" "Rural area with high urban influence" "" "D" "rural" 17.0927371759683 14.4313341986855 1262400 "Ngakuru" "Rural (Incl.some Off Shore Islands)" 24 "Rotorua District" 3 "Waikato Region" 6 "Lakes" 90 6 9 6 9 3 3 6 9 6 9 9 6 0 6 0 75 39 51 9 34 0 18 3 186 90
1291800 "03" "0310" "0399" "541320" "502" "051" "4" "021" "02101" "02199" "02199" "Highly rural/remote area" "" "G" "rural" 32.8773459691032 39.3940572290131 1291800 "Marotiri" "Rural (Incl.some Off Shore Islands)" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 30 6 3 3 6 0 6 3 3 0 0 0 3 0 0 0 18 18 15 6 20 0 9 0 63 33
1290800 "03" "0310" "0399" "540900" "236" "051" "4" "021" "02101" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.743552445891271 1.70095197192881 1290800 "Mangakino" "Mangakino" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 33 3 0 0 0 3 0 3 3 6 3 3 0 3 6 0 21 9 24 15 48 0 3 0 66 33
1206829 "04" "0402" "0401" "536203" "009" "004" "7" "023" "02301" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0787119655011767 0.793738068937266 NA NA NA NA NA NA NA NA NA 159 3 3 3 6 3 3 3 6 12 9 12 6 21 66 3 132 84 75 12 62 0 21 3 318 156
1180309 "04" "0402" "0401" "536508" "507" "004" "7" "023" "02303" "02399" "02399" "Area outside urban/rural profile" "" "Z" NA 0.681006777950847 0.0859280745304508 1180309 "Inlet-Tauranga Harbour" "Inlet-in TA but not in Urban Area" 23 "Tauranga City" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1204712 "04" "0402" "0401" "536202" "009" "004" "7" "023" "02301" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.140142008201525 0.532369535713471 NA NA NA NA NA NA NA NA NA 102 3 12 9 6 6 3 6 12 12 12 3 6 3 9 0 78 42 57 18 40 0 18 3 201 99
1171500 "04" "0402" "0401" "537500" "009" "052" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0620327298214186 0.334328671629811 NA NA NA NA NA NA NA NA NA 96 6 3 9 6 9 3 9 9 3 9 6 3 3 18 18 48 51 45 30 38 0 12 0 192 96
1115801 "03" "0309" "0399" "535232" "502" "051" "4" "019" "01901" "01901" "01999" "Rural area with low urban influence" "" "F" "rural" 4.25274786478143 3.03994789883542 1115801 "Tapapa" "Rural (Incl.some Off Shore Islands)" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 24 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 15 9 12 3 NA 0 6 0 48 24
1213401 "04" "0403" "0401" "536654" "502" "004" "7" "022" "02205" "02299" "02299" "Highly rural/remote area" "" "G" "rural" 12.7185684097912 3.33113854366027 1213400 "Pongakawa" "Rural (Incl.some Off Shore Islands)" 22 "Western Bay of Plenty District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 27 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 21 12 15 9 NA 0 3 0 54 27
1263200 "03" "0310" "0399" "538850" "502" "048" "7" "024" "02404" "02499" "02499" "Rural area with low urban influence" "" "F" "rural" 39.213968097648 25.4322400584613 1263200 "Ngakuru" "Rural (Incl.some Off Shore Islands)" 24 "Rotorua District" 3 "Waikato Region" 6 "Lakes" 135 9 15 12 0 9 9 12 15 15 12 6 9 3 6 0 99 60 72 24 36 0 27 0 267 132
1161400 "04" "0402" "0401" "537302" "009" "052" "7" "023" "02302" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.250051297891866 1.93354373420721 NA NA NA NA NA NA NA NA NA 258 27 24 18 12 15 24 18 9 18 18 12 36 18 15 6 87 126 132 180 29 0 12 15 516 237
1161501 "04" "0402" "0401" "537302" "009" "052" "7" "023" "02302" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.163109446856295 0.71102239217764 NA NA NA NA NA NA NA NA NA 192 12 12 9 15 18 15 12 12 15 18 15 15 6 24 0 123 105 87 27 34 0 42 3 390 189
1205032 "04" "0402" "0401" "536516" "009" "004" "7" "023" "02301" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.149007691670106 1.02905693410125 NA NA NA NA NA NA NA NA NA 144 9 9 6 3 3 0 6 18 18 12 15 12 21 18 0 123 81 63 3 47 0 21 0 288 144
1162600 "04" "0402" "0401" "537400" "009" "052" "7" "023" "02302" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.17057916986065 1.3278902701572 NA NA NA NA NA NA NA NA NA 108 9 12 6 3 9 12 9 6 9 6 9 6 3 12 0 66 66 45 45 33 0 9 0 222 108
1205092 "04" "0402" "0401" "536517" "009" "004" "7" "023" "02301" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0287752410763399 0.308193827692125 NA NA NA NA NA NA NA NA NA 81 3 9 3 6 9 6 9 9 3 3 3 9 6 9 6 54 42 39 6 32 0 6 3 162 72
1205024 "04" "0402" "0401" "536516" "009" "004" "7" "023" "02301" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0508892485928162 0.450566207210648 NA NA NA NA NA NA NA NA NA 210 21 30 9 12 30 18 15 9 9 6 6 36 3 3 6 114 120 90 93 24 0 24 6 417 195
1166700 "04" "0402" "0401" "538201" "009" "052" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.160921502957458 1.41316867567036 NA NA NA NA NA NA NA NA NA 246 9 9 12 9 0 9 6 12 6 6 12 3 15 135 3 192 150 96 21 70 0 33 0 492 243
1205088 "04" "0402" "0401" "536515" "009" "004" "7" "023" "02301" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.017270895343663 0.274413569904755 NA NA NA NA NA NA NA NA NA 75 6 0 3 6 6 9 3 0 3 9 6 9 3 6 0 66 39 33 3 34 0 9 0 144 75
1210800 "04" "0403" "0401" "536653" "502" "004" "7" "022" "02205" "02299" "02299" "Rural area with low urban influence" "" "F" "rural" 45.4631991167867 13.2768381737293 1210800 "Rangiuru" "Rural (Incl.some Off Shore Islands)" 22 "Western Bay of Plenty District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 117 9 9 9 6 3 9 3 12 9 12 9 9 3 15 0 93 51 66 6 38 0 15 0 234 111
1116701 "03" "0305" "0399" "535242" "502" "041" "2" "015" "01503" "01503" "01599" "Rural area with low urban influence" "" "F" "rural" 8.81331921577335 6.44799911086122 1116701 "Hinuera" "Rural (Incl.some Off Shore Islands)" 15 "Matamata-Piako District" 3 "Waikato Region" 5 "Waikato" 45 6 3 6 0 3 6 3 6 0 3 0 6 0 0 0 36 24 21 0 26 0 6 0 90 45
1303101 "04" "0404" "0403" "542562" "502" "012" "7" "025" "02503" "02502" "02599" "Highly rural/remote area" "" "G" "rural" 20.7814587085489 1.17587725140076 1303101 "Urewera" "Rural (Incl.some Off Shore Islands)" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1134900 "03" "0309" "0399" "535330" "102" "051" "4" "019" "01903" "01999" "01999" "Independent Urban Area" "" "B" "urban" 0.113994861034054 0.557434767131865 1134900 "Matarawa" "Tokoroa" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 99 12 6 3 3 6 9 6 3 9 12 6 9 3 12 0 54 57 45 54 33 0 6 21 201 99
1134800 "03" "0309" "0399" "535330" "102" "051" "4" "019" "01903" "01999" "01999" "Independent Urban Area" "" "B" "urban" 0.0195106424378968 0.390552576699669 1134800 "Matarawa" "Tokoroa" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 39 0 0 6 0 3 0 3 0 3 6 0 3 3 3 3 12 18 18 15 40 0 3 0 78 36
1144500 "03" "0309" "0399" "535350" "102" "051" "4" "019" "01903" "01999" "01999" "Independent Urban Area" "" "B" "urban" 0.513743430224003 2.12628765195621 1144500 "Tokoroa Central" "Tokoroa" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6 12 NA NA NA NA NA 42 15
1140300 "03" "0309" "0399" "535330" "102" "051" "4" "019" "01903" "01999" "01999" "Independent Urban Area" "" "B" "urban" 0.0318444061022935 0.277788434904531 1140300 "Matarawa" "Tokoroa" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 69 6 0 0 6 3 9 6 6 3 3 3 9 6 15 6 45 36 33 9 41 0 12 12 138 63
1140200 "03" "0309" "0399" "535330" "102" "051" "4" "019" "01903" "01999" "01999" "Independent Urban Area" "" "B" "urban" 0.0219233588966878 0.427173593729686 1140200 "Matarawa" "Tokoroa" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 42 3 6 0 0 3 3 3 3 3 3 0 3 0 9 0 30 24 18 21 37 0 0 0 84 39
1134700 "03" "0309" "0399" "535330" "102" "051" "4" "019" "01903" "01999" "01999" "Independent Urban Area" "" "B" "urban" 0.0203560938838775 0.112739679247997 1134700 "Matarawa" "Tokoroa" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 66 6 9 0 0 3 6 6 6 3 0 3 6 3 12 0 30 36 30 24 32 0 6 6 129 60
1138600 "03" "0309" "0399" "535340" "102" "051" "4" "019" "01903" "01999" "01999" "Independent Urban Area" "" "B" "urban" 0.0262258496013948 0.310961611868338 1138600 "Stanley Park" "Tokoroa" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 42 3 3 6 3 3 3 3 3 0 3 3 0 3 3 0 21 21 18 9 39 0 3 9 81 39
1143300 "03" "0309" "0399" "535350" "102" "051" "4" "019" "01903" "01999" "01999" "Independent Urban Area" "" "B" "urban" 0.054571547534755 0.895902670793754 1143300 "Tokoroa Central" "Tokoroa" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 30 3 3 3 0 3 0 0 6 0 0 0 6 0 0 0 15 12 18 21 22 0 3 3 66 33
1205083 "04" "0402" "0401" "536515" "009" "004" "7" "023" "02301" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0199186443638463 0.158544647743631 NA NA NA NA NA NA NA NA NA 30 0 3 0 0 0 0 3 0 3 0 3 0 0 12 6 24 15 15 0 55 0 0 0 63 30
1161109 "04" "0402" "0401" "537301" "009" "052" "7" "023" "02302" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0389408528079713 0.288329042200137 NA NA NA NA NA NA NA NA NA 195 18 24 21 9 15 21 21 18 6 6 3 33 0 3 15 129 99 99 51 21 0 21 6 393 195
1205200 "04" "0402" "0401" "536505" "009" "004" "7" "023" "02301" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.366726781942229 1.9115722445679 NA NA NA NA NA NA NA NA NA 93 3 15 6 3 3 9 12 9 6 3 3 18 3 3 0 21 45 48 69 28 0 9 9 186 84
1205080 "04" "0402" "0401" "536516" "009" "004" "7" "023" "02301" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.248972179061075 0.842723781808204 NA NA NA NA NA NA NA NA NA 60 3 0 3 0 3 3 0 3 6 6 6 6 6 12 0 57 30 30 0 50 0 3 0 120 60
1162000 "04" "0402" "0401" "537400" "009" "052" "7" "023" "02302" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0895550507159125 0.311470566308444 NA NA NA NA NA NA NA NA NA 162 12 12 18 12 6 18 12 9 15 12 12 6 6 12 3 111 90 69 24 33 3 24 0 324 153
1162100 "04" "0402" "0401" "537400" "009" "052" "7" "023" "02302" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0783064922573695 0.805872301325739 NA NA NA NA NA NA NA NA NA 216 15 18 21 9 9 9 15 27 12 12 12 15 15 30 3 159 111 105 18 39 0 39 0 432 204
1162200 "04" "0402" "0401" "537400" "009" "052" "7" "023" "02302" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.1483952419809 1.09190457871693 NA NA NA NA NA NA NA NA NA 225 15 9 21 21 12 15 15 24 27 12 12 12 9 24 9 147 105 117 18 38 0 45 3 450 207
1205027 "04" "0402" "0401" "536515" "009" "004" "7" "023" "02301" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0852440762044005 0.794444826868396 NA NA NA NA NA NA NA NA NA 201 18 15 9 6 12 21 12 18 12 9 18 24 9 12 9 153 108 93 21 32 0 30 0 399 198
1165600 "04" "0402" "0401" "538201" "009" "052" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0426180311003601 0.440314139624138 NA NA NA NA NA NA NA NA NA 111 3 3 3 9 3 3 9 9 9 3 12 3 6 33 9 84 60 51 9 49 0 18 0 222 111
1161901 "04" "0402" "0401" "537400" "009" "052" "7" "023" "02302" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0240624528262885 0.192795501880686 NA NA NA NA NA NA NA NA NA 69 3 3 6 9 3 6 3 3 6 3 9 3 6 9 0 45 36 36 18 39 0 18 0 141 69
1217101 "04" "0401" "0401" "538502" "235" "004" "7" "022" "02204" "02203" "02299" "Satellite Urban Area" "" "C" "urban" 0.0673787416049438 0.752876752007656 1217101 "Te Puke East" "Te Puke Community" 22 "Western Bay of Plenty District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 162 12 12 12 6 6 9 12 6 9 15 9 12 15 30 12 111 81 84 27 40 0 24 0 327 159
1217002 "04" "0401" "0401" "538501" "235" "004" "7" "022" "02204" "02203" "02299" "Satellite Urban Area" "" "C" "urban" 0.0771234763062521 0.697860750038496 1217002 "Te Puke West" "Te Puke Community" 22 "Western Bay of Plenty District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 147 12 9 15 9 3 9 9 15 9 6 12 6 9 27 15 114 75 72 6 40 0 9 6 294 138
1136200 "03" "0309" "0399" "535310" "102" "051" "4" "019" "01903" "01999" "01999" "Independent Urban Area" "" "B" "urban" 0.0657861108503887 0.568626325891709 1136200 "Paraonui" "Tokoroa" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 132 6 12 12 3 6 6 6 12 9 15 15 6 9 15 3 90 69 63 18 44 0 24 12 261 129
1303202 "04" "0404" "0403" "542562" "502" "012" "7" "025" "02503" "02502" "02599" "Rural area with low urban influence" "" "F" "rural" 15.9234963038375 3.51433798205359 1303202 "Urewera" "Rural (Incl.some Off Shore Islands)" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 150 18 21 9 9 6 6 9 9 12 6 6 24 6 9 0 6 69 84 141 20 0 0 3 300 144
1330203 "04" "0404" "0403" "542562" "502" "012" "7" "025" "02503" "02502" "02599" "Highly rural/remote area" "" "G" "rural" 14.5422320264505 NA 1330203 "Urewera" "Rural (Incl.some Off Shore Islands)" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1136100 "03" "0309" "0399" "535310" "102" "051" "4" "019" "01903" "01999" "01999" "Independent Urban Area" "" "B" "urban" 0.0775378283974217 0.944027409402424 1136100 "Paraonui" "Tokoroa" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 183 9 18 6 9 12 9 15 15 12 9 12 18 12 27 9 138 93 90 21 38 0 18 6 369 177
1135902 "03" "0309" "0399" "535310" "102" "051" "4" "019" "01903" "01999" "01999" "Independent Urban Area" "" "B" "urban" 0.0274519073805265 0.530772227260102 1135902 "Paraonui" "Tokoroa" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 60 0 6 0 0 0 3 9 3 6 3 6 3 6 12 9 48 30 33 3 49 0 9 0 123 60
1136000 "03" "0309" "0399" "535310" "102" "051" "4" "019" "01903" "01999" "01999" "Independent Urban Area" "" "B" "urban" 0.117361717533333 0.883741062166341 1136000 "Paraonui" "Tokoroa" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 204 6 27 24 3 0 6 12 27 24 21 9 18 0 27 15 156 102 102 33 40 0 33 3 408 204
1135901 "03" "0309" "0399" "535310" "102" "051" "4" "019" "01903" "01999" "01999" "Independent Urban Area" "" "B" "urban" 0.0517474169787959 0.291119061486693 1135901 "Paraonui" "Tokoroa" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 99 3 12 3 3 9 9 3 6 3 6 12 9 6 9 3 69 42 54 27 33 0 6 6 195 93
1258604 "04" "0403" "0402" "538832" "502" "048" "7" "024" "02403" "02499" "02499" "Rural area with high urban influence" "" "D" "rural" 0.75185883791128 2.0717824444182 1258604 "Tarawera" "Rural (Incl.some Off Shore Islands)" 24 "Rotorua District" 4 "Bay of Plenty Region" 6 "Lakes" 48 0 3 0 3 0 0 3 6 3 9 9 3 3 3 0 24 21 27 3 48 0 18 0 90 39
1136802 "03" "0309" "0399" "535320" "102" "051" "4" "019" "01903" "01999" "01999" "Independent Urban Area" "" "B" "urban" 0.062748060082359 NA 1136802 "Parkdale" "Tokoroa" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1135702 "03" "0309" "0399" "535310" "102" "051" "4" "019" "01903" "01999" "01999" "Independent Urban Area" "" "B" "urban" 1.07916021191225 1.06385769351082 1135702 "Paraonui" "Tokoroa" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 24 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 21 12 15 0 NA 0 6 0 54 24
