"meshblockID" "REGC06" "CON06" "MCON06" "AU06" "UA06" "GED02" "MED02" "TA06V2" "WARD06V2" "CB06V2" "TASUB06V2" "urbanRuralGrade" "mainUrbanArea" "code" "urbanRural" "area" "roadLength" "MB01" "AU06D" "UA06D" "TA06" "TA06D" "RC06" "RC06D" "DHB" "DHBD" "population" "X0.4.Years" "X10.14.Years" "X15.19.Years" "X20.24.Years" "X25.29.Years" "X30.34.Years" "X35.39.Years" "X40.44.Years" "X45.49.Years" "X50.54.Years" "X55.59.Years" "X5.9.Years" "X60.64.Years" "X65.Years.and.Over" "Asian.Ethnic.Groups" "European.Ethnic.Groups" "Female" "Male" "Maori.Ethnic.Group" "Median.Age" "MELAA.Ethnic.Groups" "Other.Ethnic.Groups" "Pacific.Peoples..Ethnic.Groups" "Total" "Total.People"
1340200 "04" "0404" "0403" "542800" "241" "012" "7" "027" "02703" "02799" "02799" "Independent Urban Area" "" "B" "urban" 0.0508791379715755 0.559221459358356 1340200 "Opotiki" "Opotiki" 27 "Opotiki District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 141 18 24 18 3 6 6 12 12 3 6 6 15 3 12 0 69 75 63 87 19 0 3 9 282 135
1129700 "03" "0309" "0399" "535600" "233" "051" "4" "019" "01902" "01999" "01999" "Independent Urban Area" "" "B" "urban" 0.0520899971338 0.642895176720675 1129700 "Putaruru" "Putaruru" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 36 3 0 0 0 0 3 3 0 3 3 3 3 6 9 3 27 18 15 9 51 0 0 0 72 36
1127703 "03" "0309" "0399" "538861" "502" "048" "7" "024" "02402" "02499" "02499" "Rural area with moderate urban influence" "" "E" "rural" 28.4865842546181 24.6846436341157 1127703 "Arahiwi" "Rural (Incl.some Off Shore Islands)" 24 "Rotorua District" 3 "Waikato Region" 6 "Lakes" 54 6 9 6 0 3 3 12 3 3 0 0 9 0 3 0 33 24 27 9 16 0 9 0 105 39
1132102 "03" "0309" "0399" "535600" "233" "051" "4" "019" "01902" "01999" "01999" "Independent Urban Area" "" "B" "urban" 0.554931151053216 1.60979192635542 1132102 "Putaruru" "Putaruru" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 165 18 18 12 12 12 21 6 9 6 3 6 12 6 30 0 87 93 72 87 31 0 9 6 330 165
1335400 "04" "0404" "0403" "542904" "502" "012" "7" "027" "02702" "02799" "02799" "Rural area with low urban influence" "" "F" "rural" 62.6821094626014 9.91316532996013 1335400 "Oponae" "Rural (Incl.some Off Shore Islands)" 27 "Opotiki District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 27 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 12 15 12 18 NA 0 0 0 54 27
1252300 "04" "0403" "0402" "538820" "502" "048" "7" "024" "02401" "02499" "02499" "Rural area with high urban influence" "" "D" "rural" 0.278190206340427 1.07275115792348 1252300 "Tikitere" "Rural (Incl.some Off Shore Islands)" 24 "Rotorua District" 4 "Bay of Plenty Region" 6 "Lakes" 84 6 9 6 3 3 3 6 6 9 0 12 6 3 9 3 33 42 39 48 39 0 3 3 168 81
1268211 "03" "0310" "0399" "541740" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.0336345317725829 0.217487784886654 1268203 "Hilltop" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 90 6 12 6 3 3 6 9 6 6 6 0 9 3 15 0 63 51 42 27 37 0 6 0 183 87
1339100 "04" "0404" "0403" "542800" "241" "012" "7" "027" "02703" "02799" "02799" "Independent Urban Area" "" "B" "urban" 0.091522125843541 0.48179828551436 1339100 "Opotiki" "Opotiki" 27 "Opotiki District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1268600 "03" "0310" "0399" "541740" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.0841744486928755 1.09100534195241 1268600 "Hilltop" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 117 3 6 6 9 6 6 12 9 6 3 18 3 15 15 6 93 57 57 18 44 3 6 3 231 114
1279110 "03" "0310" "0399" "541311" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.260340752376286 1.46219634971698 1279104 "Acacia Bay" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9 12 NA NA NA NA NA 42 21
1268501 "03" "0310" "0399" "541740" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.106600608581826 1.13309761609439 1268501 "Hilltop" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 135 6 15 9 6 12 3 6 18 6 9 12 3 9 24 0 111 63 72 12 42 0 18 0 276 132
1268804 "03" "0310" "0399" "541740" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.0631805965014147 0.291636664734814 1268804 "Hilltop" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 72 0 9 6 0 0 3 0 6 6 6 9 6 3 18 0 54 45 30 9 50 0 9 0 150 69
1268801 "03" "0310" "0399" "541740" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.0822239611961615 0.446143014336187 1268801 "Hilltop" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 171 9 27 12 9 6 3 12 15 12 9 12 12 6 21 0 108 90 81 21 37 3 33 15 339 168
1082400 "04" "0401" "0401" "534100" "227" "009" "2" "022" "02202" "02205" "02299" "Independent Urban Area" "" "B" "urban" 0.207759036125133 0.97435933012541 1082400 "Waihi Beach" "Waihi Beach" 22 "Western Bay of Plenty District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 69 3 6 6 9 6 3 0 6 6 3 3 0 6 12 3 48 36 30 15 38 0 6 0 138 63
1387900 "05" "0599" "0599" "620400" "510" "012" "1" "999" "99999" "99999" "99999" "Area outside urban/rural profile" "" "Z" NA 5603.97574792168 0.855536235345938 1387900 "Oceanic-Gisborne Region" "Oceanic-in Region but not in TA" 999 "Area Outside Territorial Authority" 5 "Gisborne Region" 99 "Area outside District Health Board" 39 0 0 0 3 3 3 3 0 3 3 6 0 6 12 12 15 12 24 0 57 0 0 0 72 30
1268205 "03" "0310" "0399" "541740" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.0926954466952383 0.535472534709533 1268205 "Hilltop" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 162 12 15 15 9 12 12 9 18 12 12 6 12 6 3 0 78 78 84 42 30 0 15 39 327 159
1279109 "03" "0310" "0399" "541311" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.46448390741284 1.47220506139793 1279103 "Acacia Bay" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6 3 NA NA NA NA NA 24 9
1193900 "04" "0401" "0401" "537602" "009" "052" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 1.54494228066873 4.36303137022002 NA NA NA NA NA NA NA NA NA 252 15 21 21 12 3 12 18 21 27 27 15 24 12 21 6 204 117 135 15 39 0 36 3 504 252
1192107 "04" "0401" "0401" "537602" "009" "052" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.17224953390314 0.6478501327904 NA NA NA NA NA NA NA NA NA 180 6 9 18 12 3 12 12 12 18 9 9 6 12 39 15 129 87 90 18 43 0 15 0 354 165
1112800 "03" "0305" "0399" "535220" "502" "041" "2" "015" "01503" "01503" "01599" "Rural area with low urban influence" "" "F" "rural" 27.0553359134399 6.37317889773812 1112800 "Okauia" "Rural (Incl.some Off Shore Islands)" 15 "Matamata-Piako District" 3 "Waikato Region" 5 "Waikato" 111 12 12 6 3 3 9 9 15 6 6 6 12 9 9 3 84 57 54 0 35 0 18 0 222 108
1193001 "04" "0402" "0401" "537900" "009" "004" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.076223572196961 0.0700241189166456 NA NA NA NA NA NA NA NA NA 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 6 NA NA NA NA NA 18 9
1298705 "04" "0404" "0403" "542530" "502" "012" "7" "025" "02501" "02501" "02599" "Highly rural/remote area" "" "G" "rural" 1.94801496642117 NA 1298705 "Otakiri" "Rural (Incl.some Off Shore Islands)" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1335600 "04" "0404" "0403" "542903" "502" "012" "7" "027" "02702" "02799" "02799" "Highly rural/remote area" "" "G" "rural" 151.747466265722 NA 1335600 "Cape Runaway" "Rural (Incl.some Off Shore Islands)" 27 "Opotiki District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6 3
1298704 "04" "0404" "0403" "542530" "502" "012" "7" "025" "02501" "02501" "02599" "Rural area with moderate urban influence" "" "E" "rural" 1.52350512535595 0.121573519156074 1298704 "Otakiri" "Rural (Incl.some Off Shore Islands)" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 39 3 3 6 0 3 0 0 6 6 3 0 3 3 0 0 36 24 15 0 42 0 3 0 72 36
1336500 "04" "0404" "0403" "542906" "502" "012" "7" "027" "02702" "02799" "02799" "Rural area with low urban influence" "" "F" "rural" 6.17105891206661 7.31563196495723 1336500 "Waiotahi" "Rural (Incl.some Off Shore Islands)" 27 "Opotiki District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 129 6 6 6 0 0 3 6 9 9 9 12 6 9 54 0 75 75 54 39 58 0 30 0 258 129
1337401 "04" "0404" "0403" "542906" "502" "012" "7" "027" "02703" "02799" "02799" "Rural area with low urban influence" "" "F" "rural" 6.79746118007278 7.97030544385718 1337401 "Waiotahi" "Rural (Incl.some Off Shore Islands)" 27 "Opotiki District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 114 3 9 9 12 6 9 3 6 12 9 12 6 9 12 0 78 54 60 24 42 0 18 3 228 111
1325903 "04" "0404" "0403" "542540" "502" "004" "7" "025" "02501" "02501" "02599" "Rural area with low urban influence" "" "F" "rural" 2.2085797683072 2.68318121006434 1325903 "Rotoma" "Rural (Incl.some Off Shore Islands)" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 36 3 6 3 0 0 3 6 0 0 6 3 0 3 0 0 33 18 18 0 36 0 0 0 72 36
1271100 "03" "0310" "0399" "541730" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.0729602947131536 0.721963875609378 1271100 "Tauhara" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 237 24 24 21 12 15 21 15 21 15 12 12 18 12 12 3 120 123 111 99 30 0 27 3 468 216
1129200 "03" "0309" "0399" "535600" "233" "051" "4" "019" "01902" "01999" "01999" "Independent Urban Area" "" "B" "urban" 0.101001051826372 1.10881540083595 1129200 "Putaruru" "Putaruru" 19 "South Waikato District" 3 "Waikato Region" 5 "Waikato" 114 9 6 6 6 6 6 0 6 12 9 9 3 9 21 0 102 60 51 9 46 0 9 0 222 111
1271700 "03" "0310" "0399" "541730" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.0581793672632623 0.462958976144354 1271700 "Tauhara" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 195 18 21 12 12 18 12 15 9 15 6 9 24 6 18 3 114 96 99 75 27 0 18 6 387 177
1279040 "03" "0310" "0399" "541319" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.0178338937371843 0.0357771678227267 1279019 "Lakewood" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 45 6 3 3 0 3 6 3 6 3 3 3 3 3 3 0 39 24 24 0 34 0 6 0 96 48
1271800 "03" "0310" "0399" "541730" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.0485515379226304 0.401490221396081 1271800 "Tauhara" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 159 9 9 15 9 12 6 12 6 9 12 9 6 12 30 0 90 81 78 87 37 0 3 3 318 147
1279039 "03" "0310" "0399" "541319" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.0291547056081784 0.356326046917098 1279019 "Lakewood" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 54 9 3 0 0 0 12 6 3 3 0 3 6 0 0 0 36 24 27 6 32 0 15 0 108 54
1272600 "03" "0310" "0399" "541720" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.0435176821376532 0.0380478910565091 1272600 "Taupo Central" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 147 9 9 21 15 15 6 9 6 24 9 9 15 0 12 3 72 72 75 81 28 0 3 3 297 138
1271200 "03" "0310" "0399" "541730" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.0609979621603971 0.70170816351217 1271200 "Tauhara" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 153 15 15 6 6 15 12 15 12 6 6 6 12 6 12 3 84 81 69 69 30 3 15 6 303 135
1273500 "03" "0310" "0399" "541720" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.136407312743275 2.24088295251374 1273500 "Taupo Central" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12 12 NA NA NA NA NA 45 18
1275500 "03" "0310" "0399" "541720" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.107201931729506 1.15515814156518 1275500 "Taupo Central" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1272400 "03" "0310" "0399" "541720" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.0376535125879414 0.314273255854983 1272400 "Taupo Central" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 147 15 15 12 9 9 12 15 9 3 6 6 21 3 12 12 75 72 72 42 27 0 0 21 288 129
1333100 "04" "0404" "0403" "542550" "502" "048" "7" "025" "02504" "02503" "02503" "Highly rural/remote area" "" "G" "rural" 2.36629597392464 2.77215822298546 1333100 "Matahina-Minginui" "Rural (Incl.some Off Shore Islands)" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 66 9 9 6 3 3 3 6 3 6 6 0 6 3 3 0 12 30 33 60 24 0 0 6 132 66
1279905 "03" "0310" "0399" "541312" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 2.65452377587972 6.09604345834407 1279905 "Wairakei-Aratiatia" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 48 3 3 6 0 6 0 6 6 3 9 0 0 0 3 0 39 21 27 0 38 0 6 0 96 48
1332300 "04" "0404" "0403" "542550" "502" "048" "7" "025" "02504" "02503" "02503" "Highly rural/remote area" "" "G" "rural" 2.56509999382638 4.90175899950468 1332300 "Matahina-Minginui" "Rural (Incl.some Off Shore Islands)" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1277700 "03" "0310" "0399" "541312" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.159104486502457 1.70404908673256 1277700 "Wairakei-Aratiatia" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 66 3 9 3 3 6 0 6 9 6 3 6 6 0 3 0 30 30 36 42 36 0 0 0 129 63
1279004 "03" "0310" "0399" "541318" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.592973868246947 0.750735950206601 1279004 "Rangatira" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1277800 "03" "0310" "0399" "541312" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.0356717500865931 0.477017137313656 1277800 "Wairakei-Aratiatia" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 99 12 9 6 6 6 12 3 6 9 6 6 15 3 0 6 45 45 54 60 25 0 6 6 198 99
1313801 "04" "0404" "0403" "619702" "510" "012" "7" "999" "99999" "99999" "99999" "Area outside urban/rural profile" "" "Z" NA 4184.77856782774 0.109163569425184 1313801 "Oceanic-Bay of Plenty Region" "Oceanic-in Region but not in TA" 999 "Area Outside Territorial Authority" 4 "Bay of Plenty Region" 99 "Area outside District Health Board" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1394900 "06" "0601" "0699" "545205" "502" "012" "7" "029" "02999" "02999" "02999" "Highly rural/remote area" "" "G" "rural" 250.84359682453 9.82730295425415 1394900 "Maungataniwha" "Rural (Incl.some Off Shore Islands)" 29 "Wairoa District" 6 "Hawke's Bay Region" 10 "Hawke's Bay" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1277601 "03" "0310" "0399" "541312" "103" "051" "7" "021" "02103" "02199" "02199" "Independent Urban Area" "" "B" "urban" 0.0285220154820431 0.32958697673356 1277601 "Wairakei-Aratiatia" "Taupo" 21 "Taupo District" 3 "Waikato Region" 6 "Lakes" 78 12 6 6 6 9 9 6 6 0 3 0 6 0 3 3 45 33 42 42 26 0 6 3 156 75
1332100 "04" "0404" "0403" "542550" "502" "048" "7" "025" "02504" "02503" "02503" "Highly rural/remote area" "" "G" "rural" 10.8053762325374 1.95083658279114 1332100 "Matahina-Minginui" "Rural (Incl.some Off Shore Islands)" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 3 NA NA NA NA NA 12 6
1313704 "04" "0404" "0403" "619702" "510" "004" "7" "999" "99999" "99999" "99999" "Area outside urban/rural profile" "" "Z" NA 937.417641072069 NA 1313704 "Oceanic-Bay of Plenty Region" "Oceanic-in Region but not in TA" 999 "Area Outside Territorial Authority" 4 "Bay of Plenty Region" 99 "Area outside District Health Board" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1192105 "04" "0401" "0401" "537602" "009" "052" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0558805638130085 0.519455237118097 NA NA NA NA NA NA NA NA NA 135 9 9 6 3 3 6 9 6 6 9 18 9 9 36 15 96 66 69 18 50 0 9 3 270 132
1192104 "04" "0401" "0401" "537602" "009" "052" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.0469342631940919 0.326871626140682 NA NA NA NA NA NA NA NA NA 99 0 3 3 3 0 0 0 6 0 3 3 0 6 72 0 90 66 30 3 77 0 9 0 198 99
1192201 "04" "0402" "0401" "537602" "009" "052" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.27520580177108 3.17248943534194 NA NA NA NA NA NA NA NA NA 135 9 15 9 9 6 6 21 9 12 6 9 9 3 9 12 90 69 63 9 35 0 21 0 264 132
1206306 "04" "0401" "0401" "536641" "009" "004" "7" "022" "02203" "02299" "02299" "Main urban area" "Tauranga" "A" "urban" 2.24136803329096 0.225275797506729 NA NA NA NA NA NA NA NA NA 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9 12 NA NA NA NA NA 42 21
1180011 "04" "0402" "0401" "538302" "009" "004" "7" "023" "02303" "02399" "02399" "Main urban area" "Tauranga" "A" "urban" 0.120871516893632 0.755343078469924 NA NA NA NA NA NA NA NA NA 261 24 18 18 6 18 21 15 30 15 24 12 30 15 21 3 201 147 114 39 34 0 48 3 525 258
1296601 "04" "0404" "0403" "542514" "104" "012" "7" "025" "02502" "02504" "02599" "Independent Urban Area" "" "B" "urban" 0.449622798671842 NA 1296601 "Maraetotara" "Whakatane" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9 3 NA NA NA NA NA 24 12
1250800 "04" "0403" "0402" "538820" "502" "048" "7" "024" "02401" "02499" "02499" "Rural area with high urban influence" "" "D" "rural" 2.44344866549474 5.46827407476075 1250800 "Tikitere" "Rural (Incl.some Off Shore Islands)" 24 "Rotorua District" 4 "Bay of Plenty Region" 6 "Lakes" 99 6 15 9 3 3 3 6 9 6 3 6 12 3 9 0 39 51 45 60 30 0 6 3 195 90
1124001 "03" "0307" "0399" "535241" "502" "041" "2" "017" "01703" "01701" "01799" "Highly rural/remote area" "" "G" "rural" 6.46301423578289 5.82958396626134 1124001 "Karapiro" "Rural (Incl.some Off Shore Islands)" 17 "Waipa District" 3 "Waikato Region" 5 "Waikato" 42 6 0 0 0 3 9 0 0 3 6 3 3 0 0 0 30 18 24 0 31 0 12 3 81 36
1325905 "04" "0404" "0403" "542530" "502" "004" "7" "025" "02501" "02501" "02599" "Rural area with high urban influence" "" "D" "rural" 2.61981339178273 2.92313713679105 1325901 "Otakiri" "Rural (Incl.some Off Shore Islands)" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 0
1313609 "04" "0404" "0403" "542422" "104" "012" "7" "025" "02502" "02505" "02599" "Independent Urban Area" "" "B" "urban" 0.0296544309415428 0.268637807831285 1313606 "Whakatane West" "Whakatane" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 165 24 27 18 12 6 12 15 6 9 6 3 18 3 9 0 36 84 78 111 19 0 3 12 324 144
1308900 "04" "0404" "0403" "542440" "104" "012" "7" "025" "02502" "02505" "02599" "Independent Urban Area" "" "B" "urban" 0.091011573589552 0.540531789700425 1308900 "Allandale-Mokorua" "Whakatane" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 180 12 18 9 12 9 6 12 9 9 9 12 12 9 39 6 117 87 90 45 38 0 36 9 354 177
1298000 "04" "0404" "0403" "542520" "104" "004" "7" "025" "02501" "02501" "02599" "Independent Urban Area" "" "B" "urban" 0.936911833509983 2.11871208616417 1298000 "Poroporo" "Whakatane" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 12 NA NA NA NA NA 36 18
1320700 "04" "0404" "0403" "542200" "238" "004" "7" "025" "02501" "02501" "02599" "Independent Urban Area" "" "B" "urban" 0.0361784737072045 0.445019865986515 1320700 "Edgecumbe" "Edgecumbe" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 90 6 12 6 9 6 3 12 6 6 6 6 3 3 3 0 75 36 54 15 29 0 12 3 180 87
1311300 "04" "0404" "0403" "542430" "104" "012" "7" "025" "02502" "02505" "02599" "Independent Urban Area" "" "B" "urban" 0.0488501324990688 0.370994819586202 1311300 "Trident" "Whakatane" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 165 12 18 6 3 9 12 12 15 9 3 3 18 6 36 3 96 84 78 63 36 0 12 6 333 156
1308300 "04" "0404" "0403" "542440" "104" "012" "7" "025" "02502" "02505" "02599" "Independent Urban Area" "" "B" "urban" 0.0613953676398686 0.770707153482813 1308300 "Allandale-Mokorua" "Whakatane" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 165 12 9 15 9 6 12 6 15 12 12 9 9 12 27 6 99 90 75 60 41 0 18 6 333 156
1298403 "04" "0404" "0403" "542530" "502" "004" "7" "025" "02501" "02501" "02599" "Rural area with low urban influence" "" "F" "rural" 1.02028962062997 0.61624704047912 1298401 "Otakiri" "Rural (Incl.some Off Shore Islands)" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 6 6 NA NA NA NA NA 24 12
1311100 "04" "0404" "0403" "542430" "104" "012" "7" "025" "02502" "02505" "02599" "Independent Urban Area" "" "B" "urban" 0.0239829764308311 0.390929371825187 1311100 "Trident" "Whakatane" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 72 3 6 9 3 3 3 6 6 3 3 3 3 0 21 9 33 42 27 21 40 0 6 0 144 60
1311200 "04" "0404" "0403" "542430" "104" "012" "7" "025" "02502" "02505" "02599" "Independent Urban Area" "" "B" "urban" 0.0248435182318529 0.103077673218559 1311200 "Trident" "Whakatane" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 87 3 6 3 6 3 3 6 3 3 9 6 12 3 18 3 30 54 30 39 42 0 3 0 171 69
1320403 "04" "0404" "0403" "542200" "238" "004" "7" "025" "02501" "02501" "02599" "Independent Urban Area" "" "B" "urban" 0.0344781711524388 0.315001284339977 1320403 "Edgecumbe" "Edgecumbe" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 99 12 9 9 9 6 6 3 3 9 3 6 6 6 15 0 66 48 48 39 30 0 9 6 198 96
1294500 "04" "0404" "0403" "541900" "104" "012" "7" "025" "02502" "02504" "02599" "Independent Urban Area" "" "B" "urban" 0.190832535839411 0.256717556272944 1294500 "Ohope" "Whakatane" 25 "Whakatane District" 4 "Bay of Plenty Region" 7 "Bay of Plenty" 93 9 3 9 3 3 12 3 9 6 3 6 6 3 18 0 72 48 42 18 34 0 12 0 180 87
1353700 "05" "0599" "0599" "543601" "502" "012" "7" "028" "02804" "02899" "02899" "Highly rural/remote area" "" "G" "rural" 24.4590997617009 NA 1353700 "Tarndale-Rakauroa" "Rural (Incl.some Off Shore Islands)" 28 "Gisborne District" 5 "Gisborne Region" 8 "Tairawhiti" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1353601 "05" "0599" "0599" "543601" "502" "012" "7" "028" "02804" "02899" "02899" "Highly rural/remote area" "" "G" "rural" 165.861450764944 NA 1353601 "Tarndale-Rakauroa" "Rural (Incl.some Off Shore Islands)" 28 "Gisborne District" 5 "Gisborne Region" 8 "Tairawhiti" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
1280604 "04" "0403" "0402" "541342" "502" "051" "7" "021" "02102" "02199" "02199" "Highly rural/remote area" "" "G" "rural" 569.626277643371 536.459911006802 1280604 "Rangitaiki" "Rural (Incl.some Off Shore Islands)" 21 "Taupo District" 4 "Bay of Plenty Region" 6 "Lakes" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0
