1132900,Putaruru
1133000,Tokoroa
1133101,Tokoroa
1133205,Tokoroa
1133800,Putaruru
1152900,Tokoroa
1161503,Tauranga
1169600,Tauranga
1172900,Tauranga South
1174200,Tauranga South
1174602,Tauranga South
1178003,Tauranga South
1180309,Tauranga South
1180902,Waihi Beach
1181002,Katikati
1181201,Waihi Beach
1181301,Waihi Beach
1181401,Waihi Beach
1181701,Katikati
1182202,Waihi
1186902,Tauranga
1187209,Tauranga
1187403,Tauranga
1189302,Tauranga
1189703,Tauranga
1189800,Tauranga
1191100,Tauranga South
1191400,Tauranga South
1193306,Tauranga South
1194500,Mount Maunganui
1195400,Mount Maunganui
1198300,Mount Maunganui
1199500,Mount Maunganui
1204510,Tauranga
1204511,Tauranga
1204707,Papamoa
1204806,Papamoa
1204818,Papamoa
1204821,Papamoa
1204826,Papamoa
1204937,Mount Maunganui
1206402,Papamoa
1206902,Te Puke
1207204,Te Puke
1207500,Te Puke
1208100,Te Puke
1209200,Papamoa
1209300,Te Puke
1209400,Te Puke
1213401,Te Puke
1250300,Rotorua
1252503,Te Teko
1252602,Te Teko
1253100,Rotorua
1259500,Rotorua
1261602,Taupo
1263500,Rotorua
1265304,Rotorua
1265308,Rotorua
1275700,Taupo
1277000,Taupo
1281001,Taupo
1281004,Bay View
1281401,Turangi
1281505,Turangi
1287900,Turangi
1289106,Turangi
1289108,Turangi
1289109,Taihape
1291900,Mangakino
1293800,Taupo
1294102,Whakatane
1294900,Whakatane
1296701,Whakatane
1296702,Whakatane
1296801,Whakatane
1298801,Whakatane
1299104,Taneatua
1299800,Edgecumbe
1299900,Whakatane
1300902,Whakatane
1301002,Edgecumbe
1301501,Whakatane
1302301,Taneatua
1313703,Edgecumbe
1313801,Opotiki
1319300,Kawerau
1323100,Edgecumbe
1323702,Edgecumbe
1323900,Te Teko
1325400,Edgecumbe
1325800,Edgecumbe
1325905,Edgecumbe
1326001,Te Teko
1330002,Te Teko
1330101,Murupara
1330202,Taneatua
1330203,Murupara
1330601,Murupara
1331900,Murupara
1332701,Murupara
1333701,Te Kaha
1334100,Te Kaha
1334200,Te Kaha
1334800,Opotiki
1334900,Te Kaha
1335000,Te Kaha
1335800,Opotiki
1335900,Opotiki
1338107,Opotiki
1338200,Opotiki
1338500,Taneatua
1342100,Te Araroa
1342300,Te Araroa
1342902,Te Araroa
1343900,Te Araroa
1344600,Te Araroa
1344700,Ruatoria
1344800,Te Araroa
1345700,Ruatoria
1345802,Ruatoria
1347300,Ruatoria
1347400,Ruatoria
1348300,Tokomaru Bay
1348500,Tokomaru Bay
1349000,Tokomaru Bay
1349202,Ruatoria
1349203,Ruatoria
1350400,Tolaga Bay
1351900,Te Karaka
1352101,Te Karaka
1352102,Te Karaka
1353300,Matawai
1353800,Matawai
1355302,Tolaga Bay
1356100,Tolaga Bay
1356700,Tolaga Bay
1356800,Tolaga Bay
1357901,Gisborne
1358000,Gisborne
1359200,Gisborne
1361400,Gisborne
1361800,Manutuke
1362900,Manutuke
1363501,Wairoa
1363502,Manutuke
1365400,Manutuke
1365500,Manutuke
1365800,Manutuke
1392500,Kotemaori
1392800,Kotemaori
1392900,Kotemaori
1393200,Kotemaori
1393700,Kotemaori
1394804,Tuai
1395100,Tuai
1395900,Wairoa
1396000,Wairoa
1398500,Wairoa
1399200,Nuhaka
1399702,Nuhaka
1399800,Nuhaka
1401902,Taradale
1402000,Napier
1404000,Napier
1406200,Clive
1406702,Havelock North
1407500,Clive
1409700,Taradale
1410100,Taradale
1410901,Taradale
1411300,Taradale
1411500,Taradale
1412500,Taradale
1413701,Napier
1414503,Bay View
1415100,Bay View
1416301,Napier
1427910,Napier
1448101,Taradale
1455300,Napier
1462100,Hastings
1462401,Hastings
1462500,Hastings
1463300,Hastings
1465300,Hastings
1465400,Havelock North
1466101,Hastings
1467302,Waipawa
1470400,Flaxmere
1471000,Flaxmere
1471201,Hastings
1471800,Hastings
1471900,Clive
1472100,Hastings
1473600,Hastings
1510900,Waipawa
1511700,Waipawa
1512000,Waipawa
1512100,Waipawa
1513400,Waipawa
1514400,Waipukurau
1515300,Waipukurau
1515700,Waipukurau
1520100,Waipukurau
1523501,Waipawa
1525602,Waipukurau
1525900,Waipawa
1526200,Waipukurau
1526800,Porangahau
1527801,Porangahau
1527802,Pongaroa
1535100,Norsewood
1535700,Norsewood
1535900,Dannevirke
1536000,Norsewood
1537000,Dannevirke
1537902,Dannevirke
1539502,Porangahau
1539700,Pongaroa
1539800,Pongaroa
1539900,Pongaroa
1542500,Woodville
1551000,Waitara
1551400,Waitara
1552100,Waitara
1552402,Mokau
1552500,Mokau
1552701,Okato
1553700,Okato
1553800,Westown
1553904,Okato
1553905,Okato
1555001,Okato
1555100,Okato
1555703,Okato
1555707,Okato
1556002,Westown
1557901,Fitzroy
1558200,Fitzroy
1562602,Bell Block
1562700,Bell Block
1563700,Waitara
1564301,Inglewood
1564400,Inglewood
1564600,Waitara
1565100,Waitara
1568600,Westown
1569700,Westown
1584502,Westown
1587800,Westown
1587901,Westown
1587919,Okato
1592900,New Plymouth Central
1593700,New Plymouth Central
1594300,New Plymouth Central
1594800,Fitzroy
1595300,Westown
1596000,Fitzroy
1596700,Fitzroy
1596900,Fitzroy
1597100,Fitzroy
1599100,Fitzroy
1606700,Inglewood
1609100,Inglewood
1610300,Inglewood
1610600,Stratford
1616600,Stratford
1616900,Stratford
1617400,Stratford
1619800,Stratford
1619900,Eltham
1620000,Stratford
1621300,Stratford
1623900,Stratford
1624401,Stratford
1624800,Okato
1625100,Okato
1625500,Opunake
1625900,Okato
1627500,Opunake
1629000,Opunake
1631100,Opunake
1637800,Manaia
1637900,Eltham
1638700,Eltham
1638900,Eltham
1640300,Eltham
1650801,Hawera
1651700,Hawera
1654800,Hawera
1655100,Manaia
1658000,Manaia
1658200,Manaia
1658300,Manaia
1659500,Manaia
1659700,Manaia
1662200,Patea
1665400,Patea
1665800,Patea
1667100,Patea
1669400,Waverley
1669500,Waverley
1673301,Waiouru
1673500,Ohakune
1673600,Ohakune
1674202,Ohakune
1677900,Raetihi
