"meshblockID" "urbanRuralGrade" "code" "urbanRural"
3035800 "Independent Urban Area" "B" "urban"
2302900 "Independent Urban Area" "B" "urban"
2821800 "Independent Urban Area" "B" "urban"
2288000 "Independent Urban Area" "B" "urban"
2303001 "Independent Urban Area" "B" "urban"
2301600 "Independent Urban Area" "B" "urban"
2303100 "Independent Urban Area" "B" "urban"
2300900 "Independent Urban Area" "B" "urban"
2292204 "Independent Urban Area" "B" "urban"
3038902 "Independent Urban Area" "B" "urban"
3036000 "Independent Urban Area" "B" "urban"
1880000 "Satellite Urban Area" "C" "urban"
2346707 "Rural area with moderate urban influence" "E" "rural"
2345602 "Rural area with low urban influence" "F" "rural"
1881600 "Satellite Urban Area" "C" "urban"
1884900 "Rural area with high urban influence" "D" "rural"
2288100 "Independent Urban Area" "B" "urban"
2302800 "Independent Urban Area" "B" "urban"
1881903 "Satellite Urban Area" "C" "urban"
1884100 "Rural area with moderate urban influence" "E" "rural"
2661900 "Main urban area" "A" "urban"
2345501 "Rural area with low urban influence" "F" "rural"
1877700 "Satellite Urban Area" "C" "urban"
2598600 "Main urban area" "A" "urban"
1881500 "Satellite Urban Area" "C" "urban"
2254400 "Rural area with moderate urban influence" "E" "rural"
1285500 "Independent Urban Area" "B" "urban"
2593600 "Main urban area" "A" "urban"
1563100 "Main urban area" "A" "urban"
2680800 "Main urban area" "A" "urban"
2346706 "Rural area with low urban influence" "F" "rural"
1565700 "Rural area with low urban influence" "F" "rural"
1881401 "Satellite Urban Area" "C" "urban"
1285400 "Independent Urban Area" "B" "urban"
1881902 "Satellite Urban Area" "C" "urban"
1884004 "Rural area with high urban influence" "D" "rural"
1561500 "Main urban area" "A" "urban"
1285000 "Independent Urban Area" "B" "urban"
2603301 "Main urban area" "A" "urban"
1285700 "Independent Urban Area" "B" "urban"
2593100 "Main urban area" "A" "urban"
1561600 "Main urban area" "A" "urban"
1563500 "Rural area with moderate urban influence" "E" "rural"
1282000 "Independent Urban Area" "B" "urban"
2520000 "Main urban area" "A" "urban"
2563400 "Main urban area" "A" "urban"
1023800 "Highly rural/remote area" "G" "rural"
1561400 "Main urban area" "A" "urban"
1285100 "Independent Urban Area" "B" "urban"
1285200 "Independent Urban Area" "B" "urban"
1561900 "Main urban area" "A" "urban"
1884701 "Rural area with high urban influence" "D" "rural"
1881800 "Satellite Urban Area" "C" "urban"
1880200 "Satellite Urban Area" "C" "urban"
1883900 "Rural area with high urban influence" "D" "rural"
1898901 "Main urban area" "A" "urban"
1995200 "Main urban area" "A" "urban"
1898300 "Main urban area" "A" "urban"
2603302 "Main urban area" "A" "urban"
2667400 "Main urban area" "A" "urban"
1898902 "Main urban area" "A" "urban"
1393100 "Highly rural/remote area" "G" "rural"
1285800 "Independent Urban Area" "B" "urban"
1995400 "Main urban area" "A" "urban"
1286900 "Independent Urban Area" "B" "urban"
1916600 "Main urban area" "A" "urban"
1559100 "Main urban area" "A" "urban"
1653701 "Independent Urban Area" "B" "urban"
1897600 "Main urban area" "A" "urban"
1450200 "Main urban area" "A" "urban"
1995600 "Main urban area" "A" "urban"
1447000 "Main urban area" "A" "urban"
1403201 "Main urban area" "A" "urban"
1450300 "Main urban area" "A" "urban"
1401703 "Main urban area" "A" "urban"
1427906 "Area outside urban/rural profile" "Z" NA
1450500 "Main urban area" "A" "urban"
2050501 "Main urban area" "A" "urban"
1995500 "Main urban area" "A" "urban"
1403300 "Main urban area" "A" "urban"
1653702 "Independent Urban Area" "B" "urban"
1761100 "Rural area with moderate urban influence" "E" "rural"
1774500 "Rural area with moderate urban influence" "E" "rural"
1778800 "Rural area with low urban influence" "F" "rural"
1535600 "Highly rural/remote area" "G" "rural"
1535000 "Rural area with low urban influence" "F" "rural"
1761000 "Rural area with moderate urban influence" "E" "rural"
1537100 "Rural area with low urban influence" "F" "rural"
111501 "Main urban area" "A" "urban"
1524800 "Rural area with low urban influence" "F" "rural"
175121 "Main urban area" "A" "urban"
314200 "Main urban area" "A" "urban"
224106 "Main urban area" "A" "urban"
430900 "Main urban area" "A" "urban"
543700 "Main urban area" "A" "urban"
494700 "Main urban area" "A" "urban"
691600 "Main urban area" "A" "urban"
1762901 "Rural area with moderate urban influence" "E" "rural"
293600 "Main urban area" "A" "urban"
1534900 "Rural area with low urban influence" "F" "rural"
117900 "Rural area with moderate urban influence" "E" "rural"
175300 "Main urban area" "A" "urban"
192700 "Main urban area" "A" "urban"
223013 "Main urban area" "A" "urban"
434701 "Main urban area" "A" "urban"
480700 "Main urban area" "A" "urban"
275000 "Main urban area" "A" "urban"
579700 "Main urban area" "A" "urban"
2929500 "Main urban area" "A" "urban"
2935900 "Main urban area" "A" "urban"
711127 "Main urban area" "A" "urban"
2947900 "Main urban area" "A" "urban"
2936800 "Main urban area" "A" "urban"
2911300 "Main urban area" "A" "urban"
2979600 "Rural area with high urban influence" "D" "rural"
2911800 "Main urban area" "A" "urban"
2911400 "Main urban area" "A" "urban"
2928200 "Main urban area" "A" "urban"
2929600 "Main urban area" "A" "urban"
2913100 "Main urban area" "A" "urban"
2928700 "Main urban area" "A" "urban"
2976701 "Main urban area" "A" "urban"
2954700 "Main urban area" "A" "urban"
2936700 "Main urban area" "A" "urban"
2927900 "Main urban area" "A" "urban"
109402 "Main urban area" "A" "urban"
2935801 "Main urban area" "A" "urban"
172100 "Main urban area" "A" "urban"
2935000 "Main urban area" "A" "urban"
2930800 "Main urban area" "A" "urban"
313800 "Main urban area" "A" "urban"
2928400 "Main urban area" "A" "urban"
3157100 "Satellite Urban Area" "C" "urban"
367100 "Main urban area" "A" "urban"
3157000 "Satellite Urban Area" "C" "urban"
399500 "Main urban area" "A" "urban"
3159200 "Satellite Urban Area" "C" "urban"
257202 "Main urban area" "A" "urban"
3159000 "Satellite Urban Area" "C" "urban"
276700 "Main urban area" "A" "urban"
3158600 "Satellite Urban Area" "C" "urban"
612300 "Main urban area" "A" "urban"
3158900 "Satellite Urban Area" "C" "urban"
598600 "Main urban area" "A" "urban"
3156400 "Satellite Urban Area" "C" "urban"
3156500 "Satellite Urban Area" "C" "urban"
3156900 "Satellite Urban Area" "C" "urban"
3159300 "Satellite Urban Area" "C" "urban"
1188808 "Main urban area" "A" "urban"
1153204 "Main urban area" "A" "urban"
852900 "Rural area with low urban influence" "F" "rural"
1188807 "Area outside urban/rural profile" "Z" NA
1158300 "Main urban area" "A" "urban"
1153601 "Main urban area" "A" "urban"
1188404 "Main urban area" "A" "urban"
1155900 "Main urban area" "A" "urban"
1188900 "Rural area with moderate urban influence" "E" "rural"
952400 "Main urban area" "A" "urban"
1198700 "Main urban area" "A" "urban"
1155000 "Main urban area" "A" "urban"
1153401 "Main urban area" "A" "urban"
1186300 "Rural area with high urban influence" "D" "rural"
849600 "Rural area with low urban influence" "F" "rural"
1334200 "Highly rural/remote area" "G" "rural"
975700 "Main urban area" "A" "urban"
953600 "Main urban area" "A" "urban"
1198601 "Main urban area" "A" "urban"
1342200 "Highly rural/remote area" "G" "rural"
1215600 "Satellite Urban Area" "C" "urban"
861402 "Rural area with moderate urban influence" "E" "rural"
924000 "Main urban area" "A" "urban"
923300 "Main urban area" "A" "urban"
924300 "Main urban area" "A" "urban"
930800 "Main urban area" "A" "urban"
723100 "Main urban area" "A" "urban"
978803 "Main urban area" "A" "urban"
296200 "Main urban area" "A" "urban"
929001 "Main urban area" "A" "urban"
782800 "Main urban area" "A" "urban"
788102 "Main urban area" "A" "urban"
711813 "Main urban area" "A" "urban"
297400 "Main urban area" "A" "urban"
787800 "Main urban area" "A" "urban"
711812 "Main urban area" "A" "urban"
956802 "Main urban area" "A" "urban"
861302 "Rural area with moderate urban influence" "E" "rural"
1244300 "Main urban area" "A" "urban"
1240800 "Main urban area" "A" "urban"
1244200 "Main urban area" "A" "urban"
1240700 "Main urban area" "A" "urban"
1001203 "Independent Urban Area" "B" "urban"
788203 "Main urban area" "A" "urban"
784000 "Main urban area" "A" "urban"
1256304 "Main urban area" "A" "urban"
793400 "Main urban area" "A" "urban"
1001105 "Independent Urban Area" "B" "urban"
806208 "Main urban area" "A" "urban"
1243300 "Main urban area" "A" "urban"
792400 "Main urban area" "A" "urban"
801000 "Main urban area" "A" "urban"
806304 "Main urban area" "A" "urban"
806207 "Main urban area" "A" "urban"
800308 "Main urban area" "A" "urban"
1057003 "Rural area with moderate urban influence" "E" "rural"
1134302 "Rural area with low urban influence" "F" "rural"
1302000 "Highly rural/remote area" "G" "rural"
792300 "Main urban area" "A" "urban"
800309 "Main urban area" "A" "urban"
2523400 "Main urban area" "A" "urban"
2604400 "Main urban area" "A" "urban"
2665900 "Main urban area" "A" "urban"
2505603 "Main urban area" "A" "urban"
2506306 "Main urban area" "A" "urban"
2466200 "Rural area with high urban influence" "D" "rural"
2520701 "Main urban area" "A" "urban"
2522600 "Main urban area" "A" "urban"
2604200 "Main urban area" "A" "urban"
2505203 "Main urban area" "A" "urban"
2510800 "Main urban area" "A" "urban"
2506501 "Main urban area" "A" "urban"
2523800 "Main urban area" "A" "urban"
2524102 "Main urban area" "A" "urban"
2506301 "Main urban area" "A" "urban"
2563900 "Main urban area" "A" "urban"
2604512 "Main urban area" "A" "urban"
2469200 "Satellite Urban Area" "C" "urban"
2505208 "Main urban area" "A" "urban"
2523900 "Main urban area" "A" "urban"
2623300 "Main urban area" "A" "urban"
2588800 "Main urban area" "A" "urban"
2496007 "Main urban area" "A" "urban"
2622703 "Main urban area" "A" "urban"
2646000 "Main urban area" "A" "urban"
2555904 "Main urban area" "A" "urban"
2334700 "Main urban area" "A" "urban"
2622000 "Main urban area" "A" "urban"
2323900 "Main urban area" "A" "urban"
2701100 "Main urban area" "A" "urban"
2101500 "Main urban area" "A" "urban"
26500 "Highly rural/remote area" "G" "rural"
2018400 "Main urban area" "A" "urban"
81600 "Highly rural/remote area" "G" "rural"
2019200 "Main urban area" "A" "urban"
164502 "Main urban area" "A" "urban"
2022700 "Main urban area" "A" "urban"
199500 "Main urban area" "A" "urban"
2099500 "Main urban area" "A" "urban"
335600 "Area outside urban/rural profile" "Z" NA
2283101 "Rural area with low urban influence" "F" "rural"
235724 "Main urban area" "A" "urban"
236814 "Main urban area" "A" "urban"
2626100 "Main urban area" "A" "urban"
2645300 "Main urban area" "A" "urban"
680705 "Main urban area" "A" "urban"
3030916 "Independent Urban Area" "B" "urban"
689800 "Main urban area" "A" "urban"
3036232 "Independent Urban Area" "B" "urban"
1518400 "Rural area with low urban influence" "F" "rural"
3036207 "Independent Urban Area" "B" "urban"
1737200 "Independent Urban Area" "B" "urban"
1737500 "Independent Urban Area" "B" "urban"
1518600 "Rural area with low urban influence" "F" "rural"
1524600 "Rural area with low urban influence" "F" "rural"
1773800 "Rural area with moderate urban influence" "E" "rural"
2102003 "Main urban area" "A" "urban"
3036231 "Independent Urban Area" "B" "urban"
2332100 "Main urban area" "A" "urban"
1777900 "Rural area with moderate urban influence" "E" "rural"
3036219 "Independent Urban Area" "B" "urban"
1738200 "Independent Urban Area" "B" "urban"
2296400 "Independent Urban Area" "B" "urban"
1737100 "Independent Urban Area" "B" "urban"
1732603 "Rural area with moderate urban influence" "E" "rural"
3030915 "Independent Urban Area" "B" "urban"
2289304 "Independent Urban Area" "B" "urban"
1734701 "Rural area with low urban influence" "F" "rural"
3036230 "Independent Urban Area" "B" "urban"
1737300 "Independent Urban Area" "B" "urban"
2296800 "Independent Urban Area" "B" "urban"
2297300 "Independent Urban Area" "B" "urban"
1534600 "Rural area with low urban influence" "F" "rural"
1535700 "Rural area with low urban influence" "F" "rural"
1732200 "Rural area with moderate urban influence" "E" "rural"
1733200 "Rural area with moderate urban influence" "E" "rural"
2296500 "Independent Urban Area" "B" "urban"
2289604 "Independent Urban Area" "B" "urban"
2297600 "Independent Urban Area" "B" "urban"
23100 "Rural area with low urban influence" "F" "rural"
123802 "Rural area with low urban influence" "F" "rural"
2819900 "Independent Urban Area" "B" "urban"
170402 "Main urban area" "A" "urban"
2819100 "Independent Urban Area" "B" "urban"
1537000 "Rural area with low urban influence" "F" "rural"
186401 "Main urban area" "A" "urban"
1524201 "Rural area with low urban influence" "F" "rural"
1525601 "Rural area with low urban influence" "F" "rural"
245400 "Main urban area" "A" "urban"
1525700 "Rural area with low urban influence" "F" "rural"
500300 "Main urban area" "A" "urban"
465000 "Main urban area" "A" "urban"
2291200 "Independent Urban Area" "B" "urban"
277500 "Main urban area" "A" "urban"
2297700 "Independent Urban Area" "B" "urban"
711028 "Main urban area" "A" "urban"
1545500 "Satellite Urban Area" "C" "urban"
1544900 "Satellite Urban Area" "C" "urban"
1562602 "Main urban area" "A" "urban"
1550007 "Satellite Urban Area" "C" "urban"
1546900 "Satellite Urban Area" "C" "urban"
1546600 "Satellite Urban Area" "C" "urban"
1545100 "Satellite Urban Area" "C" "urban"
1545000 "Satellite Urban Area" "C" "urban"
1903400 "Main urban area" "A" "urban"
40100 "Rural area with low urban influence" "F" "rural"
2271500 "Rural area with low urban influence" "F" "rural"
123500 "Rural area with moderate urban influence" "E" "rural"
2373502 "Area outside urban/rural profile" "Z" NA
167201 "Main urban area" "A" "urban"
2048800 "Main urban area" "A" "urban"
198900 "Main urban area" "A" "urban"
1029002 "Rural area with low urban influence" "F" "rural"
2373501 "Rural area with moderate urban influence" "E" "rural"
1545600 "Satellite Urban Area" "C" "urban"
328800 "Main urban area" "A" "urban"
2051401 "Main urban area" "A" "urban"
1442100 "Main urban area" "A" "urban"
1047608 "Rural area with low urban influence" "F" "rural"
2055400 "Main urban area" "A" "urban"
1446600 "Main urban area" "A" "urban"
489002 "Main urban area" "A" "urban"
1899800 "Main urban area" "A" "urban"
1442200 "Main urban area" "A" "urban"
613300 "Main urban area" "A" "urban"
1641300 "Independent Urban Area" "B" "urban"
593700 "Main urban area" "A" "urban"
1447200 "Main urban area" "A" "urban"
1403100 "Main urban area" "A" "urban"
1649800 "Independent Urban Area" "B" "urban"
1440800 "Main urban area" "A" "urban"
1899400 "Main urban area" "A" "urban"
1904300 "Main urban area" "A" "urban"
1443900 "Main urban area" "A" "urban"
1444100 "Main urban area" "A" "urban"
38800 "Highly rural/remote area" "G" "rural"
81100 "Rural area with low urban influence" "F" "rural"
166800 "Main urban area" "A" "urban"
309502 "Main urban area" "A" "urban"
1046903 "Independent Urban Area" "B" "urban"
412000 "Main urban area" "A" "urban"
546600 "Main urban area" "A" "urban"
651100 "Main urban area" "A" "urban"
717803 "Main urban area" "A" "urban"
79010 "Rural area with moderate urban influence" "E" "rural"
176700 "Main urban area" "A" "urban"
2969701 "Main urban area" "A" "urban"
183201 "Main urban area" "A" "urban"
2915300 "Main urban area" "A" "urban"
316500 "Main urban area" "A" "urban"
2932800 "Main urban area" "A" "urban"
436802 "Main urban area" "A" "urban"
2914300 "Main urban area" "A" "urban"
258100 "Main urban area" "A" "urban"
2915800 "Main urban area" "A" "urban"
270400 "Main urban area" "A" "urban"
2931300 "Main urban area" "A" "urban"
717701 "Main urban area" "A" "urban"
2937100 "Main urban area" "A" "urban"
639600 "Main urban area" "A" "urban"
2969703 "Main urban area" "A" "urban"
3007500 "Highly rural/remote area" "G" "rural"
2937200 "Main urban area" "A" "urban"
3162302 "Rural area with high urban influence" "D" "rural"
3097803 "Highly rural/remote area" "G" "rural"
3095300 "Highly rural/remote area" "G" "rural"
3096702 "Highly rural/remote area" "G" "rural"
3159500 "Rural area with moderate urban influence" "E" "rural"
173309 "Main urban area" "A" "urban"
3096300 "Rural area with low urban influence" "F" "rural"
182705 "Main urban area" "A" "urban"
352500 "Main urban area" "A" "urban"
3162601 "Rural area with low urban influence" "F" "rural"
395800 "Main urban area" "A" "urban"
258002 "Main urban area" "A" "urban"
480300 "Main urban area" "A" "urban"
280303 "Main urban area" "A" "urban"
622800 "Main urban area" "A" "urban"
3096200 "Rural area with low urban influence" "F" "rural"
3160101 "Rural area with high urban influence" "D" "rural"
1227100 "Main urban area" "A" "urban"
1238700 "Main urban area" "A" "urban"
1004600 "Rural area with low urban influence" "F" "rural"
1237300 "Main urban area" "A" "urban"
1241600 "Main urban area" "A" "urban"
1229901 "Main urban area" "A" "urban"
1329900 "Highly rural/remote area" "G" "rural"
1256207 "Main urban area" "A" "urban"
1239800 "Main urban area" "A" "urban"
1231100 "Main urban area" "A" "urban"
1235500 "Main urban area" "A" "urban"
1255600 "Main urban area" "A" "urban"
767802 "Main urban area" "A" "urban"
799107 "Main urban area" "A" "urban"
1241500 "Main urban area" "A" "urban"
794500 "Main urban area" "A" "urban"
1255800 "Main urban area" "A" "urban"
766200 "Main urban area" "A" "urban"
1235900 "Main urban area" "A" "urban"
1256303 "Main urban area" "A" "urban"
796900 "Main urban area" "A" "urban"
767920 "Main urban area" "A" "urban"
796200 "Main urban area" "A" "urban"
797100 "Main urban area" "A" "urban"
118000 "Rural area with low urban influence" "F" "rural"
796700 "Main urban area" "A" "urban"
1059635 "Rural area with low urban influence" "F" "rural"
175111 "Main urban area" "A" "urban"
1059634 "Rural area with low urban influence" "F" "rural"
799106 "Main urban area" "A" "urban"
193400 "Main urban area" "A" "urban"
796800 "Main urban area" "A" "urban"
1059626 "Rural area with low urban influence" "F" "rural"
356002 "Main urban area" "A" "urban"
769046 "Main urban area" "A" "urban"
791100 "Main urban area" "A" "urban"
436100 "Main urban area" "A" "urban"
1229700 "Main urban area" "A" "urban"
471400 "Main urban area" "A" "urban"
1228700 "Main urban area" "A" "urban"
1228800 "Main urban area" "A" "urban"
616000 "Main urban area" "A" "urban"
1239900 "Main urban area" "A" "urban"
580900 "Main urban area" "A" "urban"
602501 "Main urban area" "A" "urban"
799900 "Main urban area" "A" "urban"
769047 "Main urban area" "A" "urban"
769048 "Main urban area" "A" "urban"
794900 "Main urban area" "A" "urban"
1203205 "Main urban area" "A" "urban"
1196900 "Main urban area" "A" "urban"
1203206 "Main urban area" "A" "urban"
856500 "Main urban area" "A" "urban"
1089000 "Independent Urban Area" "B" "urban"
1197300 "Main urban area" "A" "urban"
1186704 "Rural area with high urban influence" "D" "rural"
1100500 "Rural area with moderate urban influence" "E" "rural"
1203204 "Main urban area" "A" "urban"
1091100 "Rural area with moderate urban influence" "E" "rural"
883900 "Main urban area" "A" "urban"
884800 "Main urban area" "A" "urban"
861301 "Rural area with low urban influence" "F" "rural"
1212700 "Highly rural/remote area" "G" "rural"
956402 "Main urban area" "A" "urban"
1191703 "Rural area with high urban influence" "D" "rural"
711728 "Main urban area" "A" "urban"
1214100 "Satellite Urban Area" "C" "urban"
787500 "Main urban area" "A" "urban"
1214002 "Satellite Urban Area" "C" "urban"
295700 "Main urban area" "A" "urban"
782200 "Main urban area" "A" "urban"
711739 "Main urban area" "A" "urban"
634319 "Area outside urban/rural profile" "Z" NA
300503 "Main urban area" "A" "urban"
300502 "Main urban area" "A" "urban"
883800 "Main urban area" "A" "urban"
956500 "Main urban area" "A" "urban"
282026 "Rural area with high urban influence" "D" "rural"
722302 "Main urban area" "A" "urban"
2777500 "Rural area with low urban influence" "F" "rural"
3174800 "Highly rural/remote area" "G" "rural"
3028012 "Rural area with moderate urban influence" "E" "rural"
3027900 "Rural area with low urban influence" "F" "rural"
3028011 "Rural area with moderate urban influence" "E" "rural"
2852204 "Highly rural/remote area" "G" "rural"
2814800 "Rural area with low urban influence" "F" "rural"
3028005 "Rural area with low urban influence" "F" "rural"
2852205 "Highly rural/remote area" "G" "rural"
3174100 "Highly rural/remote area" "G" "rural"
3028004 "Rural area with low urban influence" "F" "rural"
2278904 "Rural area with moderate urban influence" "E" "rural"
2292800 "Independent Urban Area" "B" "urban"
3028003 "Rural area with low urban influence" "F" "rural"
2293700 "Independent Urban Area" "B" "urban"
2775900 "Rural area with moderate urban influence" "E" "rural"
2278903 "Rural area with moderate urban influence" "E" "rural"
2814700 "Rural area with low urban influence" "F" "rural"
2294200 "Independent Urban Area" "B" "urban"
2356300 "Rural area with high urban influence" "D" "rural"
2354102 "Satellite Urban Area" "C" "urban"
2291901 "Rural area with moderate urban influence" "E" "rural"
2290502 "Independent Urban Area" "B" "urban"
2355000 "Rural area with moderate urban influence" "E" "rural"
2278905 "Rural area with moderate urban influence" "E" "rural"
2290602 "Rural area with moderate urban influence" "E" "rural"
2290601 "Independent Urban Area" "B" "urban"
2354103 "Satellite Urban Area" "C" "urban"
2356100 "Rural area with low urban influence" "F" "rural"
2291802 "Rural area with moderate urban influence" "E" "rural"
3028013 "Rural area with low urban influence" "F" "rural"
2851900 "Highly rural/remote area" "G" "rural"
2776000 "Rural area with moderate urban influence" "E" "rural"
2292600 "Independent Urban Area" "B" "urban"
2354701 "Rural area with high urban influence" "D" "rural"
2374700 "Rural area with low urban influence" "F" "rural"
2292500 "Independent Urban Area" "B" "urban"
2525206 "Main urban area" "A" "urban"
2524105 "Main urban area" "A" "urban"
2565600 "Main urban area" "A" "urban"
2664500 "Main urban area" "A" "urban"
2504301 "Main urban area" "A" "urban"
2526200 "Main urban area" "A" "urban"
2504902 "Main urban area" "A" "urban"
2508400 "Main urban area" "A" "urban"
2061000 "Main urban area" "A" "urban"
1895800 "Main urban area" "A" "urban"
2054200 "Main urban area" "A" "urban"
1916400 "Main urban area" "A" "urban"
2053806 "Main urban area" "A" "urban"
2061501 "Main urban area" "A" "urban"
2664600 "Main urban area" "A" "urban"
2525208 "Main urban area" "A" "urban"
2046000 "Main urban area" "A" "urban"
2373100 "Rural area with low urban influence" "F" "rural"
2621701 "Main urban area" "A" "urban"
2054100 "Main urban area" "A" "urban"
1894502 "Main urban area" "A" "urban"
2623100 "Main urban area" "A" "urban"
2055900 "Main urban area" "A" "urban"
2064300 "Main urban area" "A" "urban"
2645700 "Main urban area" "A" "urban"
1435300 "Main urban area" "A" "urban"
1439900 "Main urban area" "A" "urban"
2644300 "Main urban area" "A" "urban"
1900100 "Main urban area" "A" "urban"
1401507 "Main urban area" "A" "urban"
2047202 "Main urban area" "A" "urban"
1427700 "Main urban area" "A" "urban"
2063501 "Main urban area" "A" "urban"
1904700 "Main urban area" "A" "urban"
1452700 "Main urban area" "A" "urban"
2481200 "Main urban area" "A" "urban"
1439200 "Main urban area" "A" "urban"
2490600 "Main urban area" "A" "urban"
1688100 "Highly rural/remote area" "G" "rural"
1433800 "Main urban area" "A" "urban"
2099400 "Main urban area" "A" "urban"
1443500 "Main urban area" "A" "urban"
2621603 "Main urban area" "A" "urban"
1442600 "Main urban area" "A" "urban"
2331600 "Main urban area" "A" "urban"
2589405 "Main urban area" "A" "urban"
1433500 "Main urban area" "A" "urban"
1440000 "Main urban area" "A" "urban"
2017700 "Main urban area" "A" "urban"
2100500 "Main urban area" "A" "urban"
1401506 "Main urban area" "A" "urban"
1438701 "Main urban area" "A" "urban"
1434800 "Main urban area" "A" "urban"
1449200 "Main urban area" "A" "urban"
2321400 "Main urban area" "A" "urban"
2103700 "Main urban area" "A" "urban"
2054700 "Main urban area" "A" "urban"
2321300 "Main urban area" "A" "urban"
1891600 "Main urban area" "A" "urban"
2061100 "Main urban area" "A" "urban"
2100700 "Main urban area" "A" "urban"
2051002 "Main urban area" "A" "urban"
2639200 "Main urban area" "A" "urban"
2622801 "Main urban area" "A" "urban"
1449300 "Main urban area" "A" "urban"
1451000 "Main urban area" "A" "urban"
1587922 "Area outside urban/rural profile" "Z" NA
1641000 "Independent Urban Area" "B" "urban"
1520600 "Independent Urban Area" "B" "urban"
1520300 "Independent Urban Area" "B" "urban"
2101100 "Main urban area" "A" "urban"
1518900 "Independent Urban Area" "B" "urban"
2101200 "Main urban area" "A" "urban"
1774000 "Rural area with low urban influence" "F" "rural"
1520100 "Independent Urban Area" "B" "urban"
1520200 "Independent Urban Area" "B" "urban"
1520000 "Independent Urban Area" "B" "urban"
1525000 "Rural area with moderate urban influence" "E" "rural"
1520700 "Independent Urban Area" "B" "urban"
1534201 "Rural area with low urban influence" "F" "rural"
2229001 "Rural area with low urban influence" "F" "rural"
68801 "Rural area with high urban influence" "D" "rural"
1882403 "Rural area with moderate urban influence" "E" "rural"
132502 "Rural area with low urban influence" "F" "rural"
2349300 "Highly rural/remote area" "G" "rural"
178609 "Main urban area" "A" "urban"
327300 "Main urban area" "A" "urban"
1399702 "Rural area with low urban influence" "F" "rural"
226602 "Main urban area" "A" "urban"
1549100 "Satellite Urban Area" "C" "urban"
505803 "Main urban area" "A" "urban"
1281700 "Highly rural/remote area" "G" "rural"
475900 "Main urban area" "A" "urban"
1549200 "Satellite Urban Area" "C" "urban"
632100 "Main urban area" "A" "urban"
1547701 "Satellite Urban Area" "C" "urban"
710803 "Main urban area" "A" "urban"
1565200 "Rural area with high urban influence" "D" "rural"
1549301 "Satellite Urban Area" "C" "urban"
1548600 "Satellite Urban Area" "C" "urban"
2229600 "Rural area with low urban influence" "F" "rural"
2348607 "Rural area with low urban influence" "F" "rural"
1397101 "Rural area with low urban influence" "F" "rural"
1550100 "Rural area with moderate urban influence" "E" "rural"
62705 "Highly rural/remote area" "G" "rural"
133445 "Rural area with low urban influence" "F" "rural"
341500 "Main urban area" "A" "urban"
225809 "Main urban area" "A" "urban"
233200 "Main urban area" "A" "urban"
464200 "Main urban area" "A" "urban"
644700 "Main urban area" "A" "urban"
621200 "Main urban area" "A" "urban"
3149200 "Main urban area" "A" "urban"
3151200 "Main urban area" "A" "urban"
3152400 "Main urban area" "A" "urban"
3149000 "Main urban area" "A" "urban"
3153700 "Main urban area" "A" "urban"
3161100 "Main urban area" "A" "urban"
3113300 "Main urban area" "A" "urban"
3084400 "Main urban area" "A" "urban"
2999102 "Highly rural/remote area" "G" "rural"
3147502 "Main urban area" "A" "urban"
3147000 "Main urban area" "A" "urban"
3084502 "Main urban area" "A" "urban"
3150900 "Main urban area" "A" "urban"
3148200 "Main urban area" "A" "urban"
3147501 "Main urban area" "A" "urban"
3084501 "Main urban area" "A" "urban"
65400 "Rural area with moderate urban influence" "E" "rural"
133436 "Highly rural/remote area" "G" "rural"
164203 "Main urban area" "A" "urban"
326100 "Main urban area" "A" "urban"
219502 "Rural area with high urban influence" "D" "rural"
675200 "Main urban area" "A" "urban"
3084002 "Main urban area" "A" "urban"
444501 "Main urban area" "A" "urban"
3141903 "Main urban area" "A" "urban"
3112900 "Main urban area" "A" "urban"
277902 "Main urban area" "A" "urban"
3151100 "Main urban area" "A" "urban"
567700 "Main urban area" "A" "urban"
40501 "Rural area with low urban influence" "F" "rural"
133412 "Highly rural/remote area" "G" "rural"
162600 "Main urban area" "A" "urban"
1044700 "Independent Urban Area" "B" "urban"
335400 "Main urban area" "A" "urban"
232201 "Main urban area" "A" "urban"
475200 "Main urban area" "A" "urban"
625700 "Main urban area" "A" "urban"
2918900 "Main urban area" "A" "urban"
278506 "Main urban area" "A" "urban"
2939100 "Main urban area" "A" "urban"
2916800 "Main urban area" "A" "urban"
2969400 "Main urban area" "A" "urban"
2920800 "Main urban area" "A" "urban"
2940101 "Main urban area" "A" "urban"
2938200 "Main urban area" "A" "urban"
2940102 "Main urban area" "A" "urban"
2969000 "Main urban area" "A" "urban"
2938300 "Main urban area" "A" "urban"
885802 "Main urban area" "A" "urban"
921800 "Main urban area" "A" "urban"
880400 "Main urban area" "A" "urban"
880000 "Main urban area" "A" "urban"
921606 "Main urban area" "A" "urban"
919400 "Main urban area" "A" "urban"
957902 "Main urban area" "A" "urban"
854202 "Satellite Urban Area" "C" "urban"
880202 "Main urban area" "A" "urban"
1193502 "Rural area with moderate urban influence" "E" "rural"
887200 "Main urban area" "A" "urban"
932100 "Main urban area" "A" "urban"
293302 "Main urban area" "A" "urban"
711726 "Main urban area" "A" "urban"
889202 "Main urban area" "A" "urban"
781500 "Main urban area" "A" "urban"
918700 "Main urban area" "A" "urban"
712002 "Main urban area" "A" "urban"
931900 "Main urban area" "A" "urban"
921503 "Main urban area" "A" "urban"
