"meshblockID" "urbanRuralGrade" "code" "urbanRural"
159200 "Main urban area" "A" "urban"
340900 "Main urban area" "A" "urban"
440110 "Area outside urban/rural profile" "Z" NA
396800 "Main urban area" "A" "urban"
475800 "Main urban area" "A" "urban"
449100 "Main urban area" "A" "urban"
605200 "Main urban area" "A" "urban"
1377300 "Main urban area" "A" "urban"
1368500 "Main urban area" "A" "urban"
1266610 "Independent Urban Area" "B" "urban"
1377002 "Main urban area" "A" "urban"
1379202 "Main urban area" "A" "urban"
1377001 "Main urban area" "A" "urban"
1376400 "Main urban area" "A" "urban"
1366500 "Main urban area" "A" "urban"
68600 "Rural area with moderate urban influence" "E" "rural"
1267009 "Independent Urban Area" "B" "urban"
1362400 "Rural area with moderate urban influence" "E" "rural"
133431 "Rural area with low urban influence" "F" "rural"
1361500 "Rural area with high urban influence" "D" "rural"
1266612 "Independent Urban Area" "B" "urban"
940200 "Rural area with high urban influence" "D" "rural"
941900 "Satellite Urban Area" "C" "urban"
165807 "Main urban area" "A" "urban"
1266503 "Independent Urban Area" "B" "urban"
1361600 "Rural area with high urban influence" "D" "rural"
1094700 "Rural area with low urban influence" "F" "rural"
846900 "Rural area with moderate urban influence" "E" "rural"
215300 "Main urban area" "A" "urban"
1279201 "Rural area with moderate urban influence" "E" "rural"
1267007 "Independent Urban Area" "B" "urban"
1102300 "Independent Urban Area" "B" "urban"
1181406 "Rural area with moderate urban influence" "E" "rural"
246108 "Main urban area" "A" "urban"
1093600 "Rural area with low urban influence" "F" "rural"
1095200 "Rural area with low urban influence" "F" "rural"
412302 "Main urban area" "A" "urban"
1181907 "Rural area with low urban influence" "F" "rural"
1181405 "Rural area with low urban influence" "F" "rural"
548100 "Main urban area" "A" "urban"
940100 "Rural area with low urban influence" "F" "rural"
943100 "Satellite Urban Area" "C" "urban"
611100 "Main urban area" "A" "urban"
848300 "Rural area with moderate urban influence" "E" "rural"
1077001 "Rural area with low urban influence" "F" "rural"
287000 "Main urban area" "A" "urban"
1077202 "Rural area with low urban influence" "F" "rural"
848600 "Rural area with moderate urban influence" "E" "rural"
1266803 "Independent Urban Area" "B" "urban"
1362100 "Rural area with high urban influence" "D" "rural"
1266620 "Independent Urban Area" "B" "urban"
1361002 "Main urban area" "A" "urban"
1181002 "Rural area with moderate urban influence" "E" "rural"
942000 "Satellite Urban Area" "C" "urban"
863700 "Main urban area" "A" "urban"
1105900 "Rural area with low urban influence" "F" "rural"
1180903 "Area outside urban/rural profile" "Z" NA
859600 "Rural area with high urban influence" "D" "rural"
976734 "Main urban area" "A" "urban"
976737 "Main urban area" "A" "urban"
1209400 "Rural area with low urban influence" "F" "rural"
908300 "Main urban area" "A" "urban"
863500 "Main urban area" "A" "urban"
902901 "Main urban area" "A" "urban"
903002 "Main urban area" "A" "urban"
1249604 "Main urban area" "A" "urban"
862400 "Main urban area" "A" "urban"
1251605 "Rural area with high urban influence" "D" "rural"
1337304 "Independent Urban Area" "B" "urban"
1338300 "Rural area with moderate urban influence" "E" "rural"
1249603 "Main urban area" "A" "urban"
991400 "Rural area with moderate urban influence" "E" "rural"
1059218 "Independent Urban Area" "B" "urban"
1253002 "Rural area with high urban influence" "D" "rural"
755700 "Main urban area" "A" "urban"
1337100 "Rural area with low urban influence" "F" "rural"
759501 "Main urban area" "A" "urban"
779600 "Main urban area" "A" "urban"
755800 "Main urban area" "A" "urban"
750500 "Main urban area" "A" "urban"
1059214 "Independent Urban Area" "B" "urban"
755900 "Main urban area" "A" "urban"
1125600 "Rural area with low urban influence" "F" "rural"
998800 "Rural area with moderate urban influence" "E" "rural"
759505 "Main urban area" "A" "urban"
779500 "Main urban area" "A" "urban"
79804 "Rural area with moderate urban influence" "E" "rural"
175809 "Main urban area" "A" "urban"
308401 "Main urban area" "A" "urban"
229701 "Main urban area" "A" "urban"
235502 "Main urban area" "A" "urban"
532400 "Main urban area" "A" "urban"
446902 "Main urban area" "A" "urban"
711025 "Main urban area" "A" "urban"
711133 "Main urban area" "A" "urban"
2871900 "Main urban area" "A" "urban"
2878200 "Main urban area" "A" "urban"
2873800 "Main urban area" "A" "urban"
2943102 "Main urban area" "A" "urban"
2889700 "Main urban area" "A" "urban"
2942700 "Main urban area" "A" "urban"
3007600 "Highly rural/remote area" "G" "rural"
2878300 "Main urban area" "A" "urban"
2890100 "Main urban area" "A" "urban"
2877300 "Main urban area" "A" "urban"
2871800 "Main urban area" "A" "urban"
2870500 "Main urban area" "A" "urban"
2450805 "Rural area with moderate urban influence" "E" "rural"
2449104 "Satellite Urban Area" "C" "urban"
2943300 "Main urban area" "A" "urban"
2945100 "Main urban area" "A" "urban"
2446903 "Satellite Urban Area" "C" "urban"
2445101 "Satellite Urban Area" "C" "urban"
2875400 "Main urban area" "A" "urban"
2874800 "Main urban area" "A" "urban"
2457103 "Rural area with high urban influence" "D" "rural"
2445102 "Satellite Urban Area" "C" "urban"
2450203 "Rural area with moderate urban influence" "E" "rural"
2462000 "Rural area with low urban influence" "F" "rural"
2461900 "Rural area with moderate urban influence" "E" "rural"
2445200 "Satellite Urban Area" "C" "urban"
2444900 "Satellite Urban Area" "C" "urban"
2447608 "Satellite Urban Area" "C" "urban"
2447604 "Rural area with high urban influence" "D" "rural"
2445902 "Satellite Urban Area" "C" "urban"
79605 "Rural area with moderate urban influence" "E" "rural"
2450213 "Satellite Urban Area" "C" "urban"
2449103 "Satellite Urban Area" "C" "urban"
174506 "Main urban area" "A" "urban"
308000 "Main urban area" "A" "urban"
2943202 "Main urban area" "A" "urban"
2889800 "Main urban area" "A" "urban"
358100 "Main urban area" "A" "urban"
2888600 "Main urban area" "A" "urban"
2890700 "Main urban area" "A" "urban"
413400 "Main urban area" "A" "urban"
532100 "Main urban area" "A" "urban"
608900 "Main urban area" "A" "urban"
285600 "Main urban area" "A" "urban"
2450806 "Rural area with moderate urban influence" "E" "rural"
2449301 "Satellite Urban Area" "C" "urban"
2566700 "Main urban area" "A" "urban"
1047702 "Highly rural/remote area" "G" "rural"
2449105 "Satellite Urban Area" "C" "urban"
2444800 "Satellite Urban Area" "C" "urban"
2580000 "Main urban area" "A" "urban"
2487100 "Main urban area" "A" "urban"
2489001 "Main urban area" "A" "urban"
2540700 "Main urban area" "A" "urban"
2579201 "Main urban area" "A" "urban"
2678100 "Main urban area" "A" "urban"
2678000 "Main urban area" "A" "urban"
2084700 "Main urban area" "A" "urban"
2273900 "Independent Urban Area" "B" "urban"
173407 "Main urban area" "A" "urban"
2076700 "Main urban area" "A" "urban"
2083100 "Main urban area" "A" "urban"
2540600 "Main urban area" "A" "urban"
312501 "Main urban area" "A" "urban"
1979001 "Main urban area" "A" "urban"
2076400 "Main urban area" "A" "urban"
2769602 "Rural area with low urban influence" "F" "rural"
1045512 "Independent Urban Area" "B" "urban"
2075900 "Main urban area" "A" "urban"
1979301 "Main urban area" "A" "urban"
2657900 "Main urban area" "A" "urban"
2769900 "Rural area with moderate urban influence" "E" "rural"
400300 "Main urban area" "A" "urban"
2076500 "Main urban area" "A" "urban"
2034400 "Main urban area" "A" "urban"
2770000 "Rural area with low urban influence" "F" "rural"
385800 "Main urban area" "A" "urban"
1977700 "Main urban area" "A" "urban"
2083800 "Main urban area" "A" "urban"
1523601 "Rural area with moderate urban influence" "E" "rural"
1682202 "Main urban area" "A" "urban"
2814500 "Highly rural/remote area" "G" "rural"
718800 "Main urban area" "A" "urban"
2351200 "Rural area with moderate urban influence" "E" "rural"
2075700 "Main urban area" "A" "urban"
1689900 "Main urban area" "A" "urban"
1711000 "Main urban area" "A" "urban"
2758902 "Rural area with low urban influence" "F" "rural"
681318 "Main urban area" "A" "urban"
2274900 "Independent Urban Area" "B" "urban"
2028500 "Main urban area" "A" "urban"
1691500 "Main urban area" "A" "urban"
1685400 "Rural area with high urban influence" "D" "rural"
2814201 "Rural area with low urban influence" "F" "rural"
2276901 "Rural area with low urban influence" "F" "rural"
293900 "Main urban area" "A" "urban"
1775400 "Highly rural/remote area" "G" "rural"
1706200 "Main urban area" "A" "urban"
2762500 "Rural area with low urban influence" "F" "rural"
2168600 "Main urban area" "A" "urban"
1467801 "Rural area with moderate urban influence" "E" "rural"
1513700 "Rural area with low urban influence" "F" "rural"
2804100 "Highly rural/remote area" "G" "rural"
2170101 "Main urban area" "A" "urban"
1685800 "Rural area with moderate urban influence" "E" "rural"
1708600 "Main urban area" "A" "urban"
2179700 "Main urban area" "A" "urban"
1689700 "Main urban area" "A" "urban"
1679800 "Main urban area" "A" "urban"
2170102 "Main urban area" "A" "urban"
1681100 "Main urban area" "A" "urban"
1683100 "Main urban area" "A" "urban"
45200 "Rural area with low urban influence" "F" "rural"
2026201 "Highly rural/remote area" "G" "rural"
41401 "Independent Urban Area" "B" "urban"
2169901 "Main urban area" "A" "urban"
1977900 "Main urban area" "A" "urban"
2075103 "Main urban area" "A" "urban"
41100 "Independent Urban Area" "B" "urban"
2187301 "Highly rural/remote area" "G" "rural"
2085303 "Main urban area" "A" "urban"
43500 "Independent Urban Area" "B" "urban"
2769800 "Rural area with low urban influence" "F" "rural"
38100 "Rural area with moderate urban influence" "E" "rural"
2769700 "Rural area with low urban influence" "F" "rural"
41403 "Independent Urban Area" "B" "urban"
1710902 "Main urban area" "A" "urban"
1682109 "Main urban area" "A" "urban"
1798800 "Main urban area" "A" "urban"
25000 "Highly rural/remote area" "G" "rural"
1708500 "Main urban area" "A" "urban"
1710901 "Main urban area" "A" "urban"
1798400 "Main urban area" "A" "urban"
1814201 "Main urban area" "A" "urban"
2169200 "Main urban area" "A" "urban"
1796100 "Main urban area" "A" "urban"
2169902 "Main urban area" "A" "urban"
1814202 "Main urban area" "A" "urban"
1814300 "Main urban area" "A" "urban"
1796200 "Main urban area" "A" "urban"
1540000 "Highly rural/remote area" "G" "rural"
54502 "Independent Urban Area" "B" "urban"
48409 "Rural area with low urban influence" "F" "rural"
1784500 "Rural area with moderate urban influence" "E" "rural"
54400 "Independent Urban Area" "B" "urban"
54600 "Independent Urban Area" "B" "urban"
1911302 "Main urban area" "A" "urban"
1805602 "Main urban area" "A" "urban"
12103 "Rural area with low urban influence" "F" "rural"
2041400 "Main urban area" "A" "urban"
54801 "Independent Urban Area" "B" "urban"
2072406 "Main urban area" "A" "urban"
50901 "Highly rural/remote area" "G" "rural"
54700 "Independent Urban Area" "B" "urban"
21800 "Highly rural/remote area" "G" "rural"
1631300 "Rural area with low urban influence" "F" "rural"
35700 "Rural area with low urban influence" "F" "rural"
1903801 "Rural area with high urban influence" "D" "rural"
1636900 "Independent Urban Area" "B" "urban"
2370800 "Independent Urban Area" "B" "urban"
1635600 "Independent Urban Area" "B" "urban"
1637000 "Independent Urban Area" "B" "urban"
1635300 "Independent Urban Area" "B" "urban"
1676800 "Independent Urban Area" "B" "urban"
1677300 "Independent Urban Area" "B" "urban"
1638000 "Rural area with low urban influence" "F" "rural"
1913902 "Main urban area" "A" "urban"
10300 "Highly rural/remote area" "G" "rural"
48101 "Area outside urban/rural profile" "Z" NA
10500 "Highly rural/remote area" "G" "rural"
1676700 "Independent Urban Area" "B" "urban"
10102 "Rural area with moderate urban influence" "E" "rural"
1631200 "Highly rural/remote area" "G" "rural"
10200 "Rural area with moderate urban influence" "E" "rural"
11200 "Rural area with low urban influence" "F" "rural"
27800 "Highly rural/remote area" "G" "rural"
10700 "Rural area with moderate urban influence" "E" "rural"
48201 "Area outside urban/rural profile" "Z" NA
10800 "Rural area with moderate urban influence" "E" "rural"
3161901 "Rural area with moderate urban influence" "E" "rural"
2998400 "Highly rural/remote area" "G" "rural"
3099800 "Main urban area" "A" "urban"
3093900 "Rural area with low urban influence" "F" "rural"
3099300 "Main urban area" "A" "urban"
3190100 "Satellite Urban Area" "C" "urban"
3190000 "Satellite Urban Area" "C" "urban"
3082000 "Rural area with high urban influence" "D" "rural"
3099400 "Main urban area" "A" "urban"
1253100 "Rural area with moderate urban influence" "E" "rural"
1132000 "Independent Urban Area" "B" "urban"
3190202 "Satellite Urban Area" "C" "urban"
1340400 "Independent Urban Area" "B" "urban"
1131301 "Independent Urban Area" "B" "urban"
1340300 "Independent Urban Area" "B" "urban"
1251207 "Rural area with moderate urban influence" "E" "rural"
1130000 "Independent Urban Area" "B" "urban"
1324100 "Rural area with moderate urban influence" "E" "rural"
1340500 "Independent Urban Area" "B" "urban"
991600 "Rural area with low urban influence" "F" "rural"
1264800 "Area outside urban/rural profile" "Z" NA
1265501 "Rural area with high urban influence" "D" "rural"
763100 "Rural area with moderate urban influence" "E" "rural"
86600 "Main urban area" "A" "urban"
1340200 "Independent Urban Area" "B" "urban"
1129700 "Independent Urban Area" "B" "urban"
780201 "Main urban area" "A" "urban"
123200 "Rural area with low urban influence" "F" "rural"
1127703 "Rural area with moderate urban influence" "E" "rural"
1132102 "Independent Urban Area" "B" "urban"
780507 "Main urban area" "A" "urban"
760138 "Main urban area" "A" "urban"
179302 "Main urban area" "A" "urban"
764300 "Rural area with high urban influence" "D" "rural"
516403 "Satellite Urban Area" "C" "urban"
763500 "Rural area with high urban influence" "D" "rural"
608350 "Area outside urban/rural profile" "Z" NA
250110 "Main urban area" "A" "urban"
674800 "Main urban area" "A" "urban"
1056504 "Highly rural/remote area" "G" "rural"
232300 "Main urban area" "A" "urban"
760132 "Main urban area" "A" "urban"
674100 "Main urban area" "A" "urban"
243900 "Main urban area" "A" "urban"
781100 "Main urban area" "A" "urban"
760122 "Main urban area" "A" "urban"
618400 "Main urban area" "A" "urban"
685800 "Main urban area" "A" "urban"
1335400 "Rural area with low urban influence" "F" "rural"
1252300 "Rural area with high urban influence" "D" "rural"
994700 "Rural area with low urban influence" "F" "rural"
1268211 "Independent Urban Area" "B" "urban"
1339100 "Independent Urban Area" "B" "urban"
1268600 "Independent Urban Area" "B" "urban"
1279110 "Independent Urban Area" "B" "urban"
1268501 "Independent Urban Area" "B" "urban"
1059210 "Highly rural/remote area" "G" "rural"
1363402 "Rural area with high urban influence" "D" "rural"
760133 "Main urban area" "A" "urban"
1029500 "Rural area with low urban influence" "F" "rural"
1082302 "Independent Urban Area" "B" "urban"
760139 "Main urban area" "A" "urban"
1268804 "Independent Urban Area" "B" "urban"
1082202 "Independent Urban Area" "B" "urban"
1268801 "Independent Urban Area" "B" "urban"
1082400 "Independent Urban Area" "B" "urban"
1093700 "Rural area with low urban influence" "F" "rural"
1084200 "Rural area with low urban influence" "F" "rural"
67600 "Rural area with moderate urban influence" "E" "rural"
1083800 "Rural area with low urban influence" "F" "rural"
135400 "Rural area with low urban influence" "F" "rural"
1082201 "Independent Urban Area" "B" "urban"
158100 "Main urban area" "A" "urban"
1387900 "Area outside urban/rural profile" "Z" NA
203801 "Main urban area" "A" "urban"
438209 "Main urban area" "A" "urban"
1268205 "Independent Urban Area" "B" "urban"
393701 "Main urban area" "A" "urban"
1279109 "Independent Urban Area" "B" "urban"
677200 "Main urban area" "A" "urban"
632600 "Main urban area" "A" "urban"
690000 "Main urban area" "A" "urban"
846602 "Rural area with moderate urban influence" "E" "rural"
976716 "Main urban area" "A" "urban"
1082301 "Independent Urban Area" "B" "urban"
978200 "Main urban area" "A" "urban"
901901 "Main urban area" "A" "urban"
866900 "Main urban area" "A" "urban"
1111500 "Rural area with low urban influence" "F" "rural"
864900 "Main urban area" "A" "urban"
906411 "Main urban area" "A" "urban"
868000 "Main urban area" "A" "urban"
147305 "Area outside urban/rural profile" "Z" NA
132800 "Rural area with low urban influence" "F" "rural"
158600 "Main urban area" "A" "urban"
187600 "Main urban area" "A" "urban"
249600 "Main urban area" "A" "urban"
400 "Highly rural/remote area" "G" "rural"
906408 "Main urban area" "A" "urban"
236004 "Main urban area" "A" "urban"
502 "Highly rural/remote area" "G" "rural"
976717 "Main urban area" "A" "urban"
476300 "Main urban area" "A" "urban"
800 "Rural area with low urban influence" "F" "rural"
575700 "Main urban area" "A" "urban"
600 "Highly rural/remote area" "G" "rural"
711024 "Main urban area" "A" "urban"
700 "Rural area with low urban influence" "F" "rural"
900 "Rural area with low urban influence" "F" "rural"
2743801 "Rural area with low urban influence" "F" "rural"
2806103 "Rural area with low urban influence" "F" "rural"
2762200 "Highly rural/remote area" "G" "rural"
2742300 "Rural area with low urban influence" "F" "rural"
2762800 "Independent Urban Area" "B" "urban"
2741800 "Independent Urban Area" "B" "urban"
2743903 "Independent Urban Area" "B" "urban"
2758801 "Rural area with low urban influence" "F" "rural"
2762900 "Independent Urban Area" "B" "urban"
2748802 "Independent Urban Area" "B" "urban"
2743904 "Independent Urban Area" "B" "urban"
2762700 "Independent Urban Area" "B" "urban"
2179800 "Main urban area" "A" "urban"
2180200 "Main urban area" "A" "urban"
2763500 "Independent Urban Area" "B" "urban"
2741600 "Independent Urban Area" "B" "urban"
2205500 "Main urban area" "A" "urban"
2187101 "Highly rural/remote area" "G" "rural"
2741700 "Independent Urban Area" "B" "urban"
2763000 "Independent Urban Area" "B" "urban"
2166900 "Main urban area" "A" "urban"
2343600 "Main urban area" "A" "urban"
2180900 "Main urban area" "A" "urban"
2199800 "Main urban area" "A" "urban"
2187306 "Main urban area" "A" "urban"
2162900 "Main urban area" "A" "urban"
2359407 "Main urban area" "A" "urban"
2180002 "Main urban area" "A" "urban"
2167800 "Main urban area" "A" "urban"
2162400 "Main urban area" "A" "urban"
2179900 "Main urban area" "A" "urban"
2167100 "Main urban area" "A" "urban"
2742400 "Highly rural/remote area" "G" "rural"
2763100 "Independent Urban Area" "B" "urban"
2763600 "Independent Urban Area" "B" "urban"
2861500 "Main urban area" "A" "urban"
2813902 "Area outside urban/rural profile" "Z" NA
2943500 "Main urban area" "A" "urban"
2861400 "Main urban area" "A" "urban"
2974000 "Rural area with moderate urban influence" "E" "rural"
2162500 "Main urban area" "A" "urban"
2164700 "Main urban area" "A" "urban"
3044900 "Highly rural/remote area" "G" "rural"
2198800 "Main urban area" "A" "urban"
2861700 "Main urban area" "A" "urban"
2448213 "Satellite Urban Area" "C" "urban"
2180601 "Main urban area" "A" "urban"
2862600 "Area outside urban/rural profile" "Z" NA
2448202 "Satellite Urban Area" "C" "urban"
3008202 "Area outside urban/rural profile" "Z" NA
2448212 "Satellite Urban Area" "C" "urban"
2448210 "Satellite Urban Area" "C" "urban"
2460200 "Satellite Urban Area" "C" "urban"
2450601 "Rural area with moderate urban influence" "E" "rural"
2448216 "Satellite Urban Area" "C" "urban"
2448209 "Satellite Urban Area" "C" "urban"
2863100 "Main urban area" "A" "urban"
3011203 "Highly rural/remote area" "G" "rural"
1915100 "Main urban area" "A" "urban"
2043300 "Main urban area" "A" "urban"
2285500 "Highly rural/remote area" "G" "rural"
81805 "Area outside urban/rural profile" "Z" NA
2044300 "Main urban area" "A" "urban"
1911400 "Main urban area" "A" "urban"
2450705 "Highly rural/remote area" "G" "rural"
212101 "Rural area with high urban influence" "D" "rural"
2272000 "Rural area with moderate urban influence" "E" "rural"
2137317 "Area outside urban/rural profile" "Z" NA
307400 "Main urban area" "A" "urban"
2541200 "Main urban area" "A" "urban"
2446502 "Rural area with high urban influence" "D" "rural"
2043202 "Main urban area" "A" "urban"
2270500 "Rural area with high urban influence" "D" "rural"
333400 "Main urban area" "A" "urban"
2566400 "Main urban area" "A" "urban"
1912005 "Main urban area" "A" "urban"
2378201 "Independent Urban Area" "B" "urban"
1612900 "Independent Urban Area" "B" "urban"
1640500 "Highly rural/remote area" "G" "rural"
456100 "Main urban area" "A" "urban"
2541300 "Main urban area" "A" "urban"
2263800 "Rural area with low urban influence" "F" "rural"
2266500 "Independent Urban Area" "B" "urban"
1677900 "Rural area with low urban influence" "F" "rural"
1628500 "Highly rural/remote area" "G" "rural"
464501 "Main urban area" "A" "urban"
2473700 "Main urban area" "A" "urban"
2379300 "Independent Urban Area" "B" "urban"
1637800 "Rural area with low urban influence" "F" "rural"
1613100 "Independent Urban Area" "B" "urban"
554600 "Main urban area" "A" "urban"
2542500 "Main urban area" "A" "urban"
1613000 "Independent Urban Area" "B" "urban"
1672802 "Highly rural/remote area" "G" "rural"
603600 "Main urban area" "A" "urban"
2657300 "Main urban area" "A" "urban"
1630800 "Highly rural/remote area" "G" "rural"
1611900 "Independent Urban Area" "B" "urban"
634326 "Area outside urban/rural profile" "Z" NA
2477700 "Main urban area" "A" "urban"
1619201 "Rural area with moderate urban influence" "E" "rural"
1640700 "Rural area with low urban influence" "F" "rural"
2478000 "Main urban area" "A" "urban"
1637900 "Highly rural/remote area" "G" "rural"
1615400 "Independent Urban Area" "B" "urban"
1615200 "Independent Urban Area" "B" "urban"
1414800 "Rural area with high urban influence" "D" "rural"
2267300 "Independent Urban Area" "B" "urban"
1912106 "Main urban area" "A" "urban"
2043700 "Main urban area" "A" "urban"
2030000 "Main urban area" "A" "urban"
2271902 "Rural area with high urban influence" "D" "rural"
1964000 "Main urban area" "A" "urban"
2034700 "Main urban area" "A" "urban"
2477800 "Main urban area" "A" "urban"
1976900 "Main urban area" "A" "urban"
2473500 "Main urban area" "A" "urban"
1612400 "Independent Urban Area" "B" "urban"
1638301 "Rural area with low urban influence" "F" "rural"
2085901 "Main urban area" "A" "urban"
1638200 "Rural area with low urban influence" "F" "rural"
1963900 "Main urban area" "A" "urban"
1510900 "Rural area with moderate urban influence" "E" "rural"
1612300 "Independent Urban Area" "B" "urban"
2028700 "Main urban area" "A" "urban"
1680500 "Rural area with high urban influence" "D" "rural"
80200 "Rural area with low urban influence" "F" "rural"
2033300 "Main urban area" "A" "urban"
1775000 "Highly rural/remote area" "G" "rural"
217100 "Rural area with high urban influence" "D" "rural"
1747700 "Rural area with low urban influence" "F" "rural"
185003 "Main urban area" "A" "urban"
1512500 "Rural area with moderate urban influence" "E" "rural"
359100 "Main urban area" "A" "urban"
1679602 "Rural area with moderate urban influence" "E" "rural"
436400 "Main urban area" "A" "urban"
1684700 "Rural area with moderate urban influence" "E" "rural"
532700 "Main urban area" "A" "urban"
1464900 "Rural area with high urban influence" "D" "rural"
633300 "Main urban area" "A" "urban"
568200 "Main urban area" "A" "urban"
2086407 "Main urban area" "A" "urban"
294802 "Main urban area" "A" "urban"
2078600 "Main urban area" "A" "urban"
1512600 "Rural area with moderate urban influence" "E" "rural"
1800503 "Main urban area" "A" "urban"
1774802 "Highly rural/remote area" "G" "rural"
1808700 "Main urban area" "A" "urban"
1802700 "Main urban area" "A" "urban"
1800200 "Main urban area" "A" "urban"
1804300 "Main urban area" "A" "urban"
1800501 "Main urban area" "A" "urban"
1800000 "Main urban area" "A" "urban"
1813500 "Main urban area" "A" "urban"
196700 "Main urban area" "A" "urban"
224242 "Main urban area" "A" "urban"
436202 "Main urban area" "A" "urban"
459500 "Main urban area" "A" "urban"
276400 "Main urban area" "A" "urban"
649100 "Main urban area" "A" "urban"
291700 "Main urban area" "A" "urban"
1794000 "Main urban area" "A" "urban"
1802600 "Main urban area" "A" "urban"
41500 "Independent Urban Area" "B" "urban"
24400 "Rural area with low urban influence" "F" "rural"
46700 "Rural area with low urban influence" "F" "rural"
43700 "Independent Urban Area" "B" "urban"
47500 "Rural area with low urban influence" "F" "rural"
37300 "Highly rural/remote area" "G" "rural"
38200 "Rural area with moderate urban influence" "E" "rural"
25100 "Highly rural/remote area" "G" "rural"
30900 "Highly rural/remote area" "G" "rural"
39600 "Rural area with low urban influence" "F" "rural"
3092200 "Rural area with moderate urban influence" "E" "rural"
3163900 "Rural area with moderate urban influence" "E" "rural"
3093800 "Rural area with low urban influence" "F" "rural"
3079700 "Highly rural/remote area" "G" "rural"
3188100 "Highly rural/remote area" "G" "rural"
3054602 "Highly rural/remote area" "G" "rural"
3090100 "Rural area with low urban influence" "F" "rural"
3080105 "Highly rural/remote area" "G" "rural"
2997300 "Rural area with low urban influence" "F" "rural"
3166300 "Rural area with moderate urban influence" "E" "rural"
48410 "Rural area with moderate urban influence" "E" "rural"
3092300 "Rural area with high urban influence" "D" "rural"
3081300 "Main urban area" "A" "urban"
34202 "Rural area with low urban influence" "F" "rural"
3090900 "Main urban area" "A" "urban"
3189000 "Highly rural/remote area" "G" "rural"
21400 "Rural area with low urban influence" "F" "rural"
3079800 "Rural area with high urban influence" "D" "rural"
3091000 "Rural area with moderate urban influence" "E" "rural"
33300 "Rural area with low urban influence" "F" "rural"
21300 "Highly rural/remote area" "G" "rural"
50706 "Highly rural/remote area" "G" "rural"
54802 "Independent Urban Area" "B" "urban"
50703 "Independent Urban Area" "B" "urban"
48405 "Area outside urban/rural profile" "Z" NA
50805 "Highly rural/remote area" "G" "rural"
3097902 "Highly rural/remote area" "G" "rural"
3080403 "Highly rural/remote area" "G" "rural"
3080102 "Rural area with high urban influence" "D" "rural"
3078700 "Rural area with moderate urban influence" "E" "rural"
10900 "Rural area with low urban influence" "F" "rural"
48204 "Rural area with low urban influence" "F" "rural"
43906 "Rural area with low urban influence" "F" "rural"
11100 "Rural area with low urban influence" "F" "rural"
10600 "Rural area with low urban influence" "F" "rural"
20600 "Highly rural/remote area" "G" "rural"
44301 "Rural area with low urban influence" "F" "rural"
11000 "Rural area with low urban influence" "F" "rural"
28200 "Rural area with low urban influence" "F" "rural"
873300 "Main urban area" "A" "urban"
907602 "Main urban area" "A" "urban"
955100 "Main urban area" "A" "urban"
872301 "Main urban area" "A" "urban"
1111300 "Rural area with low urban influence" "F" "rural"
1193900 "Main urban area" "A" "urban"
899100 "Main urban area" "A" "urban"
874600 "Main urban area" "A" "urban"
875900 "Main urban area" "A" "urban"
1192107 "Main urban area" "A" "urban"
954406 "Main urban area" "A" "urban"
978117 "Main urban area" "A" "urban"
1112800 "Rural area with low urban influence" "F" "rural"
1193001 "Main urban area" "A" "urban"
872302 "Main urban area" "A" "urban"
900700 "Main urban area" "A" "urban"
954405 "Main urban area" "A" "urban"
869600 "Main urban area" "A" "urban"
876000 "Main urban area" "A" "urban"
1298705 "Highly rural/remote area" "G" "rural"
873702 "Main urban area" "A" "urban"
992302 "Highly rural/remote area" "G" "rural"
1335600 "Highly rural/remote area" "G" "rural"
1298704 "Rural area with moderate urban influence" "E" "rural"
1336500 "Rural area with low urban influence" "F" "rural"
992301 "Rural area with low urban influence" "F" "rural"
1337401 "Rural area with low urban influence" "F" "rural"
715907 "Main urban area" "A" "urban"
984100 "Main urban area" "A" "urban"
674600 "Main urban area" "A" "urban"
608342 "Area outside urban/rural profile" "Z" NA
608344 "Area outside urban/rural profile" "Z" NA
715803 "Main urban area" "A" "urban"
659200 "Main urban area" "A" "urban"
1325903 "Rural area with low urban influence" "F" "rural"
1271100 "Independent Urban Area" "B" "urban"
1129200 "Independent Urban Area" "B" "urban"
1271700 "Independent Urban Area" "B" "urban"
1279040 "Independent Urban Area" "B" "urban"
1271800 "Independent Urban Area" "B" "urban"
660100 "Main urban area" "A" "urban"
1279039 "Independent Urban Area" "B" "urban"
1272600 "Independent Urban Area" "B" "urban"
1079700 "Independent Urban Area" "B" "urban"
1271200 "Independent Urban Area" "B" "urban"
1069900 "Rural area with low urban influence" "F" "rural"
1273500 "Independent Urban Area" "B" "urban"
1084800 "Highly rural/remote area" "G" "rural"
1080100 "Independent Urban Area" "B" "urban"
1083205 "Rural area with low urban influence" "F" "rural"
1069402 "Highly rural/remote area" "G" "rural"
1079800 "Independent Urban Area" "B" "urban"
1079600 "Independent Urban Area" "B" "urban"
1275500 "Independent Urban Area" "B" "urban"
1272400 "Independent Urban Area" "B" "urban"
88600 "Main urban area" "A" "urban"
138702 "Rural area with low urban influence" "F" "rural"
153000 "Main urban area" "A" "urban"
325300 "Main urban area" "A" "urban"
936001 "Rural area with moderate urban influence" "E" "rural"
251200 "Main urban area" "A" "urban"
1079900 "Independent Urban Area" "B" "urban"
256100 "Main urban area" "A" "urban"
491900 "Main urban area" "A" "urban"
562700 "Main urban area" "A" "urban"
683800 "Main urban area" "A" "urban"
