mb06,Urban/Rural Profile Classification Category,Main urban areas
1794602,Main urban area,Palmerston North
1794603,Main urban area,Palmerston North
1794604,Main urban area,Palmerston North
1794605,Main urban area,Palmerston North
1794700,Main urban area,Palmerston North
1795600,Main urban area,Palmerston North
1795700,Main urban area,Palmerston North
1795800,Main urban area,Palmerston North
1795900,Main urban area,Palmerston North
1796000,Main urban area,Palmerston North
1796100,Main urban area,Palmerston North
1796200,Main urban area,Palmerston North
1796300,Main urban area,Palmerston North
1796400,Main urban area,Palmerston North
1796500,Main urban area,Palmerston North
1797300,Main urban area,Palmerston North
1798400,Main urban area,Palmerston North
1798501,Main urban area,Palmerston North
1798502,Main urban area,Palmerston North
1798503,Main urban area,Palmerston North
1798504,Main urban area,Palmerston North
1798505,Main urban area,Palmerston North
1798506,Main urban area,Palmerston North
1798600,Main urban area,Palmerston North
1798701,Main urban area,Palmerston North
1798702,Main urban area,Palmerston North
1798703,Main urban area,Palmerston North
1798704,Main urban area,Palmerston North
1798800,Main urban area,Palmerston North
1798900,Main urban area,Palmerston North
1799000,Main urban area,Palmerston North
1799100,Main urban area,Palmerston North
1799700,Main urban area,Palmerston North
1799800,Main urban area,Palmerston North
1799900,Main urban area,Palmerston North
1800000,Main urban area,Palmerston North
1800100,Main urban area,Palmerston North
1800200,Main urban area,Palmerston North
1800301,Main urban area,Palmerston North
1800302,Main urban area,Palmerston North
1800400,Main urban area,Palmerston North
1800501,Main urban area,Palmerston North
1800502,Main urban area,Palmerston North
1800503,Main urban area,Palmerston North
1800504,Main urban area,Palmerston North
1800505,Main urban area,Palmerston North
1800506,Main urban area,Palmerston North
1800600,Main urban area,Palmerston North
1800700,Main urban area,Palmerston North
1800800,Main urban area,Palmerston North
1800900,Main urban area,Palmerston North
1801000,Main urban area,Palmerston North
1801100,Main urban area,Palmerston North
1801200,Main urban area,Palmerston North
1801300,Main urban area,Palmerston North
1801400,Main urban area,Palmerston North
1801500,Main urban area,Palmerston North
1801600,Main urban area,Palmerston North
1801700,Main urban area,Palmerston North
1801800,Main urban area,Palmerston North
1801900,Main urban area,Palmerston North
1802000,Main urban area,Palmerston North
1802100,Main urban area,Palmerston North
1802200,Main urban area,Palmerston North
1802300,Main urban area,Palmerston North
1802400,Main urban area,Palmerston North
1802500,Main urban area,Palmerston North
1802600,Main urban area,Palmerston North
1802700,Main urban area,Palmerston North
1802800,Main urban area,Palmerston North
1802900,Main urban area,Palmerston North
1803000,Main urban area,Palmerston North
1803100,Main urban area,Palmerston North
1803200,Main urban area,Palmerston North
1803300,Main urban area,Palmerston North
1803400,Main urban area,Palmerston North
1803500,Main urban area,Palmerston North
1803600,Main urban area,Palmerston North
1803700,Main urban area,Palmerston North
1803801,Main urban area,Palmerston North
1803802,Main urban area,Palmerston North
1803900,Main urban area,Palmerston North
1804000,Main urban area,Palmerston North
1804100,Main urban area,Palmerston North
1804200,Main urban area,Palmerston North
1804300,Main urban area,Palmerston North
1804400,Main urban area,Palmerston North
1804500,Main urban area,Palmerston North
1804600,Main urban area,Palmerston North
1804700,Main urban area,Palmerston North
1804801,Main urban area,Palmerston North
1804802,Main urban area,Palmerston North
1804901,Main urban area,Palmerston North
1804902,Main urban area,Palmerston North
1805000,Main urban area,Palmerston North
1805100,Main urban area,Palmerston North
1805200,Main urban area,Palmerston North
1805300,Main urban area,Palmerston North
1805400,Main urban area,Palmerston North
1805500,Main urban area,Palmerston North
1805601,Main urban area,Palmerston North
1805602,Main urban area,Palmerston North
1805700,Main urban area,Palmerston North
1805800,Main urban area,Palmerston North
1805900,Main urban area,Palmerston North
1806000,Main urban area,Palmerston North
1806100,Main urban area,Palmerston North
1806200,Main urban area,Palmerston North
1806300,Main urban area,Palmerston North
1806400,Main urban area,Palmerston North
1806500,Main urban area,Palmerston North
1806600,Main urban area,Palmerston North
1806700,Main urban area,Palmerston North
1806800,Main urban area,Palmerston North
1806900,Main urban area,Palmerston North
1807000,Main urban area,Palmerston North
1807100,Main urban area,Palmerston North
1807200,Main urban area,Palmerston North
1807300,Main urban area,Palmerston North
1807400,Main urban area,Palmerston North
1807500,Main urban area,Palmerston North
1807600,Main urban area,Palmerston North
1807700,Main urban area,Palmerston North
1807800,Main urban area,Palmerston North
1807900,Main urban area,Palmerston North
1808000,Main urban area,Palmerston North
1808100,Main urban area,Palmerston North
1808200,Main urban area,Palmerston North
1808300,Main urban area,Palmerston North
1808400,Main urban area,Palmerston North
1808500,Main urban area,Palmerston North
1808600,Main urban area,Palmerston North
1808700,Main urban area,Palmerston North
1808800,Main urban area,Palmerston North
1808900,Main urban area,Palmerston North
1809000,Main urban area,Palmerston North
1809100,Main urban area,Palmerston North
1809200,Main urban area,Palmerston North
1809300,Main urban area,Palmerston North
1809400,Main urban area,Palmerston North
1809500,Main urban area,Palmerston North
1809600,Main urban area,Palmerston North
1809700,Main urban area,Palmerston North
1809800,Main urban area,Palmerston North
1809900,Main urban area,Palmerston North
1810000,Main urban area,Palmerston North
1810100,Main urban area,Palmerston North
1810200,Main urban area,Palmerston North
1810300,Main urban area,Palmerston North
1810400,Main urban area,Palmerston North
1810500,Main urban area,Palmerston North
1810601,Main urban area,Palmerston North
1810602,Main urban area,Palmerston North
1810700,Main urban area,Palmerston North
1810800,Main urban area,Palmerston North
1810900,Main urban area,Palmerston North
1811000,Main urban area,Palmerston North
1811100,Main urban area,Palmerston North
1811200,Main urban area,Palmerston North
1811300,Main urban area,Palmerston North
1811400,Main urban area,Palmerston North
1811500,Main urban area,Palmerston North
1811600,Main urban area,Palmerston North
1811700,Main urban area,Palmerston North
1811800,Main urban area,Palmerston North
1811900,Main urban area,Palmerston North
1812000,Main urban area,Palmerston North
1812100,Main urban area,Palmerston North
1812200,Main urban area,Palmerston North
1812300,Main urban area,Palmerston North
1812400,Main urban area,Palmerston North
1812500,Main urban area,Palmerston North
1812600,Main urban area,Palmerston North
1812700,Main urban area,Palmerston North
1812800,Main urban area,Palmerston North
1812901,Main urban area,Palmerston North
1812902,Main urban area,Palmerston North
1813000,Main urban area,Palmerston North
1813100,Main urban area,Palmerston North
1813200,Main urban area,Palmerston North
1813300,Main urban area,Palmerston North
1813400,Main urban area,Palmerston North
1813500,Main urban area,Palmerston North
1813600,Main urban area,Palmerston North
1813700,Main urban area,Palmerston North
1813802,Main urban area,Palmerston North
1813803,Main urban area,Palmerston North
1813804,Main urban area,Palmerston North
1813805,Main urban area,Palmerston North
1813901,Main urban area,Palmerston North
1813902,Main urban area,Palmerston North
1814000,Main urban area,Palmerston North
1814100,Main urban area,Palmerston North
1814201,Main urban area,Palmerston North
1814202,Main urban area,Palmerston North
1814300,Main urban area,Palmerston North
1814400,Main urban area,Palmerston North
1814500,Main urban area,Palmerston North
1814600,Main urban area,Palmerston North
1814700,Main urban area,Palmerston North
1814800,Main urban area,Palmerston North
1814900,Main urban area,Palmerston North
1815000,Main urban area,Palmerston North
1815100,Main urban area,Palmerston North
1815200,Main urban area,Palmerston North
1815300,Main urban area,Palmerston North
1815400,Main urban area,Palmerston North
1815500,Main urban area,Palmerston North
1815600,Main urban area,Palmerston North
1815700,Main urban area,Palmerston North
1815800,Main urban area,Palmerston North
1815900,Main urban area,Palmerston North
1816000,Main urban area,Palmerston North
1816100,Main urban area,Palmerston North
1816200,Main urban area,Palmerston North
1816301,Main urban area,Palmerston North
1816302,Main urban area,Palmerston North
1816400,Main urban area,Palmerston North
1816500,Main urban area,Palmerston North
1816600,Main urban area,Palmerston North
1816700,Main urban area,Palmerston North
1816800,Main urban area,Palmerston North
1816900,Main urban area,Palmerston North
1817001,Main urban area,Palmerston North
1817002,Main urban area,Palmerston North
1817003,Main urban area,Palmerston North
1817101,Main urban area,Palmerston North
1817102,Main urban area,Palmerston North
1817103,Main urban area,Palmerston North
1817200,Main urban area,Palmerston North
1817300,Main urban area,Palmerston North
1817400,Main urban area,Palmerston North
1817500,Main urban area,Palmerston North
1817600,Main urban area,Palmerston North
1817700,Main urban area,Palmerston North
1817800,Main urban area,Palmerston North
1817900,Main urban area,Palmerston North
1818000,Main urban area,Palmerston North
1818100,Main urban area,Palmerston North
1818200,Main urban area,Palmerston North
1818300,Main urban area,Palmerston North
1818400,Main urban area,Palmerston North
1818500,Main urban area,Palmerston North
1818600,Main urban area,Palmerston North
1818700,Main urban area,Palmerston North
1818800,Main urban area,Palmerston North
1818900,Main urban area,Palmerston North
1819000,Main urban area,Palmerston North
1819100,Main urban area,Palmerston North
1819200,Main urban area,Palmerston North
1819301,Main urban area,Palmerston North
1819303,Main urban area,Palmerston North
1819304,Main urban area,Palmerston North
1819305,Main urban area,Palmerston North
1819306,Main urban area,Palmerston North
1819307,Main urban area,Palmerston North
1819308,Main urban area,Palmerston North
1819400,Main urban area,Palmerston North
1819503,Main urban area,Palmerston North
1819504,Main urban area,Palmerston North
1819505,Main urban area,Palmerston North
1819506,Main urban area,Palmerston North
1819507,Main urban area,Palmerston North
1819600,Main urban area,Palmerston North
1819700,Main urban area,Palmerston North
1819800,Main urban area,Palmerston North
1819900,Main urban area,Palmerston North
1820000,Main urban area,Palmerston North
1820100,Main urban area,Palmerston North
1820200,Main urban area,Palmerston North
1820300,Main urban area,Palmerston North
1820400,Main urban area,Palmerston North
1820500,Main urban area,Palmerston North
1820600,Main urban area,Palmerston North
1820700,Main urban area,Palmerston North
1820801,Main urban area,Palmerston North
1820802,Main urban area,Palmerston North
1820900,Main urban area,Palmerston North
1821000,Main urban area,Palmerston North
1821100,Main urban area,Palmerston North
1821200,Main urban area,Palmerston North
1821301,Main urban area,Palmerston North
1821302,Main urban area,Palmerston North
1821303,Main urban area,Palmerston North
1821400,Main urban area,Palmerston North
1821500,Main urban area,Palmerston North
1821600,Main urban area,Palmerston North
1821700,Main urban area,Palmerston North
1821800,Main urban area,Palmerston North
1821900,Main urban area,Palmerston North
1822000,Main urban area,Palmerston North
1822101,Main urban area,Palmerston North
1822102,Main urban area,Palmerston North
1822200,Main urban area,Palmerston North
1822300,Main urban area,Palmerston North
1822400,Main urban area,Palmerston North
1822500,Main urban area,Palmerston North
1822600,Main urban area,Palmerston North
1822700,Main urban area,Palmerston North
1822800,Main urban area,Palmerston North
1822900,Main urban area,Palmerston North
1823000,Main urban area,Palmerston North
1823100,Main urban area,Palmerston North
1823200,Main urban area,Palmerston North
1823300,Main urban area,Palmerston North
1823400,Main urban area,Palmerston North
1823500,Main urban area,Palmerston North
1823600,Main urban area,Palmerston North
1823700,Main urban area,Palmerston North
1823800,Main urban area,Palmerston North
1823900,Main urban area,Palmerston North
1824000,Main urban area,Palmerston North
1824100,Main urban area,Palmerston North
1824200,Main urban area,Palmerston North
1824300,Main urban area,Palmerston North
1824400,Main urban area,Palmerston North
1824500,Main urban area,Palmerston North
1824600,Main urban area,Palmerston North
1824700,Main urban area,Palmerston North
1824800,Main urban area,Palmerston North
1824900,Main urban area,Palmerston North
1825000,Main urban area,Palmerston North
1825100,Main urban area,Palmerston North
1825200,Main urban area,Palmerston North
1825300,Main urban area,Palmerston North
1825400,Main urban area,Palmerston North
1825500,Main urban area,Palmerston North
1825600,Main urban area,Palmerston North
1825700,Main urban area,Palmerston North
1825800,Main urban area,Palmerston North
1825900,Main urban area,Palmerston North
1826000,Main urban area,Palmerston North
1826100,Main urban area,Palmerston North
1826200,Main urban area,Palmerston North
1826300,Main urban area,Palmerston North
1826400,Main urban area,Palmerston North
1826500,Main urban area,Palmerston North
1826600,Main urban area,Palmerston North
1826700,Main urban area,Palmerston North
1826800,Main urban area,Palmerston North
1826900,Main urban area,Palmerston North
1827000,Main urban area,Palmerston North
1827100,Main urban area,Palmerston North
